Evaluation,SolutionId,EP,HVMinus
100,0,0.0176985892277407,-0.8491218892433967
100,1,0.02034680784294989,-0.8504623910150373
100,2,0.018982324094346407,-0.8503020263900157
200,0,0.018982324094346407,-0.8503020263900157
200,1,0.01845117391661574,-0.8501501257551707
200,2,0.0192787967438218,-0.8511596879907134
200,3,0.015541120257530553,-0.8500197011386632
300,0,0.014979350514268389,-0.8511190088464817
300,1,0.01552324235526006,-0.8514435316050802
400,0,0.014008724237170426,-0.8511594416819391
400,1,0.01523801466389278,-0.8514584461802528
500,0,0.014008724237170426,-0.8511594416819391
500,1,0.01523801466389278,-0.8514584461802528
500,2,0.015893821759612434,-0.851600195036541
500,3,0.015026815520402994,-0.851406410528669
600,0,0.014008724237170426,-0.8511594416819391
600,1,0.01523801466389278,-0.8514584461802528
600,2,0.015893821759612434,-0.851600195036541
600,3,0.015026815520402994,-0.851406410528669
700,0,0.014008724237170426,-0.8511594416819391
700,1,0.015893821759612434,-0.851600195036541
700,2,0.015026815520402994,-0.851406410528669
700,3,0.018910278923323722,-0.8517023657338342
700,4,0.014157992504225947,-0.8513105296509246
700,5,0.015131788591818839,-0.851467628853601
700,6,0.01589958056213311,-0.8516888825452262
800,0,0.014008724237170426,-0.8511594416819391
800,1,0.015026815520402994,-0.851406410528669
800,2,0.014157992504225947,-0.8513105296509246
800,3,0.015131788591818839,-0.851467628853601
800,4,0.015238621874162719,-0.851792958290201
900,0,0.014008724237170426,-0.8511594416819391
900,1,0.015026815520402994,-0.851406410528669
900,2,0.014157992504225947,-0.8513105296509246
900,3,0.015131788591818839,-0.851467628853601
900,4,0.015238621874162719,-0.851792958290201
900,5,0.01876519011456267,-0.8518937843020031
1000,0,0.014008724237170426,-0.8511594416819391
1000,1,0.015026815520402994,-0.851406410528669
1000,2,0.014157992504225947,-0.8513105296509246
1000,3,0.015131788591818839,-0.851467628853601
1000,4,0.015238621874162719,-0.851792958290201
1000,5,0.01876519011456267,-0.8518937843020031
1000,6,0.01869311106288089,-0.8518909273724306
1100,0,0.014008724237170426,-0.8511594416819391
1100,1,0.015026815520402994,-0.851406410528669
1100,2,0.014157992504225947,-0.8513105296509246
1100,3,0.015131788591818839,-0.851467628853601
1100,4,0.015238621874162719,-0.851792958290201
1100,5,0.01876519011456267,-0.8518937843020031
1100,6,0.01869311106288089,-0.8518909273724306
1100,7,0.017521796044444024,-0.851877281301784
1100,8,0.014866756282401836,-0.8513146940179966
1200,0,0.014008724237170426,-0.8511594416819391
1200,1,0.015026815520402994,-0.851406410528669
1200,2,0.014157992504225947,-0.8513105296509246
1200,3,0.015131788591818839,-0.851467628853601
1200,4,0.015238621874162719,-0.851792958290201
1200,5,0.014866756282401836,-0.8513146940179966
1200,6,0.01562011430466276,-0.8520056486137152
1300,0,0.014008724237170426,-0.8511594416819391
1300,1,0.015026815520402994,-0.851406410528669
1300,2,0.014157992504225947,-0.8513105296509246
1300,3,0.015131788591818839,-0.851467628853601
1300,4,0.015238621874162719,-0.851792958290201
1300,5,0.014866756282401836,-0.8513146940179966
1300,6,0.01562011430466276,-0.8520056486137152
1400,0,0.014008724237170426,-0.8511594416819391
1400,1,0.015026815520402994,-0.851406410528669
1400,2,0.014157992504225947,-0.8513105296509246
1400,3,0.015131788591818839,-0.851467628853601
1400,4,0.015238621874162719,-0.851792958290201
1400,5,0.014866756282401836,-0.8513146940179966
1400,6,0.01562011430466276,-0.8520056486137152
1400,7,0.015197472802427595,-0.8515371898057295
1500,0,0.014008724237170426,-0.8511594416819391
1500,1,0.014157992504225947,-0.8513105296509246
1500,2,0.015131788591818839,-0.851467628853601
1500,3,0.015238621874162719,-0.851792958290201
1500,4,0.014866756282401836,-0.8513146940179966
1500,5,0.01562011430466276,-0.8520056486137152
1500,6,0.015197472802427595,-0.8515371898057295
1500,7,0.014897531086894728,-0.8514462274704951
1600,0,0.014008724237170426,-0.8511594416819391
1600,1,0.014157992504225947,-0.8513105296509246
1600,2,0.015131788591818839,-0.851467628853601
1600,3,0.015238621874162719,-0.851792958290201
1600,4,0.014866756282401836,-0.8513146940179966
1600,5,0.01562011430466276,-0.8520056486137152
1600,6,0.015197472802427595,-0.8515371898057295
1600,7,0.014897531086894728,-0.8514462274704951
1700,0,0.014008724237170426,-0.8511594416819391
1700,1,0.014157992504225947,-0.8513105296509246
1700,2,0.015238621874162719,-0.851792958290201
1700,3,0.014866756282401836,-0.8513146940179966
1700,4,0.01562011430466276,-0.8520056486137152
1700,5,0.014897531086894728,-0.8514462274704951
1700,6,0.015123199191023132,-0.8516105776892839
1800,0,0.014008724237170426,-0.8511594416819391
1800,1,0.014157992504225947,-0.8513105296509246
1800,2,0.015238621874162719,-0.851792958290201
1800,3,0.014866756282401836,-0.8513146940179966
1800,4,0.01562011430466276,-0.8520056486137152
1800,5,0.014897531086894728,-0.8514462274704951
1800,6,0.015123199191023132,-0.8516105776892839
1900,0,0.014008724237170426,-0.8511594416819391
