# Evaluation: 0

# Evaluation: 100
EP=0.18813587076488328 HVMinus=-0.5828647573438083 | --algorithmResult population --createInitialSolutions oppositionBased --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.33768678791323203 --crossoverRepairStrategy round --laplaceCrossoverScale 0.3960142958138796 --mutation levyFlight --mutationProbabilityFactor 1.6735133414678778 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1880156666264114 --levyFlightMutationStepSize 0.8390836497596703 --selection boltzmann --boltzmannTemperature 32.42513556320948 
EP=0.1833545738294036 HVMinus=-0.5796813810782109 | --algorithmResult externalArchive --populationSizeWithArchive 86 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.6944607107870281 --crossoverRepairStrategy round --pcxCrossoverZeta 0.23019203507047503 --pcxCrossoverEta 0.8665172013126713 --mutation powerLaw --mutationProbabilityFactor 0.28838463112957546 --mutationRepairStrategy bounds --powerLawMutationDelta 3.531877443247651 --selection ranking 

# Evaluation: 200
EP=0.1769326470990177 HVMinus=-0.584952192048835 | --algorithmResult externalArchive --populationSizeWithArchive 139 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.3395881348883638 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.36980920708029685 --mutation levyFlight --mutationProbabilityFactor 1.3452220035923916 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1922286078847493 --levyFlightMutationStepSize 0.8390836497596703 --selection boltzmann --boltzmannTemperature 27.717891454049262 

# Evaluation: 300
EP=0.1769326470990177 HVMinus=-0.584952192048835 | --algorithmResult externalArchive --populationSizeWithArchive 139 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.3395881348883638 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.36980920708029685 --mutation levyFlight --mutationProbabilityFactor 1.3452220035923916 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1922286078847493 --levyFlightMutationStepSize 0.8390836497596703 --selection boltzmann --boltzmannTemperature 27.717891454049262 
EP=0.17600863828785998 HVMinus=-0.584649972580504 | --algorithmResult externalArchive --populationSizeWithArchive 86 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6944105345660947 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.697559435786272 --blxAlphaBetaCrossoverAlpha 0.9620166496828685 --mutation powerLaw --mutationProbabilityFactor 0.28838463112957546 --mutationRepairStrategy bounds --powerLawMutationDelta 3.357697983320033 --selection ranking 

# Evaluation: 400
