Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,20.0,0.0,0.0,5.0,0.0,6.0,0.6733657824480918,1.0,NaN,NaN,NaN,NaN,NaN,0.01793565578777223,NaN,NaN,NaN,NaN,5.0,1.8483630974009206,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.936817498403224,0.0,5.0,NaN
200,0,0.0,NaN,NaN,5.0,3.0,0.0,5.0,0.32550604032482977,1.0,NaN,NaN,NaN,NaN,0.393756672885351,NaN,NaN,NaN,NaN,NaN,5.0,0.9039312870221641,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.29658322040919,3.0,NaN,NaN
200,1,1.0,20.0,0.0,0.0,5.0,0.0,6.0,0.6733657824480918,2.0,NaN,NaN,NaN,NaN,NaN,0.01793565578777223,NaN,NaN,NaN,NaN,5.0,1.830696712401708,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.933281171143854,4.0,NaN,NaN
200,2,1.0,18.0,0.0,0.0,5.0,0.0,0.0,0.6725820797368236,1.0,209.29051047859767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.5494880302822982,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.936817498403224,0.0,2.0,NaN
200,3,1.0,20.0,0.0,2.0,5.0,0.0,7.0,0.9392057133556045,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.6474399589673799,0.9871870913838574,NaN,NaN,5.0,1.8483630974009206,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.087244243161702,0.0,5.0,NaN
200,4,1.0,139.0,1.0,4.0,4.0,0.0,0.0,0.6144646817471462,0.0,239.39356843368455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.4577874030114437,2.0,NaN,NaN,NaN,0.16525443111727728,NaN,NaN,NaN,1.0,NaN,NaN
300,0,1.0,15.0,1.0,0.0,5.0,0.0,0.0,0.6735998092238342,1.0,208.08508102322241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.5494880302822982,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.04387743541794,0.0,2.0,NaN
300,1,1.0,65.0,1.0,0.0,5.0,0.0,0.0,0.6837635728422321,0.0,360.0907548792539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.811403828525947,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.920993052624375,0.0,5.0,NaN
400,0,1.0,15.0,1.0,0.0,5.0,0.0,0.0,0.6735998092238342,1.0,208.08508102322241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.5494880302822982,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.04387743541794,0.0,2.0,NaN
400,1,1.0,65.0,1.0,0.0,5.0,0.0,0.0,0.6837635728422321,0.0,360.0907548792539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.811403828525947,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.920993052624375,0.0,5.0,NaN
400,2,1.0,17.0,1.0,0.0,5.0,0.0,0.0,0.6778036031048036,0.0,217.36446317356263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.8372467204912992,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.965530475912961,4.0,NaN,NaN
400,3,1.0,20.0,1.0,3.0,5.0,0.0,0.0,0.7846802462510087,2.0,232.3028431369326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.9139278818345866,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.948014004926241,2.0,NaN,11.592108694026013
500,0,1.0,15.0,1.0,0.0,5.0,0.0,0.0,0.6735998092238342,1.0,208.08508102322241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.5494880302822982,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.04387743541794,0.0,2.0,NaN
500,1,1.0,65.0,1.0,0.0,5.0,0.0,0.0,0.6837635728422321,0.0,360.0907548792539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.811403828525947,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.920993052624375,0.0,5.0,NaN
500,2,1.0,22.0,1.0,0.0,5.0,0.0,0.0,0.09927572013315356,2.0,69.7669517755555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.921873634609398,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.965970020286768,4.0,NaN,NaN
500,3,1.0,18.0,1.0,3.0,6.0,0.0,5.0,0.6774492136751596,2.0,NaN,NaN,NaN,NaN,0.3132710703407276,NaN,NaN,NaN,NaN,NaN,5.0,1.9139278818345866,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.792397117262696,2.0,NaN,11.592108694026013
500,4,1.0,19.0,1.0,5.0,5.0,0.0,0.0,0.6724423644480699,2.0,234.59840628129157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.8483630974009206,1.0,NaN,NaN,NaN,NaN,NaN,NaN,8.158848989733913,2.0,NaN,36.242317001645596
600,0,1.0,17.0,1.0,5.0,5.0,0.0,0.0,0.6778036031048036,0.0,217.36446317356263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.8372467204912992,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.965530475912961,4.0,NaN,NaN
600,1,1.0,22.0,1.0,5.0,2.0,0.0,5.0,0.7878698790150929,2.0,NaN,NaN,NaN,NaN,0.3668513904694005,NaN,NaN,NaN,NaN,NaN,5.0,1.9141315011120716,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.15558938414078,3.0,NaN,NaN
600,2,1.0,17.0,1.0,0.0,5.0,0.0,0.0,0.6778036031048036,0.0,214.85562301601544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.8783138965193662,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.740842285559355,4.0,NaN,NaN
600,3,1.0,19.0,1.0,0.0,5.0,0.0,0.0,0.6755222443380628,2.0,258.7380617830504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.8483630974009206,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.9348053981142295,4.0,NaN,NaN
600,4,1.0,22.0,1.0,0.0,5.0,0.0,6.0,0.09927572013315356,2.0,NaN,NaN,NaN,NaN,NaN,0.396701786295653,NaN,NaN,NaN,NaN,5.0,1.9214129427750182,2.0,NaN,NaN,NaN,NaN,NaN,NaN,8.172699068159526,2.0,NaN,25.132731952807465
600,5,1.0,20.0,1.0,0.0,5.0,0.0,6.0,0.5755482091817664,2.0,NaN,NaN,NaN,NaN,NaN,3.7256537598659174E-4,NaN,NaN,NaN,NaN,5.0,1.922027350715743,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.789134112611228,4.0,NaN,NaN
700,0,1.0,22.0,1.0,5.0,2.0,0.0,5.0,0.7878698790150929,2.0,NaN,NaN,NaN,NaN,0.3668513904694005,NaN,NaN,NaN,NaN,NaN,5.0,1.9141315011120716,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.15558938414078,3.0,NaN,NaN
700,1,1.0,17.0,1.0,0.0,5.0,0.0,0.0,0.6778036031048036,0.0,214.85562301601544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.8783138965193662,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.740842285559355,4.0,NaN,NaN
700,2,1.0,19.0,1.0,0.0,5.0,0.0,0.0,0.6755222443380628,2.0,258.7380617830504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.8483630974009206,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.9348053981142295,4.0,NaN,NaN
700,3,1.0,22.0,1.0,0.0,5.0,0.0,6.0,0.09927572013315356,2.0,NaN,NaN,NaN,NaN,NaN,0.396701786295653,NaN,NaN,NaN,NaN,5.0,1.9214129427750182,2.0,NaN,NaN,NaN,NaN,NaN,NaN,8.172699068159526,2.0,NaN,25.132731952807465
