# Evaluation: 0

# Evaluation: 100
EP=0.036024163189944704 HVMinus=-0.842165234777444 | --algorithmResult externalArchive --populationSizeWithArchive 98 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9574875644703839 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.2654125797196616 --pcxCrossoverEta 0.5796042742995653 --mutation nonUniform --mutationProbabilityFactor 1.5914205902059018 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8692372443919564 --selection tournament --selectionTournamentSize 5 

# Evaluation: 200
EP=0.034677460208446996 HVMinus=-0.842997663184028 | --algorithmResult externalArchive --populationSizeWithArchive 98 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9574875644703839 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.2654125797196616 --pcxCrossoverEta 0.5342221018143573 --mutation nonUniform --mutationProbabilityFactor 0.8185889719070294 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.5932797472600266 --selection tournament --selectionTournamentSize 5 

# Evaluation: 300
EP=0.03377925213640814 HVMinus=-0.8446608785719103 | --algorithmResult externalArchive --populationSizeWithArchive 139 --archiveType crowdingDistanceArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6439990975218964 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.3445355736232232 --mutation powerLaw --mutationProbabilityFactor 0.6040382399721023 --mutationRepairStrategy bounds --powerLawMutationDelta 6.881558385074829 --selection tournament --selectionTournamentSize 8 
EP=0.03359520824890921 HVMinus=-0.8385294831941411 | --algorithmResult externalArchive --populationSizeWithArchive 33 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6637744634699234 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.298039435168016 --blxAlphaBetaCrossoverAlpha 0.5760995610980856 --mutation powerLaw --mutationProbabilityFactor 0.5403008320342569 --mutationRepairStrategy random --powerLawMutationDelta 6.704609420418758 --selection ranking 

# Evaluation: 400
EP=0.025156294087758647 HVMinus=-0.8456262813202426 | --algorithmResult externalArchive --populationSizeWithArchive 98 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9574875644703839 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.2654125797196616 --pcxCrossoverEta 0.5342221018143573 --mutation nonUniform --mutationProbabilityFactor 0.8123141417945011 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9154896431846901 --selection boltzmann --boltzmannTemperature 13.927076005602474 

# Evaluation: 500
EP=0.025156294087758647 HVMinus=-0.8456262813202426 | --algorithmResult externalArchive --populationSizeWithArchive 98 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9574875644703839 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.2654125797196616 --pcxCrossoverEta 0.5342221018143573 --mutation nonUniform --mutationProbabilityFactor 0.8123141417945011 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9154896431846901 --selection boltzmann --boltzmannTemperature 13.927076005602474 
EP=0.029868977351634633 HVMinus=-0.8462900007583688 | --algorithmResult externalArchive --populationSizeWithArchive 98 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9569927360242524 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6859834757839652 --mutation nonUniform --mutationProbabilityFactor 0.5964734070065464 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.6351090668504478 --selection tournament --selectionTournamentSize 5 
EP=0.030246191712677926 HVMinus=-0.8468203219680126 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9569927360242524 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6859834757839652 --mutation nonUniform --mutationProbabilityFactor 0.5964734070065464 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.6311538744216686 --selection tournament --selectionTournamentSize 5 

# Evaluation: 600
EP=0.025156294087758647 HVMinus=-0.8456262813202426 | --algorithmResult externalArchive --populationSizeWithArchive 98 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9574875644703839 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.2654125797196616 --pcxCrossoverEta 0.5342221018143573 --mutation nonUniform --mutationProbabilityFactor 0.8123141417945011 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9154896431846901 --selection boltzmann --boltzmannTemperature 13.927076005602474 
EP=0.030246191712677926 HVMinus=-0.8468203219680126 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9569927360242524 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6859834757839652 --mutation nonUniform --mutationProbabilityFactor 0.5964734070065464 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.6311538744216686 --selection tournament --selectionTournamentSize 5 
EP=0.02498293879586213 HVMinus=-0.8452082993237875 | --algorithmResult externalArchive --populationSizeWithArchive 50 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9574875644703839 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.26554795054712654 --pcxCrossoverEta 0.5796042742995653 --mutation nonUniform --mutationProbabilityFactor 0.8990777566203056 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8354339018337397 --selection tournament --selectionTournamentSize 2 
