Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,120.0,1.0,4.0,6.0,0.0,1.0,0.7260576025601454,1.0,NaN,0.9669779524474786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.5986288111213987,0.0,NaN,NaN,277.8142829547398,NaN,NaN,NaN,NaN,2.0,NaN,27.051137153412245
100,1,1.0,101.0,1.0,0.0,1.0,0.0,5.0,0.34095003555841885,1.0,NaN,NaN,NaN,NaN,0.4941841070842915,NaN,NaN,NaN,NaN,NaN,5.0,0.22499900118420646,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.464539698180175,2.0,NaN,74.75467435059177
200,0,1.0,101.0,1.0,0.0,1.0,0.0,5.0,0.34095003555841885,1.0,NaN,NaN,NaN,NaN,0.4941841070842915,NaN,NaN,NaN,NaN,NaN,5.0,0.22499900118420646,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.464539698180175,2.0,NaN,74.75467435059177
200,1,1.0,101.0,1.0,1.0,1.0,0.0,5.0,0.8840938848111641,1.0,NaN,NaN,NaN,NaN,0.4941841070842915,NaN,NaN,NaN,NaN,NaN,5.0,1.1743750210328012,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.225621433681749,1.0,NaN,NaN
200,2,1.0,101.0,1.0,0.0,1.0,0.0,5.0,0.34095003555841885,1.0,NaN,NaN,NaN,NaN,0.4941841070842915,NaN,NaN,NaN,NaN,NaN,5.0,0.22499900118420646,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.464539698180175,2.0,NaN,74.75467435059177
300,0,1.0,101.0,1.0,0.0,1.0,0.0,5.0,0.34095003555841885,1.0,NaN,NaN,NaN,NaN,0.4941841070842915,NaN,NaN,NaN,NaN,NaN,5.0,0.22499900118420646,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.464539698180175,2.0,NaN,74.75467435059177
300,1,1.0,101.0,1.0,0.0,3.0,0.0,5.0,0.34095003555841885,2.0,NaN,NaN,NaN,NaN,0.4912573145589243,NaN,NaN,NaN,NaN,NaN,5.0,0.22499900118420646,2.0,NaN,NaN,NaN,NaN,NaN,NaN,5.617103201014775,1.0,NaN,NaN
300,2,1.0,100.0,1.0,1.0,1.0,0.0,5.0,0.8840938848111641,1.0,NaN,NaN,NaN,NaN,0.4969671126545353,NaN,NaN,NaN,NaN,NaN,5.0,1.1743750210328012,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.848935367252631,1.0,NaN,NaN
300,3,1.0,134.0,1.0,1.0,3.0,0.0,7.0,0.2535767670139825,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.750279787070598,0.6076978411280793,NaN,NaN,4.0,1.0002312879395407,2.0,NaN,NaN,NaN,NaN,1.3434772248252242,0.5634438962943281,NaN,1.0,NaN,NaN
400,0,1.0,101.0,1.0,1.0,3.0,0.0,5.0,0.883441162303175,2.0,NaN,NaN,NaN,NaN,0.275952178130933,NaN,NaN,NaN,NaN,NaN,4.0,0.9929170451263558,2.0,NaN,NaN,NaN,NaN,1.218440293664716,0.3047351208131315,NaN,1.0,NaN,NaN
400,1,1.0,101.0,1.0,0.0,1.0,0.0,5.0,0.34095003555841885,1.0,NaN,NaN,NaN,NaN,0.4941841070842915,NaN,NaN,NaN,NaN,NaN,5.0,0.22499900118420646,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.464539698180175,2.0,NaN,74.75467435059177
400,2,1.0,101.0,1.0,0.0,1.0,0.0,5.0,0.34095003555841885,2.0,NaN,NaN,NaN,NaN,0.49616325430166286,NaN,NaN,NaN,NaN,NaN,5.0,0.25073143082250776,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.464539698180175,1.0,NaN,NaN
500,0,1.0,101.0,1.0,0.0,1.0,0.0,5.0,0.34095003555841885,2.0,NaN,NaN,NaN,NaN,0.49616325430166286,NaN,NaN,NaN,NaN,NaN,5.0,0.25073143082250776,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.464539698180175,1.0,NaN,NaN
