# Evaluation: 0

# Evaluation: 100
EP=0.15153823199125535 HVMinus=-0.8503393596165852 | --algorithmResult externalArchive --populationSizeWithArchive 188 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.039724556915605946 --crossoverRepairStrategy bounds --fuzzyRecombinationCrossoverAlpha 0.3469545513783515 --mutation levyFlight --mutationProbabilityFactor 1.3099956538685948 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5856916761660498 --levyFlightMutationStepSize 0.6262742546254239 --selection stochasticUniversalSampling 
EP=0.151477878505406 HVMinus=-0.8482687134673493 | --algorithmResult externalArchive --populationSizeWithArchive 31 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.21120375759896948 --crossoverRepairStrategy round --undcCrossoverZeta 0.4136624801852974 --undcCrossoverEta 0.17478137250439418 --mutation powerLaw --mutationProbabilityFactor 0.8217311231916915 --mutationRepairStrategy bounds --powerLawMutationDelta 2.1340478420011872 --selection stochasticUniversalSampling 

# Evaluation: 200
EP=0.1504313869404817 HVMinus=-0.8505386395754105 | --algorithmResult externalArchive --populationSizeWithArchive 105 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5405174402829684 --crossoverRepairStrategy round --laplaceCrossoverScale 0.47097440306785654 --mutation powerLaw --mutationProbabilityFactor 1.5628112472995201 --mutationRepairStrategy round --powerLawMutationDelta 2.9286812546205456 --selection boltzmann --boltzmannTemperature 8.39798956135085 

# Evaluation: 300
EP=0.1504313869404817 HVMinus=-0.8505386395754105 | --algorithmResult externalArchive --populationSizeWithArchive 105 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5405174402829684 --crossoverRepairStrategy round --laplaceCrossoverScale 0.47097440306785654 --mutation powerLaw --mutationProbabilityFactor 1.5628112472995201 --mutationRepairStrategy round --powerLawMutationDelta 2.9286812546205456 --selection boltzmann --boltzmannTemperature 8.39798956135085 
EP=0.15127230780299541 HVMinus=-0.85102654166378 | --algorithmResult externalArchive --populationSizeWithArchive 32 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5405174402829684 --crossoverRepairStrategy round --laplaceCrossoverScale 0.47097440306785654 --mutation powerLaw --mutationProbabilityFactor 1.6224853960900412 --mutationRepairStrategy bounds --powerLawMutationDelta 2.9394305639527296 --selection boltzmann --boltzmannTemperature 8.459652481642966 

# Evaluation: 400
EP=0.1504313869404817 HVMinus=-0.8505386395754105 | --algorithmResult externalArchive --populationSizeWithArchive 105 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5405174402829684 --crossoverRepairStrategy round --laplaceCrossoverScale 0.47097440306785654 --mutation powerLaw --mutationProbabilityFactor 1.5628112472995201 --mutationRepairStrategy round --powerLawMutationDelta 2.9286812546205456 --selection boltzmann --boltzmannTemperature 8.39798956135085 
