family,front_type,budget,view,quantile,parameter,parameter_kind,observed_n,elite_n,observed_min,observed_max,observed_range,elite_min,elite_q25,elite_median,elite_q75,elite_max,elite_iqr,elite_iqr_share
RE3D,extremePointsFronts,1000,EP,0.05,blxAlphaBetaCrossoverAlpha,numerical,182,10,0.572994681740955,0.9988411378317174,0.4258464560907623,0.6788639095566515,0.887165300750109,0.932559015501915,0.9408360932554118,0.9730433670140104,0.05367079250530282,0.12603320219685885
RE3D,extremePointsFronts,1000,EP,0.1,blxAlphaBetaCrossoverAlpha,numerical,182,21,0.572994681740955,0.9988411378317174,0.4258464560907623,0.6788639095566515,0.8808226854580927,0.932501179032584,0.941709692456031,0.9730433670140104,0.06088700699793825,0.14297878056066565
RE3D,extremePointsFronts,1000,EP,0.2,blxAlphaBetaCrossoverAlpha,numerical,182,40,0.572994681740955,0.9988411378317174,0.4258464560907623,0.6788639095566515,0.880710623282859,0.9323533012389615,0.942303067205342,0.9731889500987548,0.061592443922482976,0.14463533285658137
RE3D,extremePointsFronts,1000,HV,0.05,blxAlphaBetaCrossoverAlpha,numerical,182,0,0.572994681740955,0.9988411378317174,0.4258464560907623,,,,,,,
RE3D,extremePointsFronts,1000,HV,0.1,blxAlphaBetaCrossoverAlpha,numerical,182,8,0.572994681740955,0.9988411378317174,0.4258464560907623,0.8169020961340357,0.902478053150704,0.934882496539593,0.9474160487193306,0.9531127581025416,0.044937995568626654,0.10552628752896993
RE3D,extremePointsFronts,1000,HV,0.2,blxAlphaBetaCrossoverAlpha,numerical,182,21,0.572994681740955,0.9988411378317174,0.4258464560907623,0.8169020961340357,0.8571145308658688,0.9392325995174722,0.9526534580171764,0.9988411378317174,0.09553892715130763,0.2243506451323973
RE3D,extremePointsFronts,1000,joint,0.05,blxAlphaBetaCrossoverAlpha,numerical,182,4,0.572994681740955,0.9988411378317174,0.4258464560907623,0.9396256708383748,0.9491419906846397,0.9544625881751716,0.9671685937456408,0.9988411378317174,0.018026603061001123,0.04233122714342618
RE3D,extremePointsFronts,1000,joint,0.1,blxAlphaBetaCrossoverAlpha,numerical,182,8,0.572994681740955,0.9988411378317174,0.4258464560907623,0.8820244446079188,0.9448331731732708,0.9523828082717654,0.9626135584211148,0.9988411378317174,0.017780385247844088,0.04175304266018005
RE3D,extremePointsFronts,1000,joint,0.2,blxAlphaBetaCrossoverAlpha,numerical,182,22,0.572994681740955,0.9988411378317174,0.4258464560907623,0.801738187091227,0.8592979501018193,0.9408424240349553,0.95311640358564,0.9988411378317174,0.09381845348382067,0.22031051836163404
RE3D,extremePointsFronts,1000,EP,0.05,blxAlphaBetaCrossoverBeta,numerical,182,10,0.343464890592412,0.9956412551570696,0.6521763645646577,0.5717038386259734,0.660400464775447,0.7535015327429659,0.7975514696725527,0.9751366526750868,0.13715100489710574,0.21029741700108545
RE3D,extremePointsFronts,1000,EP,0.1,blxAlphaBetaCrossoverBeta,numerical,182,21,0.343464890592412,0.9956412551570696,0.6521763645646577,0.4279767865496603,0.6224462147578704,0.6661082247445046,0.7553164875769169,0.9893007178745092,0.1328702728190465,0.20373365248791314
RE3D,extremePointsFronts,1000,EP,0.2,blxAlphaBetaCrossoverBeta,numerical,182,40,0.343464890592412,0.9956412551570696,0.6521763645646577,0.4279767865496603,0.6413196229928633,0.7455465842023964,0.7710787023378803,0.9946095657681578,0.12975907934501707,0.19896317375996012
RE3D,extremePointsFronts,1000,HV,0.05,blxAlphaBetaCrossoverBeta,numerical,182,0,0.343464890592412,0.9956412551570696,0.6521763645646577,,,,,,,
RE3D,extremePointsFronts,1000,HV,0.1,blxAlphaBetaCrossoverBeta,numerical,182,8,0.343464890592412,0.9956412551570696,0.6521763645646577,0.5983003246781247,0.7348122225481785,0.7969994216439544,0.8188654969074082,0.8651976271709187,0.08405327435922971,0.12888120288648786
RE3D,extremePointsFronts,1000,HV,0.2,blxAlphaBetaCrossoverBeta,numerical,182,21,0.343464890592412,0.9956412551570696,0.6521763645646577,0.5449547435274549,0.746961551809678,0.7969994216439544,0.8643096767554792,0.9893007178745092,0.11734812494580116,0.1799331152151361
RE3D,extremePointsFronts,1000,joint,0.05,blxAlphaBetaCrossoverBeta,numerical,182,4,0.343464890592412,0.9956412551570696,0.6521763645646577,0.8046760066908111,0.8058428335527299,0.8352115775177318,0.8644429411893003,0.8651976271709187,0.05860010763657042,0.089853160618121
RE3D,extremePointsFronts,1000,joint,0.1,blxAlphaBetaCrossoverBeta,numerical,182,8,0.343464890592412,0.9956412551570696,0.6521763645646577,0.7559703830721818,0.8003245174284306,0.826801085604907,0.8556095346444127,0.8651976271709187,0.05528501721598211,0.0847700410806609
RE3D,extremePointsFronts,1000,joint,0.2,blxAlphaBetaCrossoverBeta,numerical,182,22,0.343464890592412,0.9956412551570696,0.6521763645646577,0.5574423401419264,0.7528652016112567,0.8054538912654237,0.8651964237893739,0.9956412551570696,0.1123312221781172,0.1722405598876629
RE3D,extremePointsFronts,1000,EP,0.05,blxAlphaCrossoverAlpha,numerical,100,5,0.6204230921712603,0.9991414880249868,0.37871839585372646,0.9086304376101316,0.9470509807243715,0.975846279686291,0.9829703373810814,0.9894934479464996,0.03591935665670987,0.09484449936934963
RE3D,extremePointsFronts,1000,EP,0.1,blxAlphaCrossoverAlpha,numerical,100,8,0.6204230921712603,0.9991414880249868,0.37871839585372646,0.8899333092163811,0.9374458449458116,0.9643621570697101,0.984601115022436,0.9991414880249868,0.047155270076624345,0.12451275299242993
RE3D,extremePointsFronts,1000,EP,0.2,blxAlphaCrossoverAlpha,numerical,100,17,0.6204230921712603,0.9991414880249868,0.37871839585372646,0.7980025419483534,0.9373605880369356,0.952878034453129,0.9829703373810814,0.9991414880249868,0.045609749344145856,0.12043182967473766
RE3D,extremePointsFronts,1000,HV,0.05,blxAlphaCrossoverAlpha,numerical,100,15,0.6204230921712603,0.9991414880249868,0.37871839585372646,0.7609969990728945,0.7966317505282678,0.9146693079352444,0.945500657184472,0.9984597661359812,0.14886890665620411,0.3930860192851635
RE3D,extremePointsFronts,1000,HV,0.1,blxAlphaCrossoverAlpha,numerical,100,21,0.6204230921712603,0.9991414880249868,0.37871839585372646,0.7609969990728945,0.7977829326547516,0.9292897353390156,0.9864444172932456,0.9984597661359812,0.18866148463849397,0.49815769897631607
RE3D,extremePointsFronts,1000,HV,0.2,blxAlphaCrossoverAlpha,numerical,100,36,0.6204230921712603,0.9991414880249868,0.37871839585372646,0.7609969990728945,0.8987832155781397,0.9390653743313896,0.9877328797837047,0.9984597661359812,0.08894966420556505,0.23487019690461602
RE3D,extremePointsFronts,1000,joint,0.05,blxAlphaCrossoverAlpha,numerical,100,11,0.6204230921712603,0.9991414880249868,0.37871839585372646,0.7965809057140263,0.9172306399303688,0.9292066301712314,0.963919294914285,0.991877426813914,0.04668865498391617,0.12328066313934448
RE3D,extremePointsFronts,1000,joint,0.1,blxAlphaCrossoverAlpha,numerical,100,21,0.6204230921712603,0.9991414880249868,0.37871839585372646,0.7965809057140263,0.925830842250606,0.9437999822922256,0.9829703373810814,0.9977771455246754,0.05713949513047545,0.15087594306494848
RE3D,extremePointsFronts,1000,joint,0.2,blxAlphaCrossoverAlpha,numerical,100,35,0.6204230921712603,0.9991414880249868,0.37871839585372646,0.7965809057140263,0.889077020448868,0.9390637973766948,0.9794083085336862,0.9977771455246754,0.09033128808481816,0.23851835314518782
RE3D,extremePointsFronts,1000,EP,0.05,boltzmannTemperature,numerical,105,7,10.649103777990494,97.54786444212426,86.89876066413377,14.458303476981474,44.125946695809205,48.74605109272168,58.414091426098565,81.54587542380322,14.28814473028936,0.16442288268659497
RE3D,extremePointsFronts,1000,EP,0.1,boltzmannTemperature,numerical,105,12,10.649103777990494,97.54786444212426,86.89876066413377,14.458303476981474,25.73429047349624,44.125946695809205,49.889027879587594,81.54587542380322,24.154737406091353,0.27796411849243874
