# Evaluation: 0

# Evaluation: 100
EP=0.19039633665487676 HVMinus=-0.5829943193116282 | --algorithmResult population --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6256021925798543 --crossoverRepairStrategy round --laplaceCrossoverScale 0.1665296979816545 --mutation powerLaw --mutationProbabilityFactor 1.4493155884902014 --mutationRepairStrategy round --powerLawMutationDelta 6.878797096098566 --selection tournament --selectionTournamentSize 5 
EP=0.1799083396497895 HVMinus=-0.5808286695296265 | --algorithmResult externalArchive --populationSizeWithArchive 35 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.6949588872198805 --crossoverRepairStrategy round --pcxCrossoverZeta 0.3879609883885782 --pcxCrossoverEta 0.2517529602131574 --mutation uniform --mutationProbabilityFactor 0.43983462963641107 --mutationRepairStrategy random --uniformMutationPerturbation 0.2740833181549781 --selection boltzmann --boltzmannTemperature 66.80493556028348 

# Evaluation: 200
EP=0.17722368589288995 HVMinus=-0.5847400857703521 | --algorithmResult externalArchive --populationSizeWithArchive 15 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.3363983107996119 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.45003594428136073 --mutation powerLaw --mutationProbabilityFactor 1.677415844896359 --mutationRepairStrategy round --powerLawMutationDelta 7.705273768809115 --selection random 
EP=0.17664134184383753 HVMinus=-0.5832806669714033 | --algorithmResult externalArchive --populationSizeWithArchive 150 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8216496599113045 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.2815776785621408 --blxAlphaBetaCrossoverAlpha 0.7646490179341366 --mutation uniform --mutationProbabilityFactor 1.2926874464154372 --mutationRepairStrategy round --uniformMutationPerturbation 0.4017917037105578 --selection ranking 

# Evaluation: 300
EP=0.17571985952444338 HVMinus=-0.5848658443619115 | --algorithmResult externalArchive --populationSizeWithArchive 147 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.3516980127932289 --crossoverRepairStrategy bounds --fuzzyRecombinationCrossoverAlpha 0.8678195443622995 --mutation powerLaw --mutationProbabilityFactor 1.8480656626169591 --mutationRepairStrategy bounds --powerLawMutationDelta 7.756268361682274 --selection random 
EP=0.1754869304580773 HVMinus=-0.5844744593552936 | --algorithmResult externalArchive --populationSizeWithArchive 147 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.5964568645191004 --crossoverRepairStrategy bounds --fuzzyRecombinationCrossoverAlpha 0.3524230011513379 --mutation powerLaw --mutationProbabilityFactor 1.8574579334749295 --mutationRepairStrategy bounds --powerLawMutationDelta 7.756268361682274 --selection random 

# Evaluation: 400
EP=0.17571985952444338 HVMinus=-0.5848658443619115 | --algorithmResult externalArchive --populationSizeWithArchive 147 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.3516980127932289 --crossoverRepairStrategy bounds --fuzzyRecombinationCrossoverAlpha 0.8678195443622995 --mutation powerLaw --mutationProbabilityFactor 1.8480656626169591 --mutationRepairStrategy bounds --powerLawMutationDelta 7.756268361682274 --selection random 
EP=0.17564144925509798 HVMinus=-0.5847264294615525 | --algorithmResult externalArchive --populationSizeWithArchive 147 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.30993274577777397 --crossoverRepairStrategy bounds --fuzzyRecombinationCrossoverAlpha 0.39370796926633567 --mutation powerLaw --mutationProbabilityFactor 1.8480656626169591 --mutationRepairStrategy round --powerLawMutationDelta 7.756268361682274 --selection random 
EP=0.17500154431225248 HVMinus=-0.5846893611416358 | --algorithmResult externalArchive --populationSizeWithArchive 141 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.1906049083758318 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.760623412713516 --pcxCrossoverEta 0.4978093888692139 --mutation powerLaw --mutationProbabilityFactor 1.1176716116382448 --mutationRepairStrategy round --powerLawMutationDelta 8.79003917764309 --selection random 
EP=0.17600669102197622 HVMinus=-0.5853230158999864 | --algorithmResult externalArchive --populationSizeWithArchive 15 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.3363983107996119 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.45003594428136073 --mutation powerLaw --mutationProbabilityFactor 1.6644096525287735 --mutationRepairStrategy round --powerLawMutationDelta 8.01744114324161 --selection random 

# Evaluation: 500
