# Evaluation: 0

# Evaluation: 100
EP=0.19091018556927938 HVMinus=-0.5812731841337772 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.2832322591833176 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.1760184847807712 --mutation powerLaw --mutationProbabilityFactor 1.594417877996962 --mutationRepairStrategy bounds --powerLawMutationDelta 9.494440785736673 --selection boltzmann --boltzmannTemperature 61.771023683649446 

# Evaluation: 200
EP=0.18169625072102957 HVMinus=-0.5839514358642748 | --algorithmResult externalArchive --populationSizeWithArchive 109 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7665532304715567 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6982216203997608 --blxAlphaBetaCrossoverAlpha 0.8933934022132 --mutation levyFlight --mutationProbabilityFactor 0.7958326397052596 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.136060042070313 --levyFlightMutationStepSize 0.509669605836923 --selection tournament --selectionTournamentSize 5 

# Evaluation: 300
EP=0.18169625072102957 HVMinus=-0.5839514358642748 | --algorithmResult externalArchive --populationSizeWithArchive 109 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7665532304715567 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6982216203997608 --blxAlphaBetaCrossoverAlpha 0.8933934022132 --mutation levyFlight --mutationProbabilityFactor 0.7958326397052596 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.136060042070313 --levyFlightMutationStepSize 0.509669605836923 --selection tournament --selectionTournamentSize 5 

# Evaluation: 400
EP=0.1799384078153002 HVMinus=-0.5842565103823797 | --algorithmResult externalArchive --populationSizeWithArchive 14 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8865584327740155 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.320817953229031 --blxAlphaBetaCrossoverAlpha 0.7025702146662175 --mutation levyFlight --mutationProbabilityFactor 1.5627571271603913 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7072485144902694 --levyFlightMutationStepSize 0.8251974642728318 --selection stochasticUniversalSampling 

# Evaluation: 500
EP=0.1799384078153002 HVMinus=-0.5842565103823797 | --algorithmResult externalArchive --populationSizeWithArchive 14 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8865584327740155 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.320817953229031 --blxAlphaBetaCrossoverAlpha 0.7025702146662175 --mutation levyFlight --mutationProbabilityFactor 1.5627571271603913 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7072485144902694 --levyFlightMutationStepSize 0.8251974642728318 --selection stochasticUniversalSampling 

# Evaluation: 600
EP=0.1799384078153002 HVMinus=-0.5842565103823797 | --algorithmResult externalArchive --populationSizeWithArchive 14 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8865584327740155 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.320817953229031 --blxAlphaBetaCrossoverAlpha 0.7025702146662175 --mutation levyFlight --mutationProbabilityFactor 1.5627571271603913 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7072485144902694 --levyFlightMutationStepSize 0.8251974642728318 --selection stochasticUniversalSampling 
EP=0.1804638885717221 HVMinus=-0.5843929993263831 | --algorithmResult externalArchive --populationSizeWithArchive 108 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7665532304715567 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6982216203997608 --blxAlphaBetaCrossoverAlpha 0.8625289654862758 --mutation levyFlight --mutationProbabilityFactor 1.5540193617107332 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.131044964885661 --levyFlightMutationStepSize 0.8322238965689984 --selection ranking 

# Evaluation: 700
EP=0.17979300640772453 HVMinus=-0.5845417672142444 | --algorithmResult externalArchive --populationSizeWithArchive 13 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8858444414999005 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4367528695090227 --blxAlphaBetaCrossoverAlpha 0.8639493533771647 --mutation levyFlight --mutationProbabilityFactor 1.537565707543726 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1393655176515463 --levyFlightMutationStepSize 0.793885921990397 --selection ranking 
EP=0.17952264223947567 HVMinus=-0.5836165941135 | --algorithmResult externalArchive --populationSizeWithArchive 16 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7675828276035922 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6935672379339415 --blxAlphaBetaCrossoverAlpha 0.7017851176082728 --mutation levyFlight --mutationProbabilityFactor 1.5627571271603913 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.688925174278334 --levyFlightMutationStepSize 0.49995362808070826 --selection ranking 
EP=0.1797816910584226 HVMinus=-0.5838669568064021 | --algorithmResult externalArchive --populationSizeWithArchive 14 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8865584327740155 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.32080224494064236 --blxAlphaBetaCrossoverAlpha 0.34713589528783917 --mutation levyFlight --mutationProbabilityFactor 1.4863612315841896 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7072485144902694 --levyFlightMutationStepSize 0.8251914386448974 --selection ranking 
