# Evaluation: 0

# Evaluation: 100
EP=0.15821303163170358 HVMinus=-0.841793488938715 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9892251987664651 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8081204387144656 --mutation uniform --mutationProbabilityFactor 0.3573609486084508 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.8693507174249026 --selection boltzmann --boltzmannTemperature 5.5542859522639425 
EP=0.15570914586546758 HVMinus=-0.8417923713360275 | --algorithmResult externalArchive --populationSizeWithArchive 20 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.18871022375218727 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.45748252390798294 --blxAlphaBetaCrossoverAlpha 0.3088435219436291 --mutation powerLaw --mutationProbabilityFactor 1.750643282923181 --mutationRepairStrategy round --powerLawMutationDelta 0.9322478420769933 --selection boltzmann --boltzmannTemperature 53.558326451473825 

# Evaluation: 200
EP=0.15409911677985266 HVMinus=-0.8433094773029114 | --algorithmResult externalArchive --populationSizeWithArchive 27 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9363633706195996 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.34574474088206597 --blxAlphaBetaCrossoverAlpha 0.3780222793636102 --mutation levyFlight --mutationProbabilityFactor 0.627407632648374 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5339342821274993 --levyFlightMutationStepSize 0.6776954632057415 --selection boltzmann --boltzmannTemperature 99.82309371543319 
EP=0.15628925286679304 HVMinus=-0.8462788475952691 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9752234991170072 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8080780224789281 --mutation uniform --mutationProbabilityFactor 0.32644839250210533 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.7175563432467869 --selection boltzmann --boltzmannTemperature 5.5542859522639425 

# Evaluation: 300
EP=0.15628925286679304 HVMinus=-0.8462788475952691 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9752234991170072 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8080780224789281 --mutation uniform --mutationProbabilityFactor 0.32644839250210533 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.7175563432467869 --selection boltzmann --boltzmannTemperature 5.5542859522639425 
EP=0.15239483657408698 HVMinus=-0.8461643491744052 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9752234991170072 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8080780224789281 --mutation nonUniform --mutationProbabilityFactor 0.3318842105827062 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.3973024133138747 --selection boltzmann --boltzmannTemperature 5.5542859522639425 

# Evaluation: 400
EP=0.15239483657408698 HVMinus=-0.8461643491744052 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9752234991170072 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8080780224789281 --mutation nonUniform --mutationProbabilityFactor 0.3318842105827062 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.3973024133138747 --selection boltzmann --boltzmannTemperature 5.5542859522639425 
EP=0.15550370245089407 HVMinus=-0.8462772957878524 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9752234991170072 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8080780224789281 --mutation nonUniform --mutationProbabilityFactor 0.3318842105827062 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.3973024133138747 --selection boltzmann --boltzmannTemperature 5.5542859522639425 
EP=0.15624590453008955 HVMinus=-0.8478852341190388 | --algorithmResult externalArchive --populationSizeWithArchive 16 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9837872681405391 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.5764453105936544 --mutation uniform --mutationProbabilityFactor 0.3573609486084508 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.8564435078075966 --selection boltzmann --boltzmannTemperature 8.989124657980872 

# Evaluation: 500
