# Evaluation: 0

# Evaluation: 100
EP=0.15644939136007002 HVMinus=-0.8424072982820576 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9244834619821913 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.34022478007854906 --blxAlphaBetaCrossoverAlpha 0.9392650351371855 --mutation levyFlight --mutationProbabilityFactor 1.3324018370692416 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.4474830942759693 --levyFlightMutationStepSize 0.38147988568137836 --selection boltzmann --boltzmannTemperature 60.891660840726345 
EP=0.15567349773947056 HVMinus=-0.8391916404744691 | --algorithmResult externalArchive --populationSizeWithArchive 20 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.29589162987533413 --crossoverRepairStrategy random --undcCrossoverZeta 0.13185539693137713 --undcCrossoverEta 0.16919723633409706 --mutation levyFlight --mutationProbabilityFactor 1.532376580851318 --mutationRepairStrategy round --levyFlightMutationBeta 1.6517810370764947 --levyFlightMutationStepSize 0.8640306216400503 --selection tournament --selectionTournamentSize 2 

# Evaluation: 200
EP=0.15273284823488684 HVMinus=-0.846027993835491 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType crowdingDistanceArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9910463672592069 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7416965017172551 --mutation linkedPolynomial --mutationProbabilityFactor 0.044522214567378926 --mutationRepairStrategy bounds --linkedPolynomialMutationDistributionIndex 386.75668821930844 --selection random 

# Evaluation: 300
EP=0.15273284823488684 HVMinus=-0.846027993835491 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType crowdingDistanceArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9910463672592069 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7416965017172551 --mutation linkedPolynomial --mutationProbabilityFactor 0.044522214567378926 --mutationRepairStrategy bounds --linkedPolynomialMutationDistributionIndex 386.75668821930844 --selection random 
EP=0.15672565374984712 HVMinus=-0.8464836497694389 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9881608069799022 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.632063520602546 --blxAlphaBetaCrossoverAlpha 0.5234866227058607 --mutation levyFlight --mutationProbabilityFactor 0.44814016861643124 --mutationRepairStrategy round --levyFlightMutationBeta 1.6032792501561004 --levyFlightMutationStepSize 0.5201918974699045 --selection tournament --selectionTournamentSize 8 
EP=0.1522549725117243 HVMinus=-0.8442040364834106 | --algorithmResult externalArchive --populationSizeWithArchive 16 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6806835251148939 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6652245805362365 --blxAlphaBetaCrossoverAlpha 0.5350361373011424 --mutation nonUniform --mutationProbabilityFactor 0.13446838576888695 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.3921135376376182 --selection boltzmann --boltzmannTemperature 29.687188416609573 

# Evaluation: 400
EP=0.1528114672195847 HVMinus=-0.847146333158355 | --algorithmResult externalArchive --populationSizeWithArchive 67 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9302010492942464 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.6740121642494932 --blxAlphaBetaCrossoverAlpha 0.5210979497459813 --mutation powerLaw --mutationProbabilityFactor 0.07352869299343301 --mutationRepairStrategy round --powerLawMutationDelta 1.8740571257115615 --selection tournament --selectionTournamentSize 5 
EP=0.1525809149736563 HVMinus=-0.8471206859713108 | --algorithmResult externalArchive --populationSizeWithArchive 24 --archiveType crowdingDistanceArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9910463672592069 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7416965017172551 --mutation levyFlight --mutationProbabilityFactor 0.016141976911911715 --mutationRepairStrategy random --levyFlightMutationBeta 1.082293208977841 --levyFlightMutationStepSize 0.2480196384537557 --selection random 
EP=0.15224438838641832 HVMinus=-0.8463540541833527 | --algorithmResult externalArchive --populationSizeWithArchive 99 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6451001036874967 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.5810019423420946 --blxAlphaBetaCrossoverAlpha 0.523906463296215 --mutation levyFlight --mutationProbabilityFactor 0.4446048735179412 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0441231332717658 --levyFlightMutationStepSize 0.46458422991042986 --selection tournament --selectionTournamentSize 4 
EP=0.1528284742797942 HVMinus=-0.8474280195985394 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9910463672592069 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.6551811354571997 --blxAlphaBetaCrossoverAlpha 0.5468933818274926 --mutation linkedPolynomial --mutationProbabilityFactor 0.043907307270407044 --mutationRepairStrategy round --linkedPolynomialMutationDistributionIndex 386.75668821930844 --selection tournament --selectionTournamentSize 5 

# Evaluation: 500
EP=0.15173399921514255 HVMinus=-0.8481416968687258 | --algorithmResult externalArchive --populationSizeWithArchive 24 --archiveType crowdingDistanceArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9910463672592069 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9868789646740709 --mutation levyFlight --mutationProbabilityFactor 0.0047532992846358035 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0819411540778958 --levyFlightMutationStepSize 0.2480196384537557 --selection random 
EP=0.15172159698033813 HVMinus=-0.8471516880779827 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9910463672592069 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.6551811354571997 --blxAlphaBetaCrossoverAlpha 0.5468933818274926 --mutation linkedPolynomial --mutationProbabilityFactor 0.043907307270407044 --mutationRepairStrategy round --linkedPolynomialMutationDistributionIndex 386.75668821930844 --selection tournament --selectionTournamentSize 5 
EP=0.15298620251608736 HVMinus=-0.848528600744623 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9881608069799022 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.6336984136614282 --blxAlphaBetaCrossoverAlpha 0.5173202759820421 --mutation levyFlight --mutationProbabilityFactor 0.4430295145224948 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.417648076126869 --levyFlightMutationStepSize 0.5201166307042651 --selection tournament --selectionTournamentSize 8 

# Evaluation: 600
EP=0.15173399921514255 HVMinus=-0.8481416968687258 | --algorithmResult externalArchive --populationSizeWithArchive 24 --archiveType crowdingDistanceArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9910463672592069 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9868789646740709 --mutation levyFlight --mutationProbabilityFactor 0.0047532992846358035 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0819411540778958 --levyFlightMutationStepSize 0.2480196384537557 --selection random 
EP=0.15172159698033813 HVMinus=-0.8471516880779827 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9910463672592069 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.6551811354571997 --blxAlphaBetaCrossoverAlpha 0.5468933818274926 --mutation linkedPolynomial --mutationProbabilityFactor 0.043907307270407044 --mutationRepairStrategy round --linkedPolynomialMutationDistributionIndex 386.75668821930844 --selection tournament --selectionTournamentSize 5 
EP=0.15252614461730982 HVMinus=-0.8489214579718346 | --algorithmResult externalArchive --populationSizeWithArchive 24 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9910463672592069 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.831262547048596 --mutation levyFlight --mutationProbabilityFactor 0.10315818336955995 --mutationRepairStrategy random --levyFlightMutationBeta 1.082293208977841 --levyFlightMutationStepSize 0.2480196384537557 --selection random 
EP=0.15143810110681213 HVMinus=-0.8452386413505337 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType crowdingDistanceArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.991039149469482 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8257779037632179 --mutation linkedPolynomial --mutationProbabilityFactor 0.12445325269109664 --mutationRepairStrategy bounds --linkedPolynomialMutationDistributionIndex 387.91931948581055 --selection random 
EP=0.15618570543051266 HVMinus=-0.8492054348052763 | --algorithmResult externalArchive --populationSizeWithArchive 53 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9397750004853127 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8286119172839921 --mutation levyFlight --mutationProbabilityFactor 0.4444536211491888 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.4411048227263037 --levyFlightMutationStepSize 0.5005874911468068 --selection tournament --selectionTournamentSize 5 
EP=0.15148115872750548 HVMinus=-0.8469870889074295 | --algorithmResult externalArchive --populationSizeWithArchive 99 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6451001036874967 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.3399977516257918 --blxAlphaBetaCrossoverAlpha 0.5234728529776231 --mutation levyFlight --mutationProbabilityFactor 0.45904987892237303 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0441231332717658 --levyFlightMutationStepSize 0.46458422991042986 --selection tournament --selectionTournamentSize 4 

# Evaluation: 700
EP=0.15143810110681213 HVMinus=-0.8452386413505337 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType crowdingDistanceArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.991039149469482 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8257779037632179 --mutation linkedPolynomial --mutationProbabilityFactor 0.12445325269109664 --mutationRepairStrategy bounds --linkedPolynomialMutationDistributionIndex 387.91931948581055 --selection random 
EP=0.15147014327935013 HVMinus=-0.8472092293810023 | --algorithmResult externalArchive --populationSizeWithArchive 24 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6846789374286543 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.831262547048596 --mutation levyFlight --mutationProbabilityFactor 0.10315818336955995 --mutationRepairStrategy random --levyFlightMutationBeta 1.170636382684229 --levyFlightMutationStepSize 0.2555213333613782 --selection random 
