Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,103.0,1.0,5.0,1.0,0.0,0.0,0.6495788962332045,0.0,349.31324892406514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5628503005027827,1.0,NaN,NaN,NaN,NaN,1.0896349429356476,0.7935500009091695,NaN,0.0,7.0,NaN
200,0,1.0,79.0,1.0,3.0,5.0,0.0,3.0,0.08073951420686898,2.0,NaN,NaN,0.7719062361314977,0.7771684921704322,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.7937938440217647,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.63210605048903,3.0,NaN,NaN
200,1,1.0,79.0,1.0,5.0,1.0,0.0,0.0,0.6556424986032877,0.0,349.31324892406514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5628503005027827,1.0,NaN,NaN,NaN,NaN,1.0896349429356476,0.3204048282641456,NaN,4.0,NaN,NaN
300,0,1.0,25.0,1.0,3.0,5.0,0.0,3.0,0.6714420498689888,2.0,NaN,NaN,0.7719062361314977,0.7771684921704322,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.7937938440217647,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.63210605048903,3.0,NaN,NaN
300,1,1.0,185.0,1.0,3.0,1.0,0.0,7.0,0.8220293142416855,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.4497190358151333,0.3480076693218573,NaN,NaN,4.0,1.9226939899429998,2.0,NaN,NaN,NaN,NaN,1.0331637417650326,0.7438349511836757,NaN,1.0,NaN,NaN
300,2,1.0,67.0,1.0,3.0,3.0,0.0,3.0,0.08305459278000354,2.0,NaN,NaN,0.7517107368003275,0.7814295871378419,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.812746015695485,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.657056588855188,3.0,NaN,NaN
300,3,1.0,103.0,1.0,3.0,1.0,0.0,0.0,0.819204335155595,1.0,348.10501329988745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.6710058542285613,2.0,NaN,NaN,NaN,NaN,1.0178954642749454,0.7985395808034718,NaN,0.0,6.0,NaN
400,0,1.0,25.0,1.0,3.0,5.0,0.0,3.0,0.6714420498689888,2.0,NaN,NaN,0.7719062361314977,0.7771684921704322,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.7937938440217647,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.63210605048903,3.0,NaN,NaN
400,1,1.0,67.0,1.0,3.0,3.0,0.0,3.0,0.08305459278000354,2.0,NaN,NaN,0.7517107368003275,0.7814295871378419,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.812746015695485,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.657056588855188,3.0,NaN,NaN
400,2,1.0,103.0,1.0,3.0,1.0,0.0,0.0,0.819204335155595,1.0,348.10501329988745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.6710058542285613,2.0,NaN,NaN,NaN,NaN,1.0178954642749454,0.7985395808034718,NaN,0.0,6.0,NaN
400,3,1.0,79.0,1.0,5.0,5.0,0.0,3.0,0.6567800544586315,2.0,NaN,NaN,0.7829359572143161,0.05312782763022772,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.830864609445066,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.546581102467162,4.0,NaN,NaN
400,4,1.0,180.0,1.0,3.0,3.0,0.0,0.0,0.8176625826468008,1.0,376.49739422008975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5831691629019689,2.0,NaN,NaN,NaN,NaN,1.0134036773827708,0.7984759359947065,NaN,0.0,6.0,NaN
400,5,1.0,36.0,1.0,3.0,7.0,0.0,3.0,0.8245652520281102,2.0,NaN,NaN,0.10033869478504676,0.7888612918018454,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.8450505972823756,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.785562119105886,4.0,NaN,NaN
400,6,1.0,186.0,1.0,5.0,1.0,0.0,0.0,0.9374945488395414,0.0,364.9117164233401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.9226939899429998,1.0,NaN,NaN,NaN,NaN,1.0334144518172408,0.7431998925649244,NaN,1.0,NaN,NaN
400,7,1.0,185.0,1.0,3.0,1.0,0.0,7.0,0.05696720163100222,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.4497190358151333,0.3384282767446825,NaN,NaN,4.0,1.9269969142736167,2.0,NaN,NaN,NaN,NaN,1.0331637417650326,0.46469434286039846,NaN,1.0,NaN,NaN
500,0,1.0,25.0,1.0,3.0,5.0,0.0,3.0,0.6714420498689888,2.0,NaN,NaN,0.7719062361314977,0.7771684921704322,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.7937938440217647,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.63210605048903,3.0,NaN,NaN
500,1,1.0,185.0,1.0,3.0,1.0,0.0,7.0,0.05696720163100222,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.4497190358151333,0.3384282767446825,NaN,NaN,4.0,1.9269969142736167,2.0,NaN,NaN,NaN,NaN,1.0331637417650326,0.46469434286039846,NaN,1.0,NaN,NaN
500,2,1.0,28.0,1.0,3.0,5.0,0.0,3.0,0.6714420498689888,2.0,NaN,NaN,0.7769922537020211,0.7771684921704322,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.7937938440217647,2.0,NaN,NaN,NaN,NaN,1.082944632878744,0.7941198521983329,NaN,3.0,NaN,NaN
500,3,1.0,79.0,1.0,3.0,5.0,0.0,3.0,0.1347883619191928,2.0,NaN,NaN,0.7719062361314977,0.7588553251139086,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.7937938440217647,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.698153871659452,3.0,NaN,NaN
500,4,1.0,79.0,1.0,3.0,5.0,0.0,3.0,0.1467586426575298,2.0,NaN,NaN,0.8008421340060992,0.08760644249170146,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.7937938440217647,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.63210605048903,1.0,NaN,NaN
500,5,1.0,66.0,1.0,3.0,1.0,0.0,3.0,0.08302046625353847,2.0,NaN,NaN,0.7517107368003275,0.7814295871378419,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.812746015695485,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.636258463928705,3.0,NaN,NaN
500,6,1.0,25.0,1.0,3.0,5.0,0.0,4.0,0.6714420498689888,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.7937823395284287,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.634479263909101,3.0,NaN,NaN
500,7,1.0,143.0,1.0,3.0,2.0,0.0,0.0,0.1884209450718452,0.0,360.516339892132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5574305884736575,2.0,NaN,NaN,NaN,NaN,1.0953316831322168,0.8050128032063777,NaN,0.0,7.0,NaN
500,8,1.0,175.0,1.0,0.0,3.0,0.0,0.0,0.20830392115542312,2.0,57.667397880775695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.7939209494520632,2.0,NaN,NaN,NaN,NaN,1.2494286023312364,0.9916594445200401,NaN,1.0,NaN,NaN
500,9,1.0,109.0,1.0,0.0,3.0,0.0,0.0,0.12444301689987886,1.0,59.097587894051586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.814818097850281,2.0,NaN,NaN,NaN,NaN,1.2494286023312364,0.7972751884485405,NaN,1.0,NaN,NaN
500,10,1.0,29.0,1.0,0.0,3.0,0.0,0.0,0.6439506616648696,2.0,352.6809154051858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.80158915289695,2.0,NaN,NaN,NaN,NaN,1.174951936947206,0.7927835050139412,NaN,0.0,7.0,NaN
500,11,1.0,28.0,1.0,3.0,5.0,0.0,3.0,0.6714420498689888,2.0,NaN,NaN,0.7769922537020211,0.7771684921704322,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.7937938440217647,2.0,NaN,NaN,NaN,NaN,1.082944632878744,0.7941198521983329,NaN,3.0,NaN,NaN
