0.877002366,3.79776547,8.97229898,15.978896,24.5527522,35.8830504,48.9992557,63.3999523,77.3052416,99.9210499
0.999999424,3.99942132,8.9999269,15.9995479,24.9635314,35.8040873,9.91929036,63.9609251,80.9992185,99.9999646
1,4,9,16,25,36,49,64,81,0.00132547693
0.999999987,3.99999987,8.9999802,15.999966,24.9993283,7.56598886,48.9022101,63.9753231,80.4943687,99.9988608
0.999999979,3.99999969,8.99999999,15.9999363,24.9998325,35.9969328,48.9993721,4.04905328,80.999311,99.9290759
0.997208002,3.99930694,8.98463703,9.713112,24.7439796,35.695688,48.9804916,63.6327289,80.9001315,99.2155952
0.999999983,3.99999894,8.99981559,15.9547472,13.3911156,35.8541883,48.9824393,63.9464378,80.9398961,94.6370779
1,4,9,16,24.9999998,35.9999998,48.9999997,63.999932,0.545623313,99.9987265
0.995698412,3.97250712,7.75227982,15.9827527,24.6867535,32.8291389,48.9183687,62.9032036,80.8707083,99.9196178
0.999889773,3.33519465,8.98984352,15.5784276,24.3527488,34.5717967,48.9997891,63.991729,78.6481497,99.9176879
0.999979424,3.99997092,8.99996412,15.9995177,23.9353632,35.7318836,45.1502689,58.6887295,80.9507953,91.3425212
0.996152464,3.99786051,8.41349821,15.7974835,24.971668,35.9956218,48.8130472,63.7963189,61.5209571,99.2554447
1,4,8.99999987,15.9999997,24.9999686,35.9999494,48.9999995,63.9973547,41.1429194,86.6228324
0.93292104,3.98318216,8.77142418,15.9832238,24.8360008,35.9981239,48.7612596,54.9938879,80.0315059,99.7329681
0.999999891,3.99999995,8.99999972,15.999994,23.7387847,21.746475,48.9985235,63.1491271,79.7411914,99.9601395
0.998185219,3.99990867,8.99116511,13.2016486,24.9994317,35.8815242,48.999019,63.9701378,80.9143236,72.6552614
0.997348426,3.66178582,8.99999929,15.2587794,24.9860673,33.6402101,45.4669904,63.7689147,80.9995074,99.925513
0.978796195,3.9973921,8.98578182,15.8238355,24.9793837,35.9932848,48.9419242,63.9988208,80.9936491,47.2450564
0.999999979,3.99999996,8.99999837,15.9999995,24.9999901,35.9993175,48.9977821,32.1245473,70.688899,99.999455
0.999999937,3.99999532,8.99999375,15.9999804,24.995999,35.9930901,28.0521728,63.7593652,71.1002695,99.9965933
0.999819831,3.94737473,8.99505887,15.9929174,18.6995165,35.8413379,44.4257989,63.9996379,80.3504966,99.9301
0.902001146,3.99776998,8.99133021,15.9646432,20.9846088,35.9395417,48.7592687,63.1050492,80.2693247,99.7748757
0.999779957,3.75985971,8.9991989,15.999669,24.9155806,35.9095197,48.9667622,63.8880584,80.3484529,62.0036682
