0.808440419,3.38166178,7.16062149,15.6397541,22.9063701,34.0621746,42.6535402,45.8317309
0.999848123,3.9990038,8.97069135,15.9623971,24.6423547,1.34160786,48.6187501,63.455515
0.999307844,3.99794044,8.57776831,3.6193709,24.9424499,35.3025182,41.8650073,63.3474102
0.999988096,3.99992632,8.99921441,15.73444,2.16254912,35.374896,46.7584543,63.614585
0.999995879,3.9996877,8.99925839,15.999856,24.9853888,35.9935505,0.223716175,63.797823
0.999999921,3.99999986,8.99999839,15.9999991,24.9999979,35.9999963,48.9999082,0.000128312995
0.965960938,1.82517622,8.99630307,14.1190373,20.9535095,33.1197651,48.6610671,59.1383243
0.995491009,3.98181476,3.92239125,15.8440571,21.4311058,32.6952745,48.6317045,44.4102827
0.999591712,3.99065979,8.99263931,10.845865,15.8569605,33.8443669,47.8431106,41.7372915
0.999840567,3.99964512,8.99127915,15.8362351,24.9183375,21.5061717,29.0772847,44.3137317
0.528897743,3.6748856,8.92854476,15.4975164,22.1835901,30.2873502,43.6124241,62.0889934
0.987354623,3.97810892,6.34553356,12.3639649,24.844383,21.5526027,48.243341,61.1801617
0.811896673,3.96362631,8.72961022,15.9291766,18.8318757,19.0543233,47.7307971,62.2612746
0.981494535,2.75694711,8.93588191,15.7890009,23.9932881,33.4710774,24.8571408,60.0836272
0.998527299,3.98469999,8.59780765,15.4970361,14.9323284,35.4027877,24.9188133,63.5421028
0.921621807,2.99414372,8.41804759,9.92140258,21.3849349,35.1060941,46.3524862,63.8839875
0.703458334,3.96359573,6.92231666,9.96773195,24.5759059,35.4777394,46.7494549,63.4611655
0.991817617,3.92961591,6.43542665,15.7299383,12.3587475,34.5349749,47.9585118,52.6769532
0.99167585,3.9951144,6.22599993,15.0682757,24.7015771,34.326944,24.3545484,58.2815664
0.718854985,3.9908441,8.74892576,15.4569713,24.8254679,35.8796407,47.5514379,20.6860296
0.98129357,3.9725882,8.99240368,8.46230901,24.7900862,19.9080202,47.2968747,63.2421778
0.999939359,3.97664526,8.99328501,10.0256469,24.0237858,33.8701754,25.9274175,59.6720298
