# Evaluation: 0

# Evaluation: 100
EP=0.15591913650752995 HVMinus=-0.8452434649240129 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType crowdingDistanceArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8230416356220952 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7780104619589715 --mutation polynomial --mutationProbabilityFactor 0.8683502289056606 --mutationRepairStrategy round --polynomialMutationDistributionIndex 349.7832242440191 --selection boltzmann --boltzmannTemperature 79.29570312066657 
EP=0.1554572780119537 HVMinus=-0.8416539559507983 | --algorithmResult externalArchive --populationSizeWithArchive 75 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.8571076384068477 --crossoverRepairStrategy random --mutation powerLaw --mutationProbabilityFactor 1.8506671870957465 --mutationRepairStrategy round --powerLawMutationDelta 6.060100678724421 --selection boltzmann --boltzmannTemperature 34.34933653867243 

# Evaluation: 200
EP=0.15132757686014683 HVMinus=-0.8451500760370345 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8216822960373737 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7237300309554069 --mutation polynomial --mutationProbabilityFactor 0.26369900535284735 --mutationRepairStrategy bounds --polynomialMutationDistributionIndex 349.7832242440191 --selection boltzmann --boltzmannTemperature 79.29570312066657 
EP=0.15477392627718947 HVMinus=-0.8454532305011325 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9318381776362386 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.7563837081532043 --pcxCrossoverEta 0.9102252201787507 --mutation linkedPolynomial --mutationProbabilityFactor 0.26904025792535496 --mutationRepairStrategy round --linkedPolynomialMutationDistributionIndex 159.8731534947429 --selection tournament --selectionTournamentSize 5 
EP=0.15607545281147353 HVMinus=-0.8467803791080996 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8199478291585093 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7237427281336603 --mutation polynomial --mutationProbabilityFactor 0.8936417907676695 --mutationRepairStrategy round --polynomialMutationDistributionIndex 299.8027975628214 --selection ranking 

# Evaluation: 300
EP=0.15132757686014683 HVMinus=-0.8451500760370345 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8216822960373737 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7237300309554069 --mutation polynomial --mutationProbabilityFactor 0.26369900535284735 --mutationRepairStrategy bounds --polynomialMutationDistributionIndex 349.7832242440191 --selection boltzmann --boltzmannTemperature 79.29570312066657 
EP=0.15216427821338668 HVMinus=-0.8469159018168249 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8199478291585093 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7237427281336603 --mutation polynomial --mutationProbabilityFactor 0.8936417907676695 --mutationRepairStrategy round --polynomialMutationDistributionIndex 368.6371208301529 --selection ranking 
