Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,26.0,1.0,3.0,4.0,0.0,1.0,0.8646940710138271,2.0,NaN,0.42240671542758446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9347990369158381,2.0,NaN,NaN,NaN,NaN,1.2447203148122097,0.11185324947281018,NaN,0.0,3.0,NaN
200,0,1.0,26.0,1.0,3.0,4.0,0.0,1.0,0.8646940710138271,2.0,NaN,0.42240671542758446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9347990369158381,2.0,NaN,NaN,NaN,NaN,1.2447203148122097,0.11185324947281018,NaN,0.0,3.0,NaN
200,1,0.0,NaN,NaN,0.0,3.0,0.0,3.0,0.8877441062869894,2.0,NaN,NaN,0.6973186208309354,0.7816039998306297,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.0867691321438746,1.0,NaN,NaN,NaN,0.09397610917536844,NaN,NaN,NaN,0.0,7.0,NaN
300,0,1.0,26.0,1.0,3.0,4.0,0.0,1.0,0.8646940710138271,2.0,NaN,0.42240671542758446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9347990369158381,2.0,NaN,NaN,NaN,NaN,1.2447203148122097,0.11185324947281018,NaN,0.0,3.0,NaN
300,1,0.0,NaN,NaN,0.0,3.0,0.0,3.0,0.8877441062869894,2.0,NaN,NaN,0.6973186208309354,0.7816039998306297,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.0867691321438746,1.0,NaN,NaN,NaN,0.09397610917536844,NaN,NaN,NaN,0.0,7.0,NaN
300,2,1.0,31.0,1.0,3.0,4.0,0.0,1.0,0.8710852847402333,2.0,NaN,0.8830694282045655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9347990369158381,2.0,NaN,NaN,NaN,NaN,1.5596602193440159,0.9873673961983336,NaN,1.0,NaN,NaN
400,0,1.0,26.0,1.0,3.0,4.0,0.0,1.0,0.8646940710138271,2.0,NaN,0.42240671542758446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9347990369158381,2.0,NaN,NaN,NaN,NaN,1.2447203148122097,0.11185324947281018,NaN,0.0,3.0,NaN
400,1,1.0,31.0,1.0,3.0,4.0,0.0,1.0,0.8710852847402333,2.0,NaN,0.8830694282045655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9347990369158381,2.0,NaN,NaN,NaN,NaN,1.5596602193440159,0.9873673961983336,NaN,1.0,NaN,NaN
400,2,1.0,26.0,1.0,3.0,3.0,0.0,1.0,0.8662923866077763,2.0,NaN,0.44985031214674565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9377870450980518,2.0,NaN,NaN,NaN,NaN,1.2447203148122097,0.11204906637584687,NaN,0.0,4.0,NaN
400,3,1.0,26.0,1.0,3.0,3.0,0.0,1.0,0.8662365998647481,2.0,NaN,0.4535103449994251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9377870450980518,1.0,NaN,NaN,NaN,NaN,1.2442571106485634,0.9361733662088652,NaN,4.0,NaN,NaN
500,0,1.0,26.0,1.0,3.0,3.0,0.0,1.0,0.8662923866077763,2.0,NaN,0.87755198433511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9377870450980518,2.0,NaN,NaN,NaN,NaN,1.2406460394331886,0.11277500021083323,NaN,0.0,4.0,NaN
600,0,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9045972274004864,2.0,NaN,0.8943750818297872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28334334700193703,1.0,NaN,NaN,NaN,NaN,1.3423356602667824,0.7679633763510814,NaN,1.0,NaN,NaN
600,1,1.0,23.0,1.0,4.0,3.0,0.0,3.0,0.9052574207884164,2.0,NaN,NaN,0.7473493155548201,0.9503331201052728,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.07472539900557562,2.0,NaN,162.0255097607945,NaN,NaN,NaN,NaN,NaN,0.0,3.0,NaN
700,0,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9045972274004864,2.0,NaN,0.8943750818297872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28334334700193703,1.0,NaN,NaN,NaN,NaN,1.3423356602667824,0.7679633763510814,NaN,1.0,NaN,NaN
700,1,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9045972274004864,2.0,NaN,0.8777281151753088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28334334700193703,1.0,NaN,NaN,NaN,NaN,1.3423356602667824,0.7679633763510814,NaN,1.0,NaN,NaN
700,2,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9046187387377036,2.0,NaN,0.9147583942084752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.2834270077607291,1.0,NaN,NaN,NaN,0.47068594338618575,NaN,NaN,NaN,1.0,NaN,NaN
800,0,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9045972274004864,2.0,NaN,0.8943750818297872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28334334700193703,1.0,NaN,NaN,NaN,NaN,1.3423356602667824,0.7679633763510814,NaN,1.0,NaN,NaN
800,1,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9046187387377036,2.0,NaN,0.9147583942084752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.2834270077607291,1.0,NaN,NaN,NaN,0.47068594338618575,NaN,NaN,NaN,1.0,NaN,NaN
800,2,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9045990032474992,2.0,NaN,0.9147583942084752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.26319227946426604,2.0,NaN,NaN,NaN,0.09402970375004177,NaN,NaN,NaN,1.0,NaN,NaN
800,3,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9056111401813288,2.0,NaN,0.8943750818297872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.2871313412578822,1.0,NaN,NaN,NaN,NaN,1.336862404186754,0.7699302924467186,NaN,1.0,NaN,NaN
800,4,1.0,23.0,1.0,3.0,4.0,0.0,3.0,0.8945416000210848,2.0,NaN,NaN,0.7459017120409389,0.9483578402369723,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.07410202856543338,2.0,NaN,NaN,NaN,NaN,1.3369148649470324,0.9760754188262594,NaN,1.0,NaN,NaN
900,0,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9045972274004864,2.0,NaN,0.8943750818297872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28334334700193703,1.0,NaN,NaN,NaN,NaN,1.3423356602667824,0.7679633763510814,NaN,1.0,NaN,NaN
900,1,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9046187387377036,2.0,NaN,0.9147583942084752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.2834270077607291,1.0,NaN,NaN,NaN,0.47068594338618575,NaN,NaN,NaN,1.0,NaN,NaN
900,2,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.9056111401813288,2.0,NaN,0.8943750818297872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.2871313412578822,1.0,NaN,NaN,NaN,NaN,1.336862404186754,0.7699302924467186,NaN,1.0,NaN,NaN
900,3,1.0,23.0,1.0,3.0,4.0,0.0,3.0,0.8945416000210848,2.0,NaN,NaN,0.7459017120409389,0.9483578402369723,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.07410202856543338,2.0,NaN,NaN,NaN,NaN,1.3369148649470324,0.9760754188262594,NaN,1.0,NaN,NaN
900,4,1.0,18.0,1.0,3.0,3.0,0.0,3.0,0.9056639034806513,2.0,NaN,NaN,0.7427983141805179,0.9294320430258548,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.09745316849488532,2.0,NaN,110.07608595983004,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN
900,5,1.0,23.0,1.0,3.0,3.0,0.0,1.0,0.980213270536663,2.0,NaN,0.8938584714307923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28334334700193703,1.0,NaN,NaN,NaN,NaN,1.3044248040871562,0.7812888812714683,NaN,1.0,NaN,NaN
900,6,1.0,23.0,1.0,3.0,0.0,0.0,3.0,0.9045991335496253,2.0,NaN,NaN,0.7477784117993574,0.9041654280422835,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.05062012389565529,2.0,NaN,NaN,NaN,NaN,1.2453836546200483,0.9358439831091186,NaN,1.0,NaN,NaN
