274.32,32.31,13.0,11.71,14.0,0.63
150.0,24.232036221529942,13.315870442130317,10.0,14.0,0.75
216.72960789053434,32.31,15.956525890692879,11.71,14.0,0.63
150.0,20.0,13.0,11.71,14.0,0.63
254.18981800264044,20.437272811799662,13.008693014463237,11.71,14.0,0.63
271.9943008292514,32.31,18.27451327822145,11.71,14.0,0.63
150.64760312570886,25.630963052844656,13.589289973891507,10.0,14.0,0.6782022415151678
236.2206488883179,32.27296244065971,13.317316791717362,11.71,14.0,0.63
229.2877479650157,20.0,14.247481470577679,11.71,14.0,0.63
186.0031147015043,23.330153085779425,13.411528866975132,10.0,14.0,0.63
260.11633840786004,32.31,13.743445886561286,11.682951230891707,14.0,0.63
245.00581461219517,32.31,18.662650535211874,11.71,14.0,0.63
274.31146604666395,22.36766275274909,13.0,11.71,14.0,0.63
209.1469778772667,26.576389875762782,14.186233982326364,11.614504222226033,14.0,0.63
215.89210205313339,32.31,13.0,11.71,14.0,0.63
252.91192018537683,26.9051917685348,13.0,11.71,14.0,0.63
183.76957467358247,23.31457632731042,13.0,11.71,14.0,0.63
238.11704118562852,24.07873378889473,13.0,11.71,14.0,0.63
150.0,21.347165657633923,13.0,10.0,14.0,0.6314728472211344
255.1294408692896,32.31,15.363703373784865,11.71,14.0,0.63
150.0,25.1691036768084,14.035031065971076,10.0,14.0,0.7141376541875402
274.32,32.256249435034896,15.710599273772223,11.71,14.0,0.63
274.32,32.31,14.104678522242281,11.71,14.0,0.63
247.6713423914602,28.282092610866545,15.410442820858515,11.71,14.0,0.63
245.31045568271983,32.31,13.0,11.71,14.0,0.63
183.92934344971385,30.48876897919198,18.227836701800417,10.0,14.0,0.63
168.0241732183625,24.74634892775764,13.0,10.0,14.173219583305714,0.63
167.9719331052624,32.31,14.934712633292001,11.71,14.0,0.63
258.47445017344126,32.31,18.288236589210587,11.71,14.0,0.63
262.68310193682896,32.084056550404284,13.0,11.71,14.0,0.63
150.0,25.83052492213134,13.949396377591505,11.71,14.0,0.63
226.24942741746818,31.721809457396766,14.482823409338703,11.690965534494946,14.0,0.63
