Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,156.0,1.0,2.0,6.0,0.0,1.0,0.5566069798916347,0.0,NaN,0.6579159187784819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9257304235470154,2.0,NaN,NaN,NaN,NaN,1.393073637524338,0.9048482819449916,NaN,2.0,NaN,48.010171699141395
100,1,1.0,165.0,1.0,3.0,3.0,0.0,3.0,0.9979711084386,2.0,NaN,NaN,0.38469845125179947,0.9114643189498831,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.4618505243032172,1.0,NaN,NaN,NaN,0.0625914971400875,NaN,NaN,NaN,0.0,8.0,NaN
200,0,1.0,165.0,1.0,3.0,3.0,0.0,3.0,0.9979711084386,2.0,NaN,NaN,0.38469845125179947,0.9114643189498831,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.4618505243032172,1.0,NaN,NaN,NaN,0.0625914971400875,NaN,NaN,NaN,0.0,8.0,NaN
200,1,1.0,165.0,1.0,3.0,3.0,0.0,3.0,0.9979711084386,2.0,NaN,NaN,0.71329926728144,0.9094502273385536,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.5128928822091456,1.0,NaN,NaN,NaN,0.0625914971400875,NaN,NaN,NaN,0.0,8.0,NaN
200,2,1.0,165.0,1.0,2.0,6.0,0.0,1.0,0.564814654695372,2.0,NaN,0.6579159187784819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5094915249868384,2.0,NaN,NaN,NaN,NaN,1.357664902776648,0.920674315326693,NaN,2.0,NaN,59.92166262058561
200,3,1.0,153.0,1.0,2.0,6.0,0.0,1.0,0.5566069798916347,0.0,NaN,0.6579159187784819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9264947995444259,2.0,NaN,NaN,NaN,NaN,1.37998343600928,0.9048482819449916,NaN,2.0,NaN,48.010171699141395
300,0,1.0,165.0,1.0,2.0,6.0,0.0,1.0,0.564814654695372,2.0,NaN,0.6579159187784819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5094915249868384,2.0,NaN,NaN,NaN,NaN,1.357664902776648,0.920674315326693,NaN,2.0,NaN,59.92166262058561
300,1,1.0,153.0,1.0,2.0,6.0,0.0,1.0,0.5566069798916347,0.0,NaN,0.6579159187784819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9264947995444259,2.0,NaN,NaN,NaN,NaN,1.37998343600928,0.9048482819449916,NaN,2.0,NaN,48.010171699141395
300,2,1.0,165.0,1.0,3.0,3.0,0.0,2.0,0.10053868277427158,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.4618505243032172,2.0,NaN,NaN,NaN,NaN,NaN,NaN,8.953565488204434,0.0,8.0,NaN
300,3,1.0,156.0,1.0,2.0,3.0,0.0,1.0,0.5627108458421248,0.0,NaN,0.9950364683315857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9257304235470154,2.0,NaN,NaN,NaN,NaN,1.393073637524338,0.9048482819449916,NaN,4.0,NaN,NaN
300,4,1.0,165.0,1.0,3.0,3.0,0.0,3.0,0.9979711084386,2.0,NaN,NaN,0.38469845125179947,0.9114643189498831,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.4618505243032172,1.0,NaN,NaN,NaN,0.0625914971400875,NaN,NaN,NaN,0.0,8.0,NaN
400,0,1.0,165.0,1.0,3.0,3.0,0.0,2.0,0.10053868277427158,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.4618505243032172,2.0,NaN,NaN,NaN,NaN,NaN,NaN,8.953565488204434,0.0,8.0,NaN
400,1,1.0,153.0,1.0,1.0,5.0,0.0,1.0,0.5566069798916347,2.0,NaN,0.6579159187784819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9242243628386233,2.0,NaN,NaN,NaN,NaN,1.37998343600928,0.9048482819449916,NaN,2.0,NaN,48.010171699141395
400,2,1.0,18.0,1.0,5.0,6.0,0.0,1.0,0.5566069798916347,0.0,NaN,0.6579159187784819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.1770469863324229,1.0,NaN,NaN,NaN,NaN,1.393073637524338,0.9094786450475226,NaN,2.0,NaN,81.65634769041743
400,3,1.0,34.0,1.0,3.0,6.0,0.0,3.0,0.6254772202163046,0.0,NaN,NaN,0.36369428772132956,0.41887650018405026,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.0459646736261528,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.272138058632074,2.0,NaN,37.85605343702887
400,4,1.0,165.0,1.0,3.0,3.0,0.0,3.0,0.9929656302913663,2.0,NaN,NaN,0.71329926728144,0.9094516711601074,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.433626923995029,0.0,NaN,NaN,NaN,0.8796666594778898,NaN,NaN,NaN,4.0,NaN,NaN
500,0,1.0,153.0,1.0,1.0,5.0,0.0,1.0,0.5566069798916347,2.0,NaN,0.6579159187784819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9242243628386233,2.0,NaN,NaN,NaN,NaN,1.37998343600928,0.9048482819449916,NaN,2.0,NaN,48.010171699141395
500,1,1.0,34.0,1.0,3.0,6.0,0.0,3.0,0.6254772202163046,0.0,NaN,NaN,0.36369428772132956,0.41887650018405026,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.0459646736261528,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.272138058632074,2.0,NaN,37.85605343702887
500,2,1.0,165.0,1.0,3.0,3.0,0.0,3.0,0.9929656302913663,2.0,NaN,NaN,0.71329926728144,0.9094516711601074,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.433626923995029,0.0,NaN,NaN,NaN,0.8796666594778898,NaN,NaN,NaN,4.0,NaN,NaN
500,3,1.0,156.0,1.0,2.0,6.0,0.0,1.0,0.5983360878342822,0.0,NaN,0.6579324199889636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.9257328251173258,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.86009154296814,2.0,NaN,48.18979577355113
500,4,1.0,153.0,1.0,1.0,2.0,0.0,1.0,0.5566069798916347,2.0,NaN,0.8062203534497736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.9242243628386233,1.0,NaN,NaN,NaN,NaN,NaN,NaN,8.57154624352044,2.0,NaN,48.010171699141395
