# Evaluation: 0

# Evaluation: 100
EP=0.16175493576629313 HVMinus=-0.8317568612814201 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.614346820472971 --crossoverRepairStrategy round --undcCrossoverZeta 0.8599309470859173 --undcCrossoverEta 0.23641956900150782 --mutation levyFlight --mutationProbabilityFactor 0.9086121401329184 --mutationRepairStrategy round --levyFlightMutationBeta 1.1248820217489657 --levyFlightMutationStepSize 0.7605041878403119 --selection stochasticUniversalSampling 

# Evaluation: 200
EP=0.1544468162657988 HVMinus=-0.8439553718650246 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7691388166950238 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.4316873231034182 --blxAlphaBetaCrossoverAlpha 0.6767959747797782 --mutation linkedPolynomial --mutationProbabilityFactor 1.7106830457457298 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 334.6987538411243 --selection tournament --selectionTournamentSize 9 

# Evaluation: 300
EP=0.15397163078320114 HVMinus=-0.8447462526674193 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7949409296520549 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.4316873231034182 --blxAlphaBetaCrossoverAlpha 0.6767959747797782 --mutation linkedPolynomial --mutationProbabilityFactor 1.5796913354657647 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 351.59866273442066 --selection tournament --selectionTournamentSize 9 
EP=0.15322515840101086 HVMinus=-0.8440937477619156 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7691388166950238 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4316873231034182 --blxAlphaBetaCrossoverAlpha 0.8232382430388916 --mutation linkedPolynomial --mutationProbabilityFactor 1.7444864138690428 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 334.6987538411243 --selection tournament --selectionTournamentSize 9 

# Evaluation: 400
EP=0.15397163078320114 HVMinus=-0.8447462526674193 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7949409296520549 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.4316873231034182 --blxAlphaBetaCrossoverAlpha 0.6767959747797782 --mutation linkedPolynomial --mutationProbabilityFactor 1.5796913354657647 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 351.59866273442066 --selection tournament --selectionTournamentSize 9 
EP=0.15306732988725047 HVMinus=-0.8441283808416833 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7279873519749124 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4316873231034182 --blxAlphaBetaCrossoverAlpha 0.8232382430388916 --mutation linkedPolynomial --mutationProbabilityFactor 1.7444864138690428 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 334.6987538411243 --selection tournament --selectionTournamentSize 9 

# Evaluation: 500
EP=0.15306732988725047 HVMinus=-0.8441283808416833 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7279873519749124 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4316873231034182 --blxAlphaBetaCrossoverAlpha 0.8232382430388916 --mutation linkedPolynomial --mutationProbabilityFactor 1.7444864138690428 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 334.6987538411243 --selection tournament --selectionTournamentSize 9 
EP=0.1548766271637369 HVMinus=-0.8463176233116291 | --algorithmResult externalArchive --populationSizeWithArchive 82 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7949409296520549 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.4387109355971057 --blxAlphaBetaCrossoverAlpha 0.6767959747797782 --mutation linkedPolynomial --mutationProbabilityFactor 1.4372676730739995 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 351.59866273442066 --selection tournament --selectionTournamentSize 9 
EP=0.1564597508704816 HVMinus=-0.8464147002393169 | --algorithmResult externalArchive --populationSizeWithArchive 68 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.3820121146429144 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.42512390449703025 --blxAlphaBetaCrossoverAlpha 0.4282071766915682 --mutation levyFlight --mutationProbabilityFactor 0.816873090378864 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5014821430824732 --levyFlightMutationStepSize 0.3419058587745181 --selection tournament --selectionTournamentSize 9 
EP=0.15310962882505136 HVMinus=-0.84523722452528 | --algorithmResult externalArchive --populationSizeWithArchive 54 --archiveType crowdingDistanceArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7090087822239671 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7859201948459408 --blxAlphaBetaCrossoverAlpha 0.7593580731801484 --mutation linkedPolynomial --mutationProbabilityFactor 0.8662487055930144 --mutationRepairStrategy bounds --linkedPolynomialMutationDistributionIndex 287.80151404465414 --selection boltzmann --boltzmannTemperature 6.118988404378203 
EP=0.152623123226437 HVMinus=-0.8434241947828642 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7952254975306216 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4316873231034182 --blxAlphaBetaCrossoverAlpha 0.8342018585215732 --mutation linkedPolynomial --mutationProbabilityFactor 0.8019038618333532 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 353.06023534448366 --selection tournament --selectionTournamentSize 9 

# Evaluation: 600
