# Evaluation: 0

# Evaluation: 100
EP=0.04571087087983461 HVMinus=-0.8322642959245756 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.7872645802886482 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.632200108398725 --mutation powerLaw --mutationProbabilityFactor 1.9071249402047732 --mutationRepairStrategy bounds --powerLawMutationDelta 7.686758322363878 --selection ranking 
EP=0.04565988287641204 HVMinus=-0.8320654218511174 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.6914215442506977 --crossoverRepairStrategy round --mutation levyFlight --mutationProbabilityFactor 0.6655392430348632 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1987973944795587 --levyFlightMutationStepSize 0.737210093250875 --selection boltzmann --boltzmannTemperature 82.00063449187738 

# Evaluation: 200
EP=0.03605525194856659 HVMinus=-0.8419389739971985 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.1499116491334449 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.09174284630940288 --mutation levyFlight --mutationProbabilityFactor 0.8703090310269651 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0590388916788127 --levyFlightMutationStepSize 0.5761398847216999 --selection tournament --selectionTournamentSize 9 
EP=0.03260675974326897 HVMinus=-0.8415970049723631 | --algorithmResult externalArchive --populationSizeWithArchive 114 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.5805889331561644 --crossoverRepairStrategy bounds --mutation powerLaw --mutationProbabilityFactor 1.6946589977337687 --mutationRepairStrategy bounds --powerLawMutationDelta 8.910345926078694 --selection boltzmann --boltzmannTemperature 36.705659565846986 
EP=0.03610912767691686 HVMinus=-0.844160287778639 | --algorithmResult externalArchive --populationSizeWithArchive 35 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.45120938090792717 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.2466246955517406 --blxAlphaBetaCrossoverAlpha 0.7100177225629204 --mutation powerLaw --mutationProbabilityFactor 0.560828823166327 --mutationRepairStrategy bounds --powerLawMutationDelta 4.369196909647721 --selection tournament --selectionTournamentSize 5 

# Evaluation: 300
EP=0.02778316375163875 HVMinus=-0.8459951204710531 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8171085955374211 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.41402631371317467 --mutation levyFlight --mutationProbabilityFactor 1.5876708821470582 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0467662103103001 --levyFlightMutationStepSize 0.9618144360913422 --selection tournament --selectionTournamentSize 7 

# Evaluation: 400
