# Evaluation: 0

# Evaluation: 100
EP=0.04182673791358701 HVMinus=-0.8330477480213013 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8533527744290755 --crossoverRepairStrategy random --blxAlphaCrossoverAlpha 0.29463468966616 --mutation levyFlight --mutationProbabilityFactor 0.6530818865172137 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1875892868654714 --levyFlightMutationStepSize 0.44174466411672786 --selection tournament --selectionTournamentSize 5 
EP=0.0437321265026925 HVMinus=-0.8361503174383066 | --algorithmResult externalArchive --populationSizeWithArchive 163 --archiveType crowdingDistanceArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.5060380389035845 --crossoverRepairStrategy round --fuzzyRecombinationCrossoverAlpha 0.45400793475762113 --mutation powerLaw --mutationProbabilityFactor 1.8526021355916789 --mutationRepairStrategy round --powerLawMutationDelta 4.9901537754267 --selection stochasticUniversalSampling 

# Evaluation: 200
EP=0.0353013954977935 HVMinus=-0.84238822300107 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.5587507045960162 --crossoverRepairStrategy round --undcCrossoverZeta 0.8835641155598272 --undcCrossoverEta 0.1730415521996212 --mutation levyFlight --mutationProbabilityFactor 1.4365592051080873 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7288926544510752 --levyFlightMutationStepSize 0.7105614881737093 --selection tournament --selectionTournamentSize 5 
EP=0.033490707867342435 HVMinus=-0.8388357488351466 | --algorithmResult externalArchive --populationSizeWithArchive 188 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.2543826220775717 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8702903833188104 --mutation nonUniform --mutationProbabilityFactor 1.7230337664769393 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.7504985503538162 --selection boltzmann --boltzmannTemperature 15.81607918762616 

# Evaluation: 300
EP=0.033015500043684747 HVMinus=-0.8449170524695867 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8682347343318476 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.3322869362937393 --mutation levyFlight --mutationProbabilityFactor 1.6844858730260066 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7409069279577616 --levyFlightMutationStepSize 0.42460210822595945 --selection tournament --selectionTournamentSize 8 

# Evaluation: 400
EP=0.025561021120505362 HVMinus=-0.847398002852532 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8533527744290755 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4535623739759336 --blxAlphaBetaCrossoverAlpha 0.9809193018492152 --mutation levyFlight --mutationProbabilityFactor 1.4530841267075796 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1903521441053528 --levyFlightMutationStepSize 0.44174466411672786 --selection tournament --selectionTournamentSize 5 

# Evaluation: 500
EP=0.025561021120505362 HVMinus=-0.847398002852532 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8533527744290755 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4535623739759336 --blxAlphaBetaCrossoverAlpha 0.9809193018492152 --mutation levyFlight --mutationProbabilityFactor 1.4530841267075796 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1903521441053528 --levyFlightMutationStepSize 0.44174466411672786 --selection tournament --selectionTournamentSize 5 
EP=0.024690116284556477 HVMinus=-0.8472315614007392 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8533527744290755 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.45179100527688365 --blxAlphaBetaCrossoverAlpha 0.6062958687046686 --mutation levyFlight --mutationProbabilityFactor 1.765532568781543 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1903521441053528 --levyFlightMutationStepSize 0.44174466411672786 --selection tournament --selectionTournamentSize 5 

# Evaluation: 600
EP=0.024690116284556477 HVMinus=-0.8472315614007392 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8533527744290755 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.45179100527688365 --blxAlphaBetaCrossoverAlpha 0.6062958687046686 --mutation levyFlight --mutationProbabilityFactor 1.765532568781543 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1903521441053528 --levyFlightMutationStepSize 0.44174466411672786 --selection tournament --selectionTournamentSize 5 
EP=0.02509079828640537 HVMinus=-0.8475944253958062 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8564906975102579 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4528399246355748 --blxAlphaBetaCrossoverAlpha 0.9809193018492152 --mutation levyFlight --mutationProbabilityFactor 1.4557728251436253 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3878429944380675 --levyFlightMutationStepSize 0.44174466411672786 --selection tournament --selectionTournamentSize 5 
EP=0.026199514527813238 HVMinus=-0.847659426763667 | --algorithmResult externalArchive --populationSizeWithArchive 75 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8533598576985806 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7201316677429981 --blxAlphaBetaCrossoverAlpha 0.6280077334518032 --mutation levyFlight --mutationProbabilityFactor 1.4771365948254958 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.9144129365771083 --levyFlightMutationStepSize 0.6888115092361705 --selection tournament --selectionTournamentSize 9 

# Evaluation: 700
EP=0.024690116284556477 HVMinus=-0.8472315614007392 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8533527744290755 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.45179100527688365 --blxAlphaBetaCrossoverAlpha 0.6062958687046686 --mutation levyFlight --mutationProbabilityFactor 1.765532568781543 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1903521441053528 --levyFlightMutationStepSize 0.44174466411672786 --selection tournament --selectionTournamentSize 5 
EP=0.02509079828640537 HVMinus=-0.8475944253958062 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8564906975102579 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4528399246355748 --blxAlphaBetaCrossoverAlpha 0.9809193018492152 --mutation levyFlight --mutationProbabilityFactor 1.4557728251436253 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3878429944380675 --levyFlightMutationStepSize 0.44174466411672786 --selection tournament --selectionTournamentSize 5 
EP=0.025377523486835907 HVMinus=-0.8479088770897774 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8533359032209673 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.45180114206740896 --blxAlphaBetaCrossoverAlpha 0.6008315683593597 --mutation levyFlight --mutationProbabilityFactor 1.4530841267075796 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1903521441053528 --levyFlightMutationStepSize 0.4412094437245023 --selection tournament --selectionTournamentSize 5 

# Evaluation: 800
EP=0.024690116284556477 HVMinus=-0.8472315614007392 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8533527744290755 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.45179100527688365 --blxAlphaBetaCrossoverAlpha 0.6062958687046686 --mutation levyFlight --mutationProbabilityFactor 1.765532568781543 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1903521441053528 --levyFlightMutationStepSize 0.44174466411672786 --selection tournament --selectionTournamentSize 5 
EP=0.025377523486835907 HVMinus=-0.8479088770897774 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8533359032209673 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.45180114206740896 --blxAlphaBetaCrossoverAlpha 0.6008315683593597 --mutation levyFlight --mutationProbabilityFactor 1.4530841267075796 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1903521441053528 --levyFlightMutationStepSize 0.4412094437245023 --selection tournament --selectionTournamentSize 5 
