config_signature,rows,runs,ep_median,hv_median,rank,row_share_pct,run_share_pct,scope,front_type,budget,is_best_EP,is_best_HV,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
externalArchive|199.0|unboundedArchive|default|100|crossoverAndMutationVariation|laplace|0.865692|bounds|nan|nan|nan|nan|0.453982|nan|nan|nan|nan|nan|levyFlight|1.23192|bounds|nan|nan|nan|nan|1.530674|0.369666|nan|boltzmann|nan|22.419749,2,1,0.149973017857044,-0.8508437099407257,1,0.6993006993006993,3.3333333333333335,RE3D,extremePointsFronts,3000,True,False,externalArchive,199.0,unboundedArchive,default,100,crossoverAndMutationVariation,laplace,0.865692400788725,bounds,,,,,0.4539817452341976,,,,,,levyFlight,1.2319203845395148,bounds,,,,,1.5306744252363853,0.3696655298792266,,boltzmann,,22.419749412423872
externalArchive|39.0|unboundedArchive|scatterSearch|5|crossoverAndMutationVariation|laplace|0.97967|bounds|nan|nan|nan|nan|0.397106|nan|nan|nan|nan|nan|levyFlight|0.245331|round|nan|nan|nan|nan|1.433964|0.977061|nan|ranking|nan|nan,2,1,0.1505171250585961,-0.8508835932660845,2,0.6993006993006993,3.3333333333333335,RE3D,extremePointsFronts,3000,False,False,externalArchive,39.0,unboundedArchive,scatterSearch,5,crossoverAndMutationVariation,laplace,0.9796695523092772,bounds,,,,,0.3971061864268215,,,,,,levyFlight,0.2453308415252453,round,,,,,1.4339636694534783,0.9770611712377618,,ranking,,
externalArchive|79.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha-beta|0.982877|bounds|nan|nan|0.635852|0.940453|nan|nan|nan|nan|nan|nan|levyFlight|0.692663|bounds|nan|nan|nan|nan|1.092033|0.477477|nan|ranking|nan|nan,2,1,0.15054387218121973,-0.8508697247462753,3,0.6993006993006993,3.3333333333333335,RE3D,extremePointsFronts,3000,False,False,externalArchive,79.0,unboundedArchive,cauchy,10,crossoverAndMutationVariation,BLX-alpha-beta,0.9828768039022044,bounds,,,0.6358520757534948,0.94045278899747,,,,,,,levyFlight,0.6926633395723523,bounds,,,,,1.092032899383439,0.4774768777515175,,ranking,,
externalArchive|36.0|unboundedArchive|oppositionBased|10|crossoverAndMutationVariation|laplace|0.829685|bounds|nan|nan|nan|nan|0.495663|nan|nan|nan|nan|nan|levyFlight|0.752707|bounds|nan|nan|nan|nan|1.218739|0.24565|nan|boltzmann|nan|14.625317,2,1,0.15084710980461155,-0.8512773869122214,4,0.6993006993006993,3.3333333333333335,RE3D,extremePointsFronts,3000,False,False,externalArchive,36.0,unboundedArchive,oppositionBased,10,crossoverAndMutationVariation,laplace,0.8296853689915221,bounds,,,,,0.4956630529184769,,,,,,levyFlight,0.752707233640588,bounds,,,,,1.2187385930675834,0.2456503155121838,,boltzmann,,14.625316560566391
externalArchive|15.0|unboundedArchive|sobol|5|crossoverAndMutationVariation|PCX|0.95476|bounds|nan|nan|nan|nan|nan|nan|0.162474|0.603594|nan|nan|powerLaw|0.669416|round|nan|nan|nan|nan|nan|nan|1.882588|tournament|8.0|nan,1,1,0.1500234694567079,-0.8468712211673225,5,0.34965034965034963,3.3333333333333335,RE3D,extremePointsFronts,3000,False,False,externalArchive,15.0,unboundedArchive,sobol,5,crossoverAndMutationVariation,PCX,0.9547601072727464,bounds,,,,,,,0.1624744616221571,0.6035938399028662,,,powerLaw,0.6694161280928831,round,,,,,,,1.882587982827472,tournament,8.0,
externalArchive|45.0|unboundedArchive|latinHypercubeSampling|50|crossoverAndMutationVariation|laplace|0.997321|bounds|nan|nan|nan|nan|0.498399|nan|nan|nan|nan|nan|powerLaw|0.910519|bounds|nan|nan|nan|nan|nan|nan|9.112842|boltzmann|nan|39.858367,1,1,0.1500249111330791,-0.8508729960915564,6,0.34965034965034963,3.3333333333333335,RE3D,extremePointsFronts,3000,False,False,externalArchive,45.0,unboundedArchive,latinHypercubeSampling,50,crossoverAndMutationVariation,laplace,0.9973207745316855,bounds,,,,,0.4983992837751682,,,,,,powerLaw,0.9105192597923342,bounds,,,,,,,9.112842391779155,boltzmann,,39.85836718726495
externalArchive|165.0|unboundedArchive|latinHypercubeSampling|50|crossoverAndMutationVariation|laplace|0.954427|bounds|nan|nan|nan|nan|0.47757|nan|nan|nan|nan|nan|levyFlight|0.631603|bounds|nan|nan|nan|nan|1.581961|0.694868|nan|boltzmann|nan|16.614504,1,1,0.150045338646945,-0.8510840671324074,7,0.34965034965034963,3.3333333333333335,RE3D,extremePointsFronts,3000,False,False,externalArchive,165.0,unboundedArchive,latinHypercubeSampling,50,crossoverAndMutationVariation,laplace,0.9544268272717618,bounds,,,,,0.4775699358920242,,,,,,levyFlight,0.6316027519030187,bounds,,,,,1.5819613285368956,0.6948679140495498,,boltzmann,,16.61450351586153
externalArchive|31.0|unboundedArchive|sobol|1|crossoverAndMutationVariation|laplace|0.962281|bounds|nan|nan|nan|nan|0.466764|nan|nan|nan|nan|nan|powerLaw|0.776692|bounds|nan|nan|nan|nan|nan|nan|9.826508|boltzmann|nan|73.62655,1,1,0.1500545220051728,-0.8509377130360011,8,0.34965034965034963,3.3333333333333335,RE3D,extremePointsFronts,3000,False,False,externalArchive,31.0,unboundedArchive,sobol,1,crossoverAndMutationVariation,laplace,0.9622809436843603,bounds,,,,,0.4667640380233111,,,,,,powerLaw,0.7766922396484428,bounds,,,,,,,9.826508030371423,boltzmann,,73.62655032838741
externalArchive|35.0|unboundedArchive|oppositionBased|20|crossoverAndMutationVariation|laplace|0.823018|bounds|nan|nan|nan|nan|0.496896|nan|nan|nan|nan|nan|powerLaw|0.45456|round|nan|nan|nan|nan|nan|nan|8.871317|boltzmann|nan|49.923728,1,1,0.1500623100136446,-0.8509773316238167,9,0.34965034965034963,3.3333333333333335,RE3D,extremePointsFronts,3000,False,False,externalArchive,35.0,unboundedArchive,oppositionBased,20,crossoverAndMutationVariation,laplace,0.8230184875289468,bounds,,,,,0.4968964600057591,,,,,,powerLaw,0.4545598018053048,round,,,,,,,8.87131722781087,boltzmann,,49.923728283039146
externalArchive|16.0|unboundedArchive|scatterSearch|1|crossoverAndMutationVariation|BLX-alpha-beta|0.002429|random|nan|nan|0.394537|0.376115|nan|nan|nan|nan|nan|nan|powerLaw|1.227626|round|nan|nan|nan|nan|nan|nan|1.150474|boltzmann|nan|8.842817,1,1,0.1500808636184005,-0.8477700842994152,10,0.34965034965034963,3.3333333333333335,RE3D,extremePointsFronts,3000,False,False,externalArchive,16.0,unboundedArchive,scatterSearch,1,crossoverAndMutationVariation,BLX-alpha-beta,0.0024292539310298,random,,,0.3945371241984491,0.3761153225561151,,,,,,,powerLaw,1.2276258333271408,round,,,,,,,1.1504738352184094,boltzmann,,8.842816536229055
