# Evaluation: 0

# Evaluation: 100
EP=0.017398650709284213 HVMinus=-0.850347397206754 | --algorithmResult externalArchive --populationSizeWithArchive 34 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.47680301590804186 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7227068739178665 --blxAlphaBetaCrossoverAlpha 0.8627099211416877 --mutation polynomial --mutationProbabilityFactor 0.9410354770393257 --mutationRepairStrategy round --polynomialMutationDistributionIndex 88.53076738923484 --selection random 

# Evaluation: 200
EP=0.017200012604520778 HVMinus=-0.8511655547774648 | --algorithmResult externalArchive --populationSizeWithArchive 20 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6700770361814967 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.598077703517645 --mutation powerLaw --mutationProbabilityFactor 0.6303977970417988 --mutationRepairStrategy round --powerLawMutationDelta 3.9444809199164546 --selection stochasticUniversalSampling 

# Evaluation: 300
EP=0.017200012604520778 HVMinus=-0.8511655547774648 | --algorithmResult externalArchive --populationSizeWithArchive 20 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6700770361814967 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.598077703517645 --mutation powerLaw --mutationProbabilityFactor 0.6303977970417988 --mutationRepairStrategy round --powerLawMutationDelta 3.9444809199164546 --selection stochasticUniversalSampling 
EP=0.017095147528686534 HVMinus=-0.8505847365600268 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8332026010004476 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8868295610534387 --blxAlphaBetaCrossoverAlpha 0.8265315975814811 --mutation linkedPolynomial --mutationProbabilityFactor 1.283460622403418 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 164.2479562667374 --selection random 

# Evaluation: 400
EP=0.017200012604520778 HVMinus=-0.8511655547774648 | --algorithmResult externalArchive --populationSizeWithArchive 20 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6700770361814967 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.598077703517645 --mutation powerLaw --mutationProbabilityFactor 0.6303977970417988 --mutationRepairStrategy round --powerLawMutationDelta 3.9444809199164546 --selection stochasticUniversalSampling 
EP=0.01672432853725616 HVMinus=-0.8510564943055687 | --algorithmResult externalArchive --populationSizeWithArchive 34 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8332026010004476 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8868295610534387 --blxAlphaBetaCrossoverAlpha 0.8265315975814811 --mutation levyFlight --mutationProbabilityFactor 1.283460622403418 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.97711976356074 --levyFlightMutationStepSize 0.7344938751970337 --selection random 

# Evaluation: 500
EP=0.017200012604520778 HVMinus=-0.8511655547774648 | --algorithmResult externalArchive --populationSizeWithArchive 20 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6700770361814967 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.598077703517645 --mutation powerLaw --mutationProbabilityFactor 0.6303977970417988 --mutationRepairStrategy round --powerLawMutationDelta 3.9444809199164546 --selection stochasticUniversalSampling 
EP=0.016453367804575757 HVMinus=-0.8511009279926492 | --algorithmResult externalArchive --populationSizeWithArchive 20 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8332026010004476 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8868295610534387 --blxAlphaBetaCrossoverAlpha 0.8175035214184763 --mutation linkedPolynomial --mutationProbabilityFactor 0.6403595538359934 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 164.2479562667374 --selection random 

# Evaluation: 600
EP=0.016453367804575757 HVMinus=-0.8511009279926492 | --algorithmResult externalArchive --populationSizeWithArchive 20 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8332026010004476 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8868295610534387 --blxAlphaBetaCrossoverAlpha 0.8175035214184763 --mutation linkedPolynomial --mutationProbabilityFactor 0.6403595538359934 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 164.2479562667374 --selection random 
EP=0.01700918459711296 HVMinus=-0.8513481914689744 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8323455613632387 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8868295610534387 --blxAlphaBetaCrossoverAlpha 0.900248192666724 --mutation levyFlight --mutationProbabilityFactor 1.283460622403418 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.238675463450514 --levyFlightMutationStepSize 0.531731038146386 --selection random 
EP=0.016362056957127225 HVMinus=-0.8509313688841665 | --algorithmResult externalArchive --populationSizeWithArchive 34 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8332026010004476 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8868295610534387 --blxAlphaBetaCrossoverAlpha 0.8265315975814811 --mutation polynomial --mutationProbabilityFactor 0.9588289582322697 --mutationRepairStrategy bounds --polynomialMutationDistributionIndex 90.10337965739781 --selection random 

# Evaluation: 700
