# Evaluation: 0

# Evaluation: 100
EP=0.15586146383714836 HVMinus=-0.8384060846176793 | --algorithmResult externalArchive --populationSizeWithArchive 151 --archiveType crowdingDistanceArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8022226866728062 --crossoverRepairStrategy random --sbxDistributionIndex 63.45439645641458 --mutation levyFlight --mutationProbabilityFactor 0.9453547962046722 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1242944208905175 --levyFlightMutationStepSize 0.19227158133736774 --selection ranking 

# Evaluation: 200
EP=0.15586146383714836 HVMinus=-0.8384060846176793 | --algorithmResult externalArchive --populationSizeWithArchive 151 --archiveType crowdingDistanceArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8022226866728062 --crossoverRepairStrategy random --sbxDistributionIndex 63.45439645641458 --mutation levyFlight --mutationProbabilityFactor 0.9453547962046722 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1242944208905175 --levyFlightMutationStepSize 0.19227158133736774 --selection ranking 
EP=0.15625449415091092 HVMinus=-0.838451906237552 | --algorithmResult externalArchive --populationSizeWithArchive 74 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.44758065259333757 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.5888898549154933 --blxAlphaBetaCrossoverAlpha 0.959210153222467 --mutation polynomial --mutationProbabilityFactor 0.47313358800996896 --mutationRepairStrategy bounds --polynomialMutationDistributionIndex 252.54611592925355 --selection ranking 
EP=0.15674849433329788 HVMinus=-0.8436004082087172 | --algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5106867383193175 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7453249248577196 --blxAlphaBetaCrossoverAlpha 0.6787206084429893 --mutation nonUniform --mutationProbabilityFactor 1.5345290693906668 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.919854689137865 --selection tournament --selectionTournamentSize 8 

# Evaluation: 300
EP=0.15533724564088022 HVMinus=-0.8453346949287214 | --algorithmResult externalArchive --populationSizeWithArchive 25 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.3584547693113851 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.9673024963091024 --blxAlphaBetaCrossoverAlpha 0.8187235964929077 --mutation powerLaw --mutationProbabilityFactor 0.3419063808838311 --mutationRepairStrategy bounds --powerLawMutationDelta 6.102342446582139 --selection ranking 

# Evaluation: 400
EP=0.15405504563118708 HVMinus=-0.8486463863211151 | --algorithmResult externalArchive --populationSizeWithArchive 25 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8057551512462877 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9673024963091024 --blxAlphaBetaCrossoverAlpha 0.7238882942207069 --mutation powerLaw --mutationProbabilityFactor 0.3419063808838311 --mutationRepairStrategy round --powerLawMutationDelta 6.102342446582139 --selection ranking 

# Evaluation: 500
EP=0.15405504563118708 HVMinus=-0.8486463863211151 | --algorithmResult externalArchive --populationSizeWithArchive 25 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8057551512462877 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9673024963091024 --blxAlphaBetaCrossoverAlpha 0.7238882942207069 --mutation powerLaw --mutationProbabilityFactor 0.3419063808838311 --mutationRepairStrategy round --powerLawMutationDelta 6.102342446582139 --selection ranking 
EP=0.15246279188524353 HVMinus=-0.8454423650528955 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9416910844204675 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.6869336234561899 --blxAlphaBetaCrossoverAlpha 0.6826277550960627 --mutation nonUniform --mutationProbabilityFactor 0.5281247990897092 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.08812700263228271 --selection tournament --selectionTournamentSize 8 

# Evaluation: 600
EP=0.15405504563118708 HVMinus=-0.8486463863211151 | --algorithmResult externalArchive --populationSizeWithArchive 25 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8057551512462877 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9673024963091024 --blxAlphaBetaCrossoverAlpha 0.7238882942207069 --mutation powerLaw --mutationProbabilityFactor 0.3419063808838311 --mutationRepairStrategy round --powerLawMutationDelta 6.102342446582139 --selection ranking 
EP=0.151804211152875 HVMinus=-0.8472222937290196 | --algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7976324788645477 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.741885742208418 --blxAlphaBetaCrossoverAlpha 0.727648785776063 --mutation levyFlight --mutationProbabilityFactor 1.5366689608091928 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8860114577873526 --levyFlightMutationStepSize 0.27634168470165843 --selection tournament --selectionTournamentSize 8 

# Evaluation: 700
EP=0.15405504563118708 HVMinus=-0.8486463863211151 | --algorithmResult externalArchive --populationSizeWithArchive 25 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8057551512462877 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9673024963091024 --blxAlphaBetaCrossoverAlpha 0.7238882942207069 --mutation powerLaw --mutationProbabilityFactor 0.3419063808838311 --mutationRepairStrategy round --powerLawMutationDelta 6.102342446582139 --selection ranking 
