# Evaluation: 0

# Evaluation: 100
EP=0.3947642641973194 HVMinus=-0.5804348414387334 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.1568582776488877 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.5942253940446969 --mutation powerLaw --mutationProbabilityFactor 1.7247949045356397 --mutationRepairStrategy round --powerLawMutationDelta 9.063564199488983 --selection boltzmann --boltzmannTemperature 9.414216981950666 
EP=0.39448900296637457 HVMinus=-0.5802812738846995 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.5245190278066414 --crossoverRepairStrategy random --blxAlphaCrossoverAlpha 0.6231793480172775 --mutation powerLaw --mutationProbabilityFactor 1.3163562222487697 --mutationRepairStrategy round --powerLawMutationDelta 6.850556247669621 --selection stochasticUniversalSampling 

# Evaluation: 200
EP=0.39338268625912937 HVMinus=-0.5813102411276644 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.6867644981063215 --crossoverRepairStrategy bounds --sbxDistributionIndex 379.0443177571996 --mutation levyFlight --mutationProbabilityFactor 1.3113034099778589 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0243836516295546 --levyFlightMutationStepSize 0.24641242938815022 --selection stochasticUniversalSampling 

# Evaluation: 300
EP=0.3931895861067604 HVMinus=-0.573991523122809 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5254790646563852 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8801759974239047 --blxAlphaBetaCrossoverAlpha 0.8996215017698118 --mutation polynomial --mutationProbabilityFactor 1.9746211591886622 --mutationRepairStrategy random --polynomialMutationDistributionIndex 398.35521832983534 --selection random 
EP=0.39320836626446215 HVMinus=-0.5826612012016378 | --algorithmResult externalArchive --populationSizeWithArchive 12 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.8996507509402796 --crossoverRepairStrategy random --mutation powerLaw --mutationProbabilityFactor 1.7138819975161605 --mutationRepairStrategy round --powerLawMutationDelta 9.577307450775656 --selection random 

# Evaluation: 400
EP=0.3936282592957541 HVMinus=-0.583542874281635 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.7615900645573698 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.5942253940446969 --mutation powerLaw --mutationProbabilityFactor 1.7247949045356397 --mutationRepairStrategy bounds --powerLawMutationDelta 6.908644009841927 --selection boltzmann --boltzmannTemperature 8.859167310161348 
EP=0.3923575976726445 HVMinus=-0.5828975757841589 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.5499444534456429 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.5942253940446969 --mutation powerLaw --mutationProbabilityFactor 1.724610425235035 --mutationRepairStrategy round --powerLawMutationDelta 9.063564199488983 --selection boltzmann --boltzmannTemperature 9.203242232437987 

# Evaluation: 500
EP=0.3936282592957541 HVMinus=-0.583542874281635 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.7615900645573698 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.5942253940446969 --mutation powerLaw --mutationProbabilityFactor 1.7247949045356397 --mutationRepairStrategy bounds --powerLawMutationDelta 6.908644009841927 --selection boltzmann --boltzmannTemperature 8.859167310161348 
EP=0.3923575976726445 HVMinus=-0.5828975757841589 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.5499444534456429 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.5942253940446969 --mutation powerLaw --mutationProbabilityFactor 1.724610425235035 --mutationRepairStrategy round --powerLawMutationDelta 9.063564199488983 --selection boltzmann --boltzmannTemperature 9.203242232437987 
EP=0.3929547202917454 HVMinus=-0.5834499119719315 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.7615900645573698 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.5942253940446969 --mutation powerLaw --mutationProbabilityFactor 1.7247949045356397 --mutationRepairStrategy bounds --powerLawMutationDelta 6.908644009841927 --selection boltzmann --boltzmannTemperature 8.859167310161348 

# Evaluation: 600
EP=0.3923575976726445 HVMinus=-0.5828975757841589 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.5499444534456429 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.5942253940446969 --mutation powerLaw --mutationProbabilityFactor 1.724610425235035 --mutationRepairStrategy round --powerLawMutationDelta 9.063564199488983 --selection boltzmann --boltzmannTemperature 9.203242232437987 
EP=0.39224408450432113 HVMinus=-0.5827919713450491 | --algorithmResult externalArchive --populationSizeWithArchive 124 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6867644981063215 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8013575362737365 --mutation powerLaw --mutationProbabilityFactor 1.7304778189797376 --mutationRepairStrategy bounds --powerLawMutationDelta 6.857158404457336 --selection stochasticUniversalSampling 
EP=0.39260218955418663 HVMinus=-0.5836337180457001 | --algorithmResult externalArchive --populationSizeWithArchive 16 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.761990480818536 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.8240323535874856 --mutation powerLaw --mutationProbabilityFactor 1.713421959999801 --mutationRepairStrategy bounds --powerLawMutationDelta 9.595346786429543 --selection boltzmann --boltzmannTemperature 43.245087853867496 
EP=0.39300613196937667 HVMinus=-0.5841371527898107 | --algorithmResult externalArchive --populationSizeWithArchive 123 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7615900645573698 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8045145146945274 --mutation powerLaw --mutationProbabilityFactor 1.3436480234319625 --mutationRepairStrategy bounds --powerLawMutationDelta 6.908381695093864 --selection boltzmann --boltzmannTemperature 8.859167310161348 
EP=0.3930191940733274 HVMinus=-0.5845852412791784 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7615900645573698 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.27948497261430283 --blxAlphaBetaCrossoverAlpha 0.8658619551370568 --mutation powerLaw --mutationProbabilityFactor 1.7247949045356397 --mutationRepairStrategy bounds --powerLawMutationDelta 9.742322370593726 --selection boltzmann --boltzmannTemperature 8.859167310161348 
EP=0.3917423772962824 HVMinus=-0.5821672200769624 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType crowdingDistanceArchive --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.902624182117096 --crossoverRepairStrategy bounds --mutation powerLaw --mutationProbabilityFactor 1.7160233547676023 --mutationRepairStrategy bounds --powerLawMutationDelta 9.634101389829372 --selection stochasticUniversalSampling 

# Evaluation: 700
EP=0.3917423772962824 HVMinus=-0.5821672200769624 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType crowdingDistanceArchive --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.902624182117096 --crossoverRepairStrategy bounds --mutation powerLaw --mutationProbabilityFactor 1.7160233547676023 --mutationRepairStrategy bounds --powerLawMutationDelta 9.634101389829372 --selection stochasticUniversalSampling 
EP=0.39259605934355357 HVMinus=-0.584595665711409 | --algorithmResult externalArchive --populationSizeWithArchive 15 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7634841278388306 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7741557618546734 --mutation powerLaw --mutationProbabilityFactor 1.7138819975161605 --mutationRepairStrategy bounds --powerLawMutationDelta 6.883667730091184 --selection random 
EP=0.3917783847561311 HVMinus=-0.5830227619753209 | --algorithmResult externalArchive --populationSizeWithArchive 21 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.4780496722870843 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.8152778186247573 --mutation powerLaw --mutationProbabilityFactor 1.713421959999801 --mutationRepairStrategy bounds --powerLawMutationDelta 9.59542840796623 --selection stochasticUniversalSampling 
EP=0.39226954715546425 HVMinus=-0.5845863445917411 | --algorithmResult externalArchive --populationSizeWithArchive 14 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7595604041151762 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.2796244556738046 --blxAlphaBetaCrossoverAlpha 0.8692469220725452 --mutation powerLaw --mutationProbabilityFactor 1.724759064272446 --mutationRepairStrategy bounds --powerLawMutationDelta 9.742322370593726 --selection boltzmann --boltzmannTemperature 8.200534852050255 

# Evaluation: 800
EP=0.3919618312037882 HVMinus=-0.5849060115275603 | --algorithmResult externalArchive --populationSizeWithArchive 14 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8919601169463042 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.2796244556738046 --blxAlphaBetaCrossoverAlpha 0.9112948937522519 --mutation powerLaw --mutationProbabilityFactor 1.7137623645406665 --mutationRepairStrategy bounds --powerLawMutationDelta 9.742322370593726 --selection boltzmann --boltzmannTemperature 8.200534852050255 
EP=0.39172893110317003 HVMinus=-0.5845884790029915 | --algorithmResult externalArchive --populationSizeWithArchive 13 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8919292648447885 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9329038490065361 --mutation powerLaw --mutationProbabilityFactor 1.7158827610794973 --mutationRepairStrategy bounds --powerLawMutationDelta 9.71469993492564 --selection boltzmann --boltzmannTemperature 9.338647173225077 
EP=0.3911005629391558 HVMinus=-0.5845202600538045 | --algorithmResult externalArchive --populationSizeWithArchive 12 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9234725117166497 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9260436417541146 --mutation powerLaw --mutationProbabilityFactor 1.7158827610794973 --mutationRepairStrategy bounds --powerLawMutationDelta 9.714937587270427 --selection boltzmann --boltzmannTemperature 9.337817993824412 

# Evaluation: 900
