# Evaluation: 0

# Evaluation: 100
EP=0.15981724341635856 HVMinus=-0.8368120128759651 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.8109812444352665 --crossoverRepairStrategy round --undcCrossoverZeta 0.356914330460656 --undcCrossoverEta 0.4262067915436951 --mutation levyFlight --mutationProbabilityFactor 1.5698910931612837 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1181637058932035 --levyFlightMutationStepSize 0.2890238764610018 --selection stochasticUniversalSampling 
EP=0.15682898433707357 HVMinus=-0.8355690837559654 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.8966282000009443 --crossoverRepairStrategy round --pcxCrossoverZeta 0.41808965458513536 --pcxCrossoverEta 0.2819858942996045 --mutation powerLaw --mutationProbabilityFactor 1.5418822852670313 --mutationRepairStrategy round --powerLawMutationDelta 3.30715310584262 --selection ranking 

# Evaluation: 200
EP=0.15641544237820657 HVMinus=-0.8387771961316549 | --algorithmResult externalArchive --populationSizeWithArchive 54 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.24052171975119513 --crossoverRepairStrategy random --undcCrossoverZeta 0.5492408421908576 --undcCrossoverEta 0.43938706398982696 --mutation powerLaw --mutationProbabilityFactor 1.571831436618372 --mutationRepairStrategy round --powerLawMutationDelta 6.5560934291783095 --selection boltzmann --boltzmannTemperature 69.36467667929456 
EP=0.15699882920964875 HVMinus=-0.8396898279295577 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.8966282000009443 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46638326531999175 --mutation powerLaw --mutationProbabilityFactor 1.5418822852670313 --mutationRepairStrategy round --powerLawMutationDelta 3.30715310584262 --selection ranking 

# Evaluation: 300
EP=0.15480656505922938 HVMinus=-0.8436294295245288 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6470857360921362 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.5256270442380317 --blxAlphaBetaCrossoverAlpha 0.44415589871146877 --mutation powerLaw --mutationProbabilityFactor 0.2653044303223516 --mutationRepairStrategy round --powerLawMutationDelta 4.985709541829781 --selection tournament --selectionTournamentSize 7 

# Evaluation: 400
