# Evaluation: 0

# Evaluation: 100
EP=0.3930242142470491 HVMinus=-0.5816994783055498 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.803220534818699 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6835783462172804 --mutation powerLaw --mutationProbabilityFactor 1.9656501573885277 --mutationRepairStrategy bounds --powerLawMutationDelta 9.818569227220214 --selection random 

# Evaluation: 200
EP=0.3930242142470491 HVMinus=-0.5816994783055498 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.803220534818699 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6835783462172804 --mutation powerLaw --mutationProbabilityFactor 1.9656501573885277 --mutationRepairStrategy bounds --powerLawMutationDelta 9.818569227220214 --selection random 
EP=0.3926791043787526 HVMinus=-0.5812963180105318 | --algorithmResult externalArchive --populationSizeWithArchive 57 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7175841504642191 --crossoverRepairStrategy random --blxAlphaCrossoverAlpha 0.13643748684347856 --mutation powerLaw --mutationProbabilityFactor 1.4792119399754453 --mutationRepairStrategy round --powerLawMutationDelta 8.607367471106732 --selection stochasticUniversalSampling 

# Evaluation: 300
EP=0.3926791043787526 HVMinus=-0.5812963180105318 | --algorithmResult externalArchive --populationSizeWithArchive 57 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7175841504642191 --crossoverRepairStrategy random --blxAlphaCrossoverAlpha 0.13643748684347856 --mutation powerLaw --mutationProbabilityFactor 1.4792119399754453 --mutationRepairStrategy round --powerLawMutationDelta 8.607367471106732 --selection stochasticUniversalSampling 
EP=0.39361434009289975 HVMinus=-0.5822329593682135 | --algorithmResult externalArchive --populationSizeWithArchive 40 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9735571395297424 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6851174487084999 --blxAlphaBetaCrossoverAlpha 0.9933126569287615 --mutation uniform --mutationProbabilityFactor 0.5289268857724727 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.34376626179692527 --selection boltzmann --boltzmannTemperature 3.9395599451352785 
EP=0.3930043371772181 HVMinus=-0.582192905024793 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7175841504642191 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6823825169163997 --blxAlphaBetaCrossoverAlpha 0.9478990149220476 --mutation powerLaw --mutationProbabilityFactor 1.4792119399754453 --mutationRepairStrategy bounds --powerLawMutationDelta 4.869514356221141 --selection ranking 

# Evaluation: 400
EP=0.3926791043787526 HVMinus=-0.5812963180105318 | --algorithmResult externalArchive --populationSizeWithArchive 57 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7175841504642191 --crossoverRepairStrategy random --blxAlphaCrossoverAlpha 0.13643748684347856 --mutation powerLaw --mutationProbabilityFactor 1.4792119399754453 --mutationRepairStrategy round --powerLawMutationDelta 8.607367471106732 --selection stochasticUniversalSampling 
EP=0.39282163896158334 HVMinus=-0.5827681213684451 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.641841223744954 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.9234687555001126 --blxAlphaBetaCrossoverAlpha 0.8906859934263451 --mutation powerLaw --mutationProbabilityFactor 1.9656501573885277 --mutationRepairStrategy bounds --powerLawMutationDelta 8.835273304095777 --selection random 
EP=0.39323619802259024 HVMinus=-0.5839052572109568 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.803220534818699 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7020111997456003 --mutation powerLaw --mutationProbabilityFactor 1.965647269672347 --mutationRepairStrategy bounds --powerLawMutationDelta 9.81886443872636 --selection random 
EP=0.39292482188368494 HVMinus=-0.5836547692347845 | --algorithmResult externalArchive --populationSizeWithArchive 125 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6661857245301666 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8262466182254022 --mutation powerLaw --mutationProbabilityFactor 1.2590186472486857 --mutationRepairStrategy bounds --powerLawMutationDelta 9.707975995959906 --selection stochasticUniversalSampling 
EP=0.3921266048110798 HVMinus=-0.5810188162669577 | --algorithmResult externalArchive --populationSizeWithArchive 31 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.565116051407206 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8832556189468042 --mutation polynomial --mutationProbabilityFactor 0.5289268857724727 --mutationRepairStrategy round --polynomialMutationDistributionIndex 155.81289752958222 --selection ranking 
EP=0.39278208747565446 HVMinus=-0.5826670204273268 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7229296229719586 --crossoverRepairStrategy random --blxAlphaCrossoverAlpha 0.668979613969018 --mutation powerLaw --mutationProbabilityFactor 1.9705449929460248 --mutationRepairStrategy round --powerLawMutationDelta 8.849964879251779 --selection stochasticUniversalSampling 

# Evaluation: 500
