# Evaluation: 0

# Evaluation: 100
EP=0.39372497027407505 HVMinus=-0.5836046781788794 | --algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.173799948795598 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4919449583879085 --mutation levyFlight --mutationProbabilityFactor 0.565513628915969 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6656643007698646 --levyFlightMutationStepSize 0.9803157149652005 --selection stochasticUniversalSampling 
EP=0.39353784217208837 HVMinus=-0.5817971040924593 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType crowdingDistanceArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.500559909373749 --crossoverRepairStrategy bounds --sbxDistributionIndex 355.1016061512812 --mutation powerLaw --mutationProbabilityFactor 0.38298556111985627 --mutationRepairStrategy bounds --powerLawMutationDelta 8.723659026699828 --selection stochasticUniversalSampling 
EP=0.39296644096218564 HVMinus=-0.5809452284729287 | --algorithmResult externalArchive --populationSizeWithArchive 106 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9864501422344495 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.34041234981425117 --blxAlphaBetaCrossoverAlpha 0.7070593454370254 --mutation polynomial --mutationProbabilityFactor 1.1694576716319636 --mutationRepairStrategy round --polynomialMutationDistributionIndex 283.15522107676975 --selection random 
EP=0.393145183143534 HVMinus=-0.5812109492953564 | --algorithmResult externalArchive --populationSizeWithArchive 156 --archiveType crowdingDistanceArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5554391937302211 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.41210313540606347 --blxAlphaBetaCrossoverAlpha 0.6694724855631005 --mutation powerLaw --mutationProbabilityFactor 0.3473398670597925 --mutationRepairStrategy bounds --powerLawMutationDelta 5.821329684141275 --selection random 

# Evaluation: 200
EP=0.39230832276428873 HVMinus=-0.5841502813663797 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.890583023154883 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.5055047654919943 --blxAlphaBetaCrossoverAlpha 0.8658155971896175 --mutation nonUniform --mutationProbabilityFactor 0.82343082465694 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.7297072018065014 --selection boltzmann --boltzmannTemperature 9.317456690504407 
EP=0.39399480336640197 HVMinus=-0.5846780842831938 | --algorithmResult externalArchive --populationSizeWithArchive 61 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.173799948795598 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4919449583879085 --mutation levyFlight --mutationProbabilityFactor 0.5614497002977784 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3438600930982747 --levyFlightMutationStepSize 0.9803157149652005 --selection stochasticUniversalSampling 
EP=0.39279275540007136 HVMinus=-0.5845165499012025 | --algorithmResult externalArchive --populationSizeWithArchive 16 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.27475688897205935 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.3654910211185839 --blxAlphaBetaCrossoverAlpha 0.996758168594585 --mutation levyFlight --mutationProbabilityFactor 0.9973874394859308 --mutationRepairStrategy round --levyFlightMutationBeta 1.9451746720101486 --levyFlightMutationStepSize 0.9223372915848096 --selection boltzmann --boltzmannTemperature 6.396990857649546 

# Evaluation: 300
EP=0.39399480336640197 HVMinus=-0.5846780842831938 | --algorithmResult externalArchive --populationSizeWithArchive 61 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.173799948795598 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4919449583879085 --mutation levyFlight --mutationProbabilityFactor 0.5614497002977784 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3438600930982747 --levyFlightMutationStepSize 0.9803157149652005 --selection stochasticUniversalSampling 
EP=0.39279275540007136 HVMinus=-0.5845165499012025 | --algorithmResult externalArchive --populationSizeWithArchive 16 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.27475688897205935 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.3654910211185839 --blxAlphaBetaCrossoverAlpha 0.996758168594585 --mutation levyFlight --mutationProbabilityFactor 0.9973874394859308 --mutationRepairStrategy round --levyFlightMutationBeta 1.9451746720101486 --levyFlightMutationStepSize 0.9223372915848096 --selection boltzmann --boltzmannTemperature 6.396990857649546 
EP=0.3920725952237946 HVMinus=-0.5842397889141072 | --algorithmResult externalArchive --populationSizeWithArchive 53 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.890583023154883 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4573027149041317 --blxAlphaBetaCrossoverAlpha 0.8658155971896175 --mutation nonUniform --mutationProbabilityFactor 0.82343082465694 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.7325806655606184 --selection boltzmann --boltzmannTemperature 9.317456690504407 

# Evaluation: 400
EP=0.39399480336640197 HVMinus=-0.5846780842831938 | --algorithmResult externalArchive --populationSizeWithArchive 61 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.173799948795598 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4919449583879085 --mutation levyFlight --mutationProbabilityFactor 0.5614497002977784 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3438600930982747 --levyFlightMutationStepSize 0.9803157149652005 --selection stochasticUniversalSampling 
EP=0.39279275540007136 HVMinus=-0.5845165499012025 | --algorithmResult externalArchive --populationSizeWithArchive 16 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.27475688897205935 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.3654910211185839 --blxAlphaBetaCrossoverAlpha 0.996758168594585 --mutation levyFlight --mutationProbabilityFactor 0.9973874394859308 --mutationRepairStrategy round --levyFlightMutationBeta 1.9451746720101486 --levyFlightMutationStepSize 0.9223372915848096 --selection boltzmann --boltzmannTemperature 6.396990857649546 
EP=0.3920725952237946 HVMinus=-0.5842397889141072 | --algorithmResult externalArchive --populationSizeWithArchive 53 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.890583023154883 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4573027149041317 --blxAlphaBetaCrossoverAlpha 0.8658155971896175 --mutation nonUniform --mutationProbabilityFactor 0.82343082465694 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.7325806655606184 --selection boltzmann --boltzmannTemperature 9.317456690504407 
EP=0.39253527251318593 HVMinus=-0.5844508540313527 | --algorithmResult externalArchive --populationSizeWithArchive 83 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.49952181358347786 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8437262432099003 --blxAlphaBetaCrossoverAlpha 0.5887652540366051 --mutation powerLaw --mutationProbabilityFactor 0.38298556111985627 --mutationRepairStrategy round --powerLawMutationDelta 8.723659026699828 --selection stochasticUniversalSampling 
EP=0.39175609676091167 HVMinus=-0.5820958668166032 | --algorithmResult externalArchive --populationSizeWithArchive 53 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.3475327393536558 --mutationRepairStrategy bounds --powerLawMutationDelta 1.969056446886175 --selection stochasticUniversalSampling 

# Evaluation: 500
EP=0.39107449637591324 HVMinus=-0.5848928233515425 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6851268258968815 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.39049631114386696 --mutation levyFlight --mutationProbabilityFactor 0.8647087212448524 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3135637890907823 --levyFlightMutationStepSize 0.9231142869704467 --selection boltzmann --boltzmannTemperature 17.179859655034264 
EP=0.39305782218999674 HVMinus=-0.5849078268301632 | --algorithmResult externalArchive --populationSizeWithArchive 57 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.3475327393536558 --mutationRepairStrategy bounds --powerLawMutationDelta 6.9905292878596565 --selection stochasticUniversalSampling 
EP=0.39352944775616333 HVMinus=-0.5850682585715158 | --algorithmResult externalArchive --populationSizeWithArchive 10 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.49952181358347786 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8580031800497824 --blxAlphaBetaCrossoverAlpha 0.5887652540366051 --mutation powerLaw --mutationProbabilityFactor 1.0140431798108829 --mutationRepairStrategy round --powerLawMutationDelta 8.58059716132957 --selection stochasticUniversalSampling 
EP=0.3933270608449826 HVMinus=-0.5849635391052359 | --algorithmResult externalArchive --populationSizeWithArchive 103 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6599513191136079 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3993885757729151 --mutation levyFlight --mutationProbabilityFactor 1.1669591799204853 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6655298343557143 --levyFlightMutationStepSize 0.9817089782386178 --selection random 

# Evaluation: 600
EP=0.39107449637591324 HVMinus=-0.5848928233515425 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6851268258968815 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.39049631114386696 --mutation levyFlight --mutationProbabilityFactor 0.8647087212448524 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3135637890907823 --levyFlightMutationStepSize 0.9231142869704467 --selection boltzmann --boltzmannTemperature 17.179859655034264 
EP=0.3921181714221234 HVMinus=-0.5851751273704492 | --algorithmResult externalArchive --populationSizeWithArchive 56 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9758665301348093 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.3475327393536558 --mutationRepairStrategy bounds --powerLawMutationDelta 6.9905292878596565 --selection stochasticUniversalSampling 
EP=0.39335202047690726 HVMinus=-0.5851838620208301 | --algorithmResult externalArchive --populationSizeWithArchive 57 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.3475327393536558 --mutationRepairStrategy bounds --powerLawMutationDelta 7.027721357669046 --selection stochasticUniversalSampling 

# Evaluation: 700
EP=0.39107449637591324 HVMinus=-0.5848928233515425 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6851268258968815 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.39049631114386696 --mutation levyFlight --mutationProbabilityFactor 0.8647087212448524 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3135637890907823 --levyFlightMutationStepSize 0.9231142869704467 --selection boltzmann --boltzmannTemperature 17.179859655034264 
EP=0.39336395312477473 HVMinus=-0.5852704225578148 | --algorithmResult externalArchive --populationSizeWithArchive 10 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5365030406048636 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8580031800497824 --blxAlphaBetaCrossoverAlpha 0.5887652540366051 --mutation powerLaw --mutationProbabilityFactor 1.0140431798108829 --mutationRepairStrategy round --powerLawMutationDelta 8.58059716132957 --selection stochasticUniversalSampling 
EP=0.39203667748980847 HVMinus=-0.5852567302999042 | --algorithmResult externalArchive --populationSizeWithArchive 10 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5127746576808241 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8747318220158906 --blxAlphaBetaCrossoverAlpha 0.588753649104269 --mutation powerLaw --mutationProbabilityFactor 0.9870223957678208 --mutationRepairStrategy bounds --powerLawMutationDelta 8.58059716132957 --selection random 
EP=0.3914517898395167 HVMinus=-0.5851024279926423 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.337182834099229 --mutationRepairStrategy round --powerLawMutationDelta 9.965276470148629 --selection stochasticUniversalSampling 

# Evaluation: 800
EP=0.39107449637591324 HVMinus=-0.5848928233515425 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6851268258968815 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.39049631114386696 --mutation levyFlight --mutationProbabilityFactor 0.8647087212448524 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3135637890907823 --levyFlightMutationStepSize 0.9231142869704467 --selection boltzmann --boltzmannTemperature 17.179859655034264 
EP=0.39336395312477473 HVMinus=-0.5852704225578148 | --algorithmResult externalArchive --populationSizeWithArchive 10 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5365030406048636 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8580031800497824 --blxAlphaBetaCrossoverAlpha 0.5887652540366051 --mutation powerLaw --mutationProbabilityFactor 1.0140431798108829 --mutationRepairStrategy round --powerLawMutationDelta 8.58059716132957 --selection stochasticUniversalSampling 
EP=0.39203667748980847 HVMinus=-0.5852567302999042 | --algorithmResult externalArchive --populationSizeWithArchive 10 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5127746576808241 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8747318220158906 --blxAlphaBetaCrossoverAlpha 0.588753649104269 --mutation powerLaw --mutationProbabilityFactor 0.9870223957678208 --mutationRepairStrategy bounds --powerLawMutationDelta 8.58059716132957 --selection random 
EP=0.3914517898395167 HVMinus=-0.5851024279926423 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.337182834099229 --mutationRepairStrategy round --powerLawMutationDelta 9.965276470148629 --selection stochasticUniversalSampling 

# Evaluation: 900
EP=0.39107449637591324 HVMinus=-0.5848928233515425 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6851268258968815 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.39049631114386696 --mutation levyFlight --mutationProbabilityFactor 0.8647087212448524 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3135637890907823 --levyFlightMutationStepSize 0.9231142869704467 --selection boltzmann --boltzmannTemperature 17.179859655034264 
EP=0.3914517898395167 HVMinus=-0.5851024279926423 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.337182834099229 --mutationRepairStrategy round --powerLawMutationDelta 9.965276470148629 --selection stochasticUniversalSampling 
EP=0.39170131339564923 HVMinus=-0.5853778992062695 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8967290856100825 --mutation powerLaw --mutationProbabilityFactor 1.332565611930834 --mutationRepairStrategy round --powerLawMutationDelta 9.716990628831558 --selection stochasticUniversalSampling 

# Evaluation: 1000
EP=0.39107449637591324 HVMinus=-0.5848928233515425 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6851268258968815 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.39049631114386696 --mutation levyFlight --mutationProbabilityFactor 0.8647087212448524 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3135637890907823 --levyFlightMutationStepSize 0.9231142869704467 --selection boltzmann --boltzmannTemperature 17.179859655034264 
EP=0.3914517898395167 HVMinus=-0.5851024279926423 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.337182834099229 --mutationRepairStrategy round --powerLawMutationDelta 9.965276470148629 --selection stochasticUniversalSampling 
EP=0.39147730896011473 HVMinus=-0.5854643365387872 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.337182834099229 --mutationRepairStrategy round --powerLawMutationDelta 9.965276470148629 --selection stochasticUniversalSampling 

# Evaluation: 1100
EP=0.39147730896011473 HVMinus=-0.5854643365387872 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.337182834099229 --mutationRepairStrategy round --powerLawMutationDelta 9.965276470148629 --selection stochasticUniversalSampling 
EP=0.39125688356378885 HVMinus=-0.5853544366302333 | --algorithmResult externalArchive --populationSizeWithArchive 60 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9003453294048861 --mutation powerLaw --mutationProbabilityFactor 1.3476390633896063 --mutationRepairStrategy round --powerLawMutationDelta 9.986971685214572 --selection stochasticUniversalSampling 
EP=0.39259170100939017 HVMinus=-0.5855460494914858 | --algorithmResult externalArchive --populationSizeWithArchive 54 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.683153207777436 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.3465101521242198 --mutationRepairStrategy round --powerLawMutationDelta 8.600159593664765 --selection stochasticUniversalSampling 
EP=0.3909551442195632 HVMinus=-0.5851019059361126 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8967290856100825 --mutation powerLaw --mutationProbabilityFactor 1.332565611930834 --mutationRepairStrategy round --powerLawMutationDelta 9.716990628831558 --selection stochasticUniversalSampling 

# Evaluation: 1200
EP=0.39147730896011473 HVMinus=-0.5854643365387872 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.337182834099229 --mutationRepairStrategy round --powerLawMutationDelta 9.965276470148629 --selection stochasticUniversalSampling 
EP=0.39125688356378885 HVMinus=-0.5853544366302333 | --algorithmResult externalArchive --populationSizeWithArchive 60 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9003453294048861 --mutation powerLaw --mutationProbabilityFactor 1.3476390633896063 --mutationRepairStrategy round --powerLawMutationDelta 9.986971685214572 --selection stochasticUniversalSampling 
EP=0.39259170100939017 HVMinus=-0.5855460494914858 | --algorithmResult externalArchive --populationSizeWithArchive 54 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.683153207777436 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.896549528506194 --mutation powerLaw --mutationProbabilityFactor 1.3465101521242198 --mutationRepairStrategy round --powerLawMutationDelta 8.600159593664765 --selection stochasticUniversalSampling 
EP=0.3909551442195632 HVMinus=-0.5851019059361126 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8967290856100825 --mutation powerLaw --mutationProbabilityFactor 1.332565611930834 --mutationRepairStrategy round --powerLawMutationDelta 9.716990628831558 --selection stochasticUniversalSampling 
EP=0.3910205631213657 HVMinus=-0.5852577218239398 | --algorithmResult externalArchive --populationSizeWithArchive 60 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8967083605524333 --mutation powerLaw --mutationProbabilityFactor 1.3531942635235639 --mutationRepairStrategy round --powerLawMutationDelta 9.965276470148629 --selection stochasticUniversalSampling 
EP=0.3923956824839799 HVMinus=-0.5855078747609596 | --algorithmResult externalArchive --populationSizeWithArchive 58 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9452668806331664 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8967290856100825 --mutation powerLaw --mutationProbabilityFactor 1.332565611930834 --mutationRepairStrategy round --powerLawMutationDelta 9.716990628831558 --selection stochasticUniversalSampling 
