# Evaluation: 0

# Evaluation: 100
EP=0.18909937967098192 HVMinus=-0.5815437264195777 | --algorithmResult externalArchive --populationSizeWithArchive 17 --archiveType crowdingDistanceArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.0488408411057446 --crossoverRepairStrategy bounds --undcCrossoverZeta 0.6799409605209229 --undcCrossoverEta 0.44954789274630746 --mutation powerLaw --mutationProbabilityFactor 1.9071027518989179 --mutationRepairStrategy round --powerLawMutationDelta 6.751539461732254 --selection boltzmann --boltzmannTemperature 52.44310909903314 
EP=0.18853452133674228 HVMinus=-0.5787914514818607 | --algorithmResult externalArchive --populationSizeWithArchive 184 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.7452227723026573 --crossoverRepairStrategy round --undcCrossoverZeta 0.5534681332423587 --undcCrossoverEta 0.15282376127547975 --mutation powerLaw --mutationProbabilityFactor 1.3237552434180093 --mutationRepairStrategy round --powerLawMutationDelta 8.789846765160974 --selection tournament --selectionTournamentSize 4 

# Evaluation: 200
EP=0.18627587170637386 HVMinus=-0.58287474806947 | --algorithmResult externalArchive --populationSizeWithArchive 145 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.3700675533382689 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.07354364715038386 --blxAlphaBetaCrossoverAlpha 0.6091744689907049 --mutation powerLaw --mutationProbabilityFactor 0.9246155175187634 --mutationRepairStrategy bounds --powerLawMutationDelta 7.0670880639415286 --selection boltzmann --boltzmannTemperature 61.526176761378665 

# Evaluation: 300
EP=0.18156335440225246 HVMinus=-0.5844904379046725 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7452227723026573 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7486444593904955 --blxAlphaBetaCrossoverAlpha 0.9206377333834512 --mutation powerLaw --mutationProbabilityFactor 1.3237552434180093 --mutationRepairStrategy round --powerLawMutationDelta 8.789846765160974 --selection tournament --selectionTournamentSize 4 

# Evaluation: 400
EP=0.18156335440225246 HVMinus=-0.5844904379046725 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7452227723026573 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7486444593904955 --blxAlphaBetaCrossoverAlpha 0.9206377333834512 --mutation powerLaw --mutationProbabilityFactor 1.3237552434180093 --mutationRepairStrategy round --powerLawMutationDelta 8.789846765160974 --selection tournament --selectionTournamentSize 4 
