Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,0.0,NaN,NaN,4.0,5.0,0.0,3.0,0.23859992509768935,1.0,NaN,NaN,0.6153738988868253,0.8012365156606476,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.783427361223699,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.014255749361719,1.0,NaN,NaN
100,1,1.0,127.0,1.0,2.0,0.0,0.0,4.0,0.3942390233469938,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.9849295966186071,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.443031581985573,2.0,NaN,58.864131679818314
200,0,1.0,179.0,1.0,2.0,0.0,0.0,5.0,0.7238398526721791,2.0,NaN,NaN,NaN,NaN,0.27609763624619343,NaN,NaN,NaN,NaN,NaN,5.0,1.7938529000743146,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.937518375263878,4.0,NaN,NaN
200,1,1.0,65.0,1.0,4.0,5.0,0.0,3.0,0.5622172002500982,1.0,NaN,NaN,0.8121620612446018,0.802154582359836,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.783427361223699,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.014255749361719,1.0,NaN,NaN
300,0,1.0,179.0,1.0,2.0,0.0,0.0,5.0,0.7238398526721791,2.0,NaN,NaN,NaN,NaN,0.27609763624619343,NaN,NaN,NaN,NaN,NaN,5.0,1.7938529000743146,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.937518375263878,4.0,NaN,NaN
300,1,1.0,89.0,1.0,2.0,5.0,0.0,1.0,0.598715143791856,2.0,NaN,0.0528599542522423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.7734954863698459,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.35377643086548,2.0,NaN,74.66787054861243
400,0,1.0,179.0,1.0,2.0,0.0,0.0,5.0,0.7238398526721791,2.0,NaN,NaN,NaN,NaN,0.27609763624619343,NaN,NaN,NaN,NaN,NaN,5.0,1.7938529000743146,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.937518375263878,4.0,NaN,NaN
400,1,1.0,36.0,1.0,4.0,4.0,0.0,3.0,0.20051311587671175,2.0,NaN,NaN,0.8448696824907483,0.5697295046040219,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.5278003381294492,1.0,NaN,NaN,NaN,NaN,NaN,NaN,9.670279727499585,4.0,NaN,NaN
400,2,1.0,36.0,1.0,4.0,5.0,0.0,3.0,0.5622172002500982,2.0,NaN,NaN,0.8447088739149439,0.5730095748850438,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.7682583759167354,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.014255749361719,1.0,NaN,NaN
500,0,1.0,36.0,1.0,4.0,5.0,0.0,3.0,0.5622172002500982,2.0,NaN,NaN,0.8447088739149439,0.5730095748850438,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.7682583759167354,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.014255749361719,1.0,NaN,NaN
