Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,56.0,1.0,0.0,7.0,0.0,1.0,0.8945948858207513,1.0,NaN,0.6922005789761051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.2304305169566925,0.0,NaN,342.86169794603137,NaN,NaN,NaN,NaN,NaN,0.0,5.0,NaN
100,1,1.0,180.0,1.0,3.0,1.0,0.0,5.0,0.5473694831322142,2.0,NaN,NaN,NaN,NaN,0.3139885190100585,NaN,NaN,NaN,NaN,NaN,4.0,1.1559944507157072,1.0,NaN,NaN,NaN,NaN,1.307425178868796,0.31007213313839443,NaN,2.0,NaN,47.84710370664132
200,0,1.0,180.0,1.0,3.0,1.0,0.0,5.0,0.5473694831322142,2.0,NaN,NaN,NaN,NaN,0.3139885190100585,NaN,NaN,NaN,NaN,NaN,4.0,1.1559944507157072,1.0,NaN,NaN,NaN,NaN,1.307425178868796,0.31007213313839443,NaN,2.0,NaN,47.84710370664132
200,1,1.0,179.0,1.0,3.0,7.0,0.0,5.0,0.5473694831322142,2.0,NaN,NaN,NaN,NaN,0.3139885190100585,NaN,NaN,NaN,NaN,NaN,4.0,1.1559944507157072,1.0,NaN,NaN,NaN,NaN,1.3111176626066596,0.7209926128273438,NaN,0.0,3.0,NaN
200,2,1.0,41.0,1.0,3.0,7.0,0.0,1.0,0.5652154959676826,1.0,NaN,0.4941314436358557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.9079453545462932,2.0,0.9139597630147666,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,24.35715961220703
300,0,1.0,179.0,1.0,3.0,7.0,0.0,5.0,0.5325867700565617,2.0,NaN,NaN,NaN,NaN,0.30509592846624833,NaN,NaN,NaN,NaN,NaN,4.0,1.1559944507157072,1.0,NaN,NaN,NaN,NaN,1.3111176626066596,0.7209926128273438,NaN,0.0,3.0,NaN
400,0,1.0,179.0,1.0,3.0,7.0,0.0,5.0,0.5325867700565617,2.0,NaN,NaN,NaN,NaN,0.30509592846624833,NaN,NaN,NaN,NaN,NaN,4.0,1.1559944507157072,1.0,NaN,NaN,NaN,NaN,1.3111176626066596,0.7209926128273438,NaN,0.0,3.0,NaN
400,1,1.0,180.0,1.0,5.0,1.0,0.0,7.0,0.223904002287235,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.46413660566466486,0.37500147090836145,NaN,NaN,5.0,1.0473648095849015,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.723714953235266,2.0,NaN,80.44520276428328
500,0,1.0,179.0,1.0,3.0,7.0,0.0,5.0,0.5325867700565617,2.0,NaN,NaN,NaN,NaN,0.30509592846624833,NaN,NaN,NaN,NaN,NaN,4.0,1.1559944507157072,1.0,NaN,NaN,NaN,NaN,1.3111176626066596,0.7209926128273438,NaN,0.0,3.0,NaN
500,1,1.0,180.0,1.0,5.0,1.0,0.0,7.0,0.223904002287235,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.46413660566466486,0.37500147090836145,NaN,NaN,5.0,1.0473648095849015,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.723714953235266,2.0,NaN,80.44520276428328
500,2,1.0,95.0,1.0,4.0,2.0,0.0,5.0,0.5419813784936562,2.0,NaN,NaN,NaN,NaN,0.4150681861991422,NaN,NaN,NaN,NaN,NaN,4.0,1.1556118018794483,1.0,NaN,NaN,NaN,NaN,1.3092262000657118,0.7105958665856956,NaN,0.0,4.0,NaN
500,3,1.0,180.0,1.0,3.0,2.0,0.0,5.0,0.5473694831322142,1.0,NaN,NaN,NaN,NaN,0.3139885190100585,NaN,NaN,NaN,NaN,NaN,5.0,1.1559716694366469,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.200225053087027,0.0,3.0,NaN
600,0,1.0,179.0,1.0,3.0,7.0,0.0,5.0,0.5325867700565617,2.0,NaN,NaN,NaN,NaN,0.30509592846624833,NaN,NaN,NaN,NaN,NaN,4.0,1.1559944507157072,1.0,NaN,NaN,NaN,NaN,1.3111176626066596,0.7209926128273438,NaN,0.0,3.0,NaN
600,1,1.0,180.0,1.0,5.0,1.0,0.0,7.0,0.223904002287235,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.46413660566466486,0.37500147090836145,NaN,NaN,5.0,1.0473648095849015,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.723714953235266,2.0,NaN,80.44520276428328
600,2,1.0,95.0,1.0,4.0,2.0,0.0,5.0,0.5419813784936562,2.0,NaN,NaN,NaN,NaN,0.4150681861991422,NaN,NaN,NaN,NaN,NaN,4.0,1.1556118018794483,1.0,NaN,NaN,NaN,NaN,1.3092262000657118,0.7105958665856956,NaN,0.0,4.0,NaN
600,3,1.0,180.0,1.0,3.0,2.0,0.0,5.0,0.5473694831322142,1.0,NaN,NaN,NaN,NaN,0.3139885190100585,NaN,NaN,NaN,NaN,NaN,5.0,1.1559716694366469,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.200225053087027,0.0,3.0,NaN
600,4,1.0,187.0,1.0,2.0,1.0,0.0,5.0,0.570047463546318,2.0,NaN,NaN,NaN,NaN,0.2548658806552334,NaN,NaN,NaN,NaN,NaN,4.0,1.1626078044063344,2.0,NaN,NaN,NaN,NaN,1.310595023085864,0.8425529060527372,NaN,3.0,NaN,NaN
600,5,1.0,96.0,1.0,4.0,1.0,0.0,0.0,0.5235686449092086,2.0,274.4411607415141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.4077092841505856,1.0,NaN,NaN,NaN,NaN,NaN,NaN,5.573806473848178,0.0,9.0,NaN
600,6,1.0,180.0,1.0,3.0,2.0,0.0,5.0,0.2240310462851707,1.0,NaN,NaN,NaN,NaN,0.3139885190100585,NaN,NaN,NaN,NaN,NaN,5.0,1.1559716694366469,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.209491615723794,2.0,NaN,47.848323903305655
600,7,1.0,180.0,1.0,0.0,7.0,0.0,5.0,0.5473480884314386,2.0,NaN,NaN,NaN,NaN,0.3139885190100585,NaN,NaN,NaN,NaN,NaN,5.0,1.041115361747648,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.185679200141198,0.0,9.0,NaN
700,0,1.0,187.0,1.0,2.0,1.0,0.0,5.0,0.570047463546318,2.0,NaN,NaN,NaN,NaN,0.2548658806552334,NaN,NaN,NaN,NaN,NaN,4.0,1.1626078044063344,2.0,NaN,NaN,NaN,NaN,1.310595023085864,0.8425529060527372,NaN,3.0,NaN,NaN
700,1,1.0,180.0,1.0,0.0,7.0,0.0,5.0,0.5473480884314386,2.0,NaN,NaN,NaN,NaN,0.3139885190100585,NaN,NaN,NaN,NaN,NaN,5.0,1.041115361747648,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.185679200141198,0.0,9.0,NaN
700,2,1.0,165.0,1.0,0.0,2.0,0.0,5.0,0.5477220303354107,1.0,NaN,NaN,NaN,NaN,0.3117967577113767,NaN,NaN,NaN,NaN,NaN,5.0,1.393527226740114,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.200225053087027,0.0,3.0,NaN
700,3,1.0,180.0,1.0,5.0,2.0,0.0,5.0,0.22882954571361108,2.0,NaN,NaN,NaN,NaN,0.3139885190100585,NaN,NaN,NaN,NaN,NaN,5.0,1.1559944507157072,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.200225053087027,1.0,NaN,NaN
700,4,1.0,181.0,1.0,4.0,2.0,0.0,7.0,0.5324789456548296,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.005764225859928071,0.7353382878385698,NaN,NaN,5.0,1.1579115451870825,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.026795846527717,0.0,3.0,NaN
