Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,111.0,1.0,2.0,1.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
200,0,1.0,111.0,1.0,2.0,1.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
200,1,1.0,115.0,1.0,2.0,3.0,0.0,1.0,0.8377774717704092,2.0,NaN,0.6734731174620688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.422891791553277,0.7626270229365815,NaN,4.0,NaN,NaN
200,2,1.0,71.0,1.0,1.0,1.0,0.0,1.0,0.8240470911315312,2.0,NaN,0.6445637539075154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5178674904557885,2.0,NaN,NaN,NaN,NaN,1.5477117575308297,0.2824991942694052,NaN,0.0,5.0,NaN
300,0,1.0,111.0,1.0,2.0,1.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
300,1,1.0,115.0,1.0,2.0,3.0,0.0,1.0,0.8377774717704092,2.0,NaN,0.6734731174620688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.422891791553277,0.7626270229365815,NaN,4.0,NaN,NaN
300,2,1.0,114.0,1.0,2.0,4.0,0.0,1.0,0.8921443958712589,2.0,NaN,0.6813792796926549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.2890106377696561,0.0,NaN,NaN,NaN,NaN,1.422891791553277,0.7626502195257157,NaN,2.0,NaN,29.489058051779253
300,3,1.0,111.0,1.0,1.0,1.0,0.0,1.0,0.9019133285806935,2.0,NaN,0.9832018878287101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.2889278061044246,2.0,NaN,NaN,NaN,NaN,1.3347641990284609,0.7628596666113882,NaN,4.0,NaN,NaN
400,0,1.0,111.0,1.0,2.0,1.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
400,1,1.0,111.0,1.0,2.0,4.0,0.0,1.0,0.899679900315653,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.2890100471499511,2.0,NaN,NaN,NaN,NaN,1.423471958342889,0.7645475296268346,NaN,4.0,NaN,NaN
400,2,1.0,51.0,1.0,2.0,2.0,0.0,1.0,0.8853807991588551,2.0,NaN,0.9981750090584824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9486955376442566,2.0,NaN,NaN,NaN,NaN,1.165326389647893,0.5262574763294227,NaN,4.0,NaN,NaN
400,3,1.0,111.0,1.0,2.0,1.0,0.0,1.0,0.6713175694111081,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.089501526592407,0.7616318977433236,NaN,4.0,NaN,NaN
500,0,1.0,111.0,1.0,2.0,1.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
500,1,1.0,111.0,1.0,2.0,4.0,0.0,1.0,0.899679900315653,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.2890100471499511,2.0,NaN,NaN,NaN,NaN,1.423471958342889,0.7645475296268346,NaN,4.0,NaN,NaN
500,2,1.0,110.0,1.0,2.0,1.0,0.0,1.0,0.9232807666874189,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28899139180506866,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
500,3,1.0,52.0,1.0,2.0,1.0,0.0,3.0,0.9187503396718448,1.0,NaN,NaN,0.8813322999703257,0.8465121631751499,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.2803069205061446,0.0,NaN,NaN,NaN,NaN,1.3370245480061516,0.7648484194324414,NaN,2.0,NaN,38.51199128052092
600,0,1.0,111.0,1.0,2.0,1.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
600,1,1.0,111.0,1.0,2.0,4.0,0.0,1.0,0.899679900315653,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.2890100471499511,2.0,NaN,NaN,NaN,NaN,1.423471958342889,0.7645475296268346,NaN,4.0,NaN,NaN
600,2,1.0,110.0,1.0,2.0,1.0,0.0,1.0,0.9232807666874189,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28899139180506866,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
600,3,1.0,111.0,1.0,2.0,1.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.9622349535010366,2.0,NaN,NaN,NaN,NaN,1.4234796070604305,0.7896718009654887,NaN,4.0,NaN,NaN
600,4,1.0,52.0,1.0,2.0,3.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9675675579425442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.38738373347022814,2.0,NaN,NaN,NaN,NaN,1.3345569540482551,0.7648303015816671,NaN,4.0,NaN,NaN
700,0,1.0,111.0,1.0,2.0,1.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28898161190681515,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
700,1,1.0,110.0,1.0,2.0,1.0,0.0,1.0,0.9232807666874189,2.0,NaN,0.9685584033944064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.28899139180506866,2.0,NaN,NaN,NaN,NaN,1.4234672063198663,0.7645475296268346,NaN,4.0,NaN,NaN
700,2,1.0,52.0,1.0,2.0,3.0,0.0,1.0,0.8995695794794406,2.0,NaN,0.9675675579425442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.38738373347022814,2.0,NaN,NaN,NaN,NaN,1.3345569540482551,0.7648303015816671,NaN,4.0,NaN,NaN
