# Evaluation: 0

# Evaluation: 100
EP=0.39303471799817274 HVMinus=-0.582153900852786 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7870364965861941 --crossoverRepairStrategy random --sbxDistributionIndex 344.1173349497695 --mutation levyFlight --mutationProbabilityFactor 0.5365045366420238 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3137951497160307 --levyFlightMutationStepSize 0.6420926179233837 --selection tournament --selectionTournamentSize 3 
EP=0.39309189082168117 HVMinus=-0.5833034826657794 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.1993884147144036 --crossoverRepairStrategy round --mutation powerLaw --mutationProbabilityFactor 1.0689567984696775 --mutationRepairStrategy bounds --powerLawMutationDelta 3.816550934645322 --selection boltzmann --boltzmannTemperature 86.88353832167968 

# Evaluation: 200
EP=0.392475561951914 HVMinus=-0.5832463489188014 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType crowdingDistanceArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.43342502085493084 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.06258024592137568 --pcxCrossoverEta 0.603604341239511 --mutation powerLaw --mutationProbabilityFactor 1.2383956880486597 --mutationRepairStrategy round --powerLawMutationDelta 5.46583727317256 --selection tournament --selectionTournamentSize 7 
EP=0.39237028417859915 HVMinus=-0.5828768197719374 | --algorithmResult externalArchive --populationSizeWithArchive 121 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.33269260130483824 --crossoverRepairStrategy bounds --mutation levyFlight --mutationProbabilityFactor 1.9172565507491963 --mutationRepairStrategy round --levyFlightMutationBeta 1.5651532077328802 --levyFlightMutationStepSize 0.5051549807129555 --selection ranking 
EP=0.39252016280375185 HVMinus=-0.5847002984305351 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.3543690385645642 --crossoverRepairStrategy random --sbxDistributionIndex 380.4872426554362 --mutation powerLaw --mutationProbabilityFactor 1.3297698407652816 --mutationRepairStrategy round --powerLawMutationDelta 9.661134981338913 --selection boltzmann --boltzmannTemperature 49.048567790026524 
EP=0.392299877238038 HVMinus=-0.5821216009821977 | --algorithmResult externalArchive --populationSizeWithArchive 22 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.813674654902967 --crossoverRepairStrategy bounds --sbxDistributionIndex 67.35784683932926 --mutation levyFlight --mutationProbabilityFactor 0.3344048226221883 --mutationRepairStrategy round --levyFlightMutationBeta 1.7456110132356208 --levyFlightMutationStepSize 0.5378143871256791 --selection stochasticUniversalSampling 

# Evaluation: 300
EP=0.3925407330929181 HVMinus=-0.5848075765046699 | --algorithmResult externalArchive --populationSizeWithArchive 40 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.1949209027690323 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7671350916090067 --blxAlphaBetaCrossoverAlpha 0.019561128727914934 --mutation powerLaw --mutationProbabilityFactor 1.0632165770223079 --mutationRepairStrategy bounds --powerLawMutationDelta 8.511174337755435 --selection stochasticUniversalSampling 
EP=0.39236863013031514 HVMinus=-0.5844614586108294 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.33851470910828535 --crossoverRepairStrategy random --sbxDistributionIndex 380.4872426554362 --mutation powerLaw --mutationProbabilityFactor 1.3297698407652816 --mutationRepairStrategy round --powerLawMutationDelta 9.661134981338913 --selection boltzmann --boltzmannTemperature 49.048567790026524 
EP=0.3924520220539694 HVMinus=-0.5847166851010692 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.20578560726701284 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.4730174809234781 --blxAlphaBetaCrossoverAlpha 0.019561128727914934 --mutation powerLaw --mutationProbabilityFactor 1.0689567984696775 --mutationRepairStrategy bounds --powerLawMutationDelta 8.164066251121298 --selection random 
EP=0.3922763708890253 HVMinus=-0.5841821758683737 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.8016657095932074 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.2847637380618287 --pcxCrossoverEta 0.6029366107095172 --mutation powerLaw --mutationProbabilityFactor 1.06038391838445 --mutationRepairStrategy round --powerLawMutationDelta 8.499934966836268 --selection stochasticUniversalSampling 

# Evaluation: 400
EP=0.3911383944763569 HVMinus=-0.5830558213882537 | --algorithmResult externalArchive --populationSizeWithArchive 40 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.5248682296057212 --crossoverRepairStrategy round --fuzzyRecombinationCrossoverAlpha 0.1232618947298455 --mutation powerLaw --mutationProbabilityFactor 1.0632165770223079 --mutationRepairStrategy bounds --powerLawMutationDelta 8.511174337755435 --selection stochasticUniversalSampling 
EP=0.39241619865881416 HVMinus=-0.585004291997408 | --algorithmResult externalArchive --populationSizeWithArchive 19 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8427933123566435 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.81885308886353 --mutation powerLaw --mutationProbabilityFactor 1.39960357963265 --mutationRepairStrategy bounds --powerLawMutationDelta 5.383494568422837 --selection stochasticUniversalSampling 
EP=0.3917691392292033 HVMinus=-0.5847339684847785 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.20578560726701284 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.3304338492512829 --blxAlphaBetaCrossoverAlpha 0.023697634320439614 --mutation powerLaw --mutationProbabilityFactor 1.0689567984696775 --mutationRepairStrategy bounds --powerLawMutationDelta 8.164066251121298 --selection random 
