0.5,0.45,0.5,0.5,0.875,0.4,0.4
1.5,1.35,1.5,1.5,2.265,1.2,1.2
0.5,1.35,1.5,1.5,2.21395688467586,0.4,0.4
1.5,0.45,1.5,1.5,2.265,1.2,1.2
1.5,1.35,0.5,0.5,0.875,0.4,0.45750985684645074
0.5,0.45,1.5,1.5,2.265,1.2,0.4
0.5,1.35,1.5,1.2805021290754441,1.3485838733891335,0.4,0.4
1.5,1.35,1.5,1.5,2.265,1.2,1.2
1.5,0.45,0.5,1.5,2.265,0.4,1.2
1.2856288955931512,1.35,1.5,0.5,2.265,1.2,0.6584216362745297
1.2116212926955443,0.45,0.5,0.5,2.265,1.1951706713724228,1.2
1.5,1.3363137092590711,0.5,1.5,2.265,0.4,1.1930679278499803
0.5,0.45,0.5,0.5,2.265,1.2,0.4
1.5,1.35,0.5,1.5,2.265,0.4,1.2
0.5,0.9011201128053205,1.5,1.5,2.265,1.2,0.5200243031257077
0.5,1.35,0.5,0.5,0.875,0.4,0.4
0.5135506267562185,1.35,1.5,1.5,2.265,1.2,1.2
0.5,0.5293091561264631,0.7584435893189143,1.5,2.022411967488335,1.0050197719306293,0.6372329355611706
0.5,1.35,1.5,0.5,2.265,0.4,1.1930679278499803
0.5,0.45,0.5,0.9856751474156232,2.2157671588605066,1.148201062633748,0.4
1.5,0.45,1.4119292076606462,1.5,2.265,1.2,1.2
1.5,0.9552436688141005,0.5,1.5,2.265,0.4,1.1930679278499803
1.5,1.2509318007241106,0.5695904193807462,1.5,2.265,1.2,0.4
1.5,0.45,0.5,1.5,0.875,0.4,0.4
0.5,1.35,0.5,0.5,2.265,1.2,0.4
1.5,1.35,1.5,1.411297838605022,0.875,0.4,1.2
0.5,1.029727234175035,0.6650844007075258,1.420953278837336,1.9533867862005145,0.9082008347450623,0.4
1.5,1.35,0.5,0.5,1.5226541247947019,0.7912738364941573,1.2
0.5,0.4587488038439611,1.5,1.5,2.1525077780661865,0.4,0.4
1.5,1.35,0.5,0.5,2.265,1.2,1.1508432010880398
0.5,1.35,1.5,1.5,1.7278193692874504,1.2,0.5158502378062338
1.5,1.35,1.5,1.5,2.265,0.4,1.2
0.5,1.35,1.5,1.4947643546133431,2.265,1.2,1.2
1.5,0.7732415462159297,0.5,1.5,2.1434910071738815,0.4,1.2
0.5,0.45,0.5,0.5,0.875,1.2,0.4
0.5,0.45,0.5,1.5,0.875,0.4,0.6614998942974628
0.5,0.9011201128053205,0.5,1.0226423032849443,2.265,1.2,0.5200243031257077
0.5,1.35,0.5,0.9356941570783956,2.21395688467586,0.8017595168601566,0.4
0.5,1.35,1.5,1.3140495740930527,2.265,0.4,0.4
0.5,1.35,1.5,0.7418974329634749,2.265,1.2,0.4
1.5,0.45,1.5,1.5,2.173988893422995,1.0075859105076792,1.2
1.5,1.35,1.5,0.5,2.265,1.1994223796430674,1.2
1.5,1.35,1.5,1.5,2.265,0.4,0.4
0.5,1.35,1.4704467309405111,1.5,2.265,0.9622953965604948,1.2
1.1516071062405777,1.35,0.5,1.5,0.875,0.4,0.4
1.5,0.45,1.5,1.5,0.875,1.2,1.2
0.5,0.45,1.5,1.5,2.2300592286520486,1.1618728842917587,0.4
1.5,1.3452626387381814,1.5,1.5,2.265,1.2,1.2
1.5,1.3452626387381814,0.5,1.5,2.265,1.09972948002295,1.2
0.5,0.7732415462159297,0.5,0.5,2.1434910071738815,0.4,0.4
0.5,1.35,0.5,1.0694992426539138,0.875,1.2,1.2
1.4932794411798893,0.45,0.5,1.0059048748909238,2.2350475152100437,1.0433121227677207,0.4
0.6076991345357945,0.7661283663027341,1.1116691523755444,1.5,0.875,0.4,0.4
1.5,0.45,1.5,0.5,2.265,1.2,1.2
1.5,1.35,1.1703908375831291,0.5,2.265,1.2,1.2
0.5,0.9011201128053205,1.5,1.5,2.265,1.2,0.5200243031257077
1.5,0.7093447905085178,0.5,0.5,2.265,0.4,1.2
1.5,0.9017476566965354,1.5,1.5,2.1945555829143175,0.4,1.2
1.5,1.35,1.5,0.5,0.875,0.4,0.4
0.5,0.45,0.5,1.5,2.21395688467586,0.8017595168601566,0.4
0.5,1.35,0.5,1.0262064520617753,2.265,1.2,0.4
1.5,0.8867012162299972,0.5,1.5,2.265,1.2,0.7948079254001266
1.5,0.45,1.5,1.2118252211341187,2.265,1.2,0.4
1.5,0.45,0.5,1.5,2.265,1.2,1.2
0.5,1.3126251269233613,1.5,0.5,0.875,1.2,0.4
1.5,1.35,1.5,1.5,2.265,0.689509059761839,1.2
1.5,1.35,0.5,1.5,2.265,0.4,1.2
0.5,0.868609730275711,0.5,0.5,2.265,1.2,0.4
1.5,0.45,0.5,1.5,2.265,1.2,0.8291668803371162
0.5,0.5482064001439406,1.5,0.9140749544109561,2.265,1.0959687088688361,1.1225829597016075
1.5,0.45,1.5,1.5,2.21395688467586,0.8017595168601566,0.4
1.4107664933100814,0.45,1.5,1.5,0.875,0.4,0.4
0.5,1.35,0.5,1.5,2.265,1.0739147020895325,1.2
0.5,1.35,0.5,1.5,2.265,0.4,1.1930679278499803
1.5,1.35,0.5,0.5,0.875,0.4,0.4
1.5,0.45,0.5,0.5,0.875,1.2,0.4
1.5,0.7853335148661764,0.5,0.5,2.265,1.2,1.2
0.5974883447696285,0.8150284065827702,0.5,1.5,1.8866457223393818,1.2,0.4
1.5,0.9833133874933444,1.5,1.1333539276077476,2.265,1.2,1.2
1.5,1.0173608452912934,1.5,1.5,0.875,0.4,1.2
