# Evaluation: 100
EP=0.26451614275076873 NHV=0.3103310413146569 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.052035541501147975 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.11725132250513282 --mutation nonUniform --mutationProbabilityFactor 0.8451720649131831 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9635516035599505 --selection tournament --selectionTournamentSize 5 
EP=0.41594695023373196 NHV=0.21711631314661065 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.16016730453398242 --crossoverRepairStrategy round --sbxDistributionIndex 36.9611273733737 --mutation nonUniform --mutationProbabilityFactor 1.8846372471801816 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.661572801255521 --selection tournament --selectionTournamentSize 7 
EP=3.5198675184383825 NHV=0.2082397295156931 | --algorithmResult externalArchive --populationSizeWithArchive 134 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.2618313560696568 --crossoverRepairStrategy bounds --sbxDistributionIndex 174.92338381528273 --mutation uniform --mutationProbabilityFactor 1.5157676909421667 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.5395042067145198 --selection tournament --selectionTournamentSize 7 

# Evaluation: 150
EP=3.5198675184383825 NHV=0.2082397295156931 | --algorithmResult externalArchive --populationSizeWithArchive 134 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.2618313560696568 --crossoverRepairStrategy bounds --sbxDistributionIndex 174.92338381528273 --mutation uniform --mutationProbabilityFactor 1.5157676909421667 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.5395042067145198 --selection tournament --selectionTournamentSize 7 
EP=0.2063413794012237 NHV=0.23486481533625625 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.2615366303561422 --crossoverRepairStrategy bounds --sbxDistributionIndex 175.94795907444498 --mutation nonUniform --mutationProbabilityFactor 1.518466299505243 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9635516035599505 --selection tournament --selectionTournamentSize 5 
EP=0.29626876202505414 NHV=0.21091164908467946 | --algorithmResult externalArchive --populationSizeWithArchive 134 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.2661722859474439 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9212343120174238 --mutation nonUniform --mutationProbabilityFactor 0.8321968190746953 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9980107243899574 --selection tournament --selectionTournamentSize 7 

# Evaluation: 200
EP=0.11583752596400879 NHV=0.18916068379276965 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.16016730453398242 --crossoverRepairStrategy round --sbxDistributionIndex 35.48759273541077 --mutation nonUniform --mutationProbabilityFactor 0.8155843232843369 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.6762079684475746 --selection tournament --selectionTournamentSize 7 
EP=0.11415608582899028 NHV=0.1995862414908014 | --algorithmResult externalArchive --populationSizeWithArchive 123 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8294018689250794 --crossoverRepairStrategy round --sbxDistributionIndex 221.53225681766443 --mutation nonUniform --mutationProbabilityFactor 1.8537033199765272 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.6626476015565747 --selection tournament --selectionTournamentSize 7 

# Evaluation: 250
EP=0.11583752596400879 NHV=0.18916068379276965 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.16016730453398242 --crossoverRepairStrategy round --sbxDistributionIndex 35.48759273541077 --mutation nonUniform --mutationProbabilityFactor 0.8155843232843369 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.6762079684475746 --selection tournament --selectionTournamentSize 7 
EP=0.11415608582899028 NHV=0.1995862414908014 | --algorithmResult externalArchive --populationSizeWithArchive 123 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8294018689250794 --crossoverRepairStrategy round --sbxDistributionIndex 221.53225681766443 --mutation nonUniform --mutationProbabilityFactor 1.8537033199765272 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.6626476015565747 --selection tournament --selectionTournamentSize 7 

# Evaluation: 300
EP=0.04618052047311706 NHV=0.0935251030377429 | --algorithmResult externalArchive --populationSizeWithArchive 123 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8142738198542764 --crossoverRepairStrategy bounds --sbxDistributionIndex 173.15735705005096 --mutation nonUniform --mutationProbabilityFactor 0.8321968190746953 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9923617940092057 --selection tournament --selectionTournamentSize 7 

# Evaluation: 350
EP=0.04618052047311706 NHV=0.0935251030377429 | --algorithmResult externalArchive --populationSizeWithArchive 123 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8142738198542764 --crossoverRepairStrategy bounds --sbxDistributionIndex 173.15735705005096 --mutation nonUniform --mutationProbabilityFactor 0.8321968190746953 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9923617940092057 --selection tournament --selectionTournamentSize 7 

# Evaluation: 400
EP=0.034926306495204076 NHV=0.06434977601464156 | --algorithmResult externalArchive --populationSizeWithArchive 123 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8374770847124525 --crossoverRepairStrategy bounds --sbxDistributionIndex 161.47003793100055 --mutation nonUniform --mutationProbabilityFactor 0.8321968190746953 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9923617940092057 --selection tournament --selectionTournamentSize 7 

# Evaluation: 450
EP=0.034926306495204076 NHV=0.06434977601464156 | --algorithmResult externalArchive --populationSizeWithArchive 123 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8374770847124525 --crossoverRepairStrategy bounds --sbxDistributionIndex 161.47003793100055 --mutation nonUniform --mutationProbabilityFactor 0.8321968190746953 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9923617940092057 --selection tournament --selectionTournamentSize 7 

# Evaluation: 500
EP=0.031547294915558556 NHV=0.06181822192840989 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8206652079360238 --crossoverRepairStrategy round --sbxDistributionIndex 77.19634451705917 --mutation nonUniform --mutationProbabilityFactor 0.8260790111630886 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8970796268158655 --selection tournament --selectionTournamentSize 7 
EP=0.03537600201623512 NHV=0.056686127566292634 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8356919609220181 --crossoverRepairStrategy round --sbxDistributionIndex 223.0788965184889 --mutation nonUniform --mutationProbabilityFactor 1.0900563249024824 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9990442485723029 --selection tournament --selectionTournamentSize 7 

# Evaluation: 550
EP=0.031547294915558556 NHV=0.06181822192840989 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8206652079360238 --crossoverRepairStrategy round --sbxDistributionIndex 77.19634451705917 --mutation nonUniform --mutationProbabilityFactor 0.8260790111630886 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8970796268158655 --selection tournament --selectionTournamentSize 7 
EP=0.03537600201623512 NHV=0.056686127566292634 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8356919609220181 --crossoverRepairStrategy round --sbxDistributionIndex 223.0788965184889 --mutation nonUniform --mutationProbabilityFactor 1.0900563249024824 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9990442485723029 --selection tournament --selectionTournamentSize 7 

# Evaluation: 600
EP=0.031547294915558556 NHV=0.06181822192840989 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8206652079360238 --crossoverRepairStrategy round --sbxDistributionIndex 77.19634451705917 --mutation nonUniform --mutationProbabilityFactor 0.8260790111630886 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8970796268158655 --selection tournament --selectionTournamentSize 7 
EP=0.03537600201623512 NHV=0.056686127566292634 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8356919609220181 --crossoverRepairStrategy round --sbxDistributionIndex 223.0788965184889 --mutation nonUniform --mutationProbabilityFactor 1.0900563249024824 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9990442485723029 --selection tournament --selectionTournamentSize 7 

# Evaluation: 650
EP=0.02031567875080027 NHV=0.03511497536681292 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8206652079360238 --crossoverRepairStrategy round --sbxDistributionIndex 77.19634451705917 --mutation nonUniform --mutationProbabilityFactor 0.8260790111630886 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8970796268158655 --selection tournament --selectionTournamentSize 7 

# Evaluation: 700
EP=0.02031567875080027 NHV=0.03511497536681292 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8206652079360238 --crossoverRepairStrategy round --sbxDistributionIndex 77.19634451705917 --mutation nonUniform --mutationProbabilityFactor 0.8260790111630886 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8970796268158655 --selection tournament --selectionTournamentSize 7 

# Evaluation: 750
EP=0.02031567875080027 NHV=0.03511497536681292 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8206652079360238 --crossoverRepairStrategy round --sbxDistributionIndex 77.19634451705917 --mutation nonUniform --mutationProbabilityFactor 0.8260790111630886 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8970796268158655 --selection tournament --selectionTournamentSize 7 

# Evaluation: 800
EP=0.02031567875080027 NHV=0.03511497536681292 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8206652079360238 --crossoverRepairStrategy round --sbxDistributionIndex 77.19634451705917 --mutation nonUniform --mutationProbabilityFactor 0.8260790111630886 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8970796268158655 --selection tournament --selectionTournamentSize 7 

# Evaluation: 850
EP=0.02031567875080027 NHV=0.03511497536681292 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8206652079360238 --crossoverRepairStrategy round --sbxDistributionIndex 77.19634451705917 --mutation nonUniform --mutationProbabilityFactor 0.8260790111630886 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8970796268158655 --selection tournament --selectionTournamentSize 7 

# Evaluation: 900
EP=0.01927726950150102 NHV=0.03181825087982204 | --algorithmResult externalArchive --populationSizeWithArchive 109 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8361569565354429 --crossoverRepairStrategy round --sbxDistributionIndex 45.30979623604544 --mutation nonUniform --mutationProbabilityFactor 0.827625289559768 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9956534400102138 --selection tournament --selectionTournamentSize 7 

# Evaluation: 950
EP=0.01927726950150102 NHV=0.03181825087982204 | --algorithmResult externalArchive --populationSizeWithArchive 109 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8361569565354429 --crossoverRepairStrategy round --sbxDistributionIndex 45.30979623604544 --mutation nonUniform --mutationProbabilityFactor 0.827625289559768 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9956534400102138 --selection tournament --selectionTournamentSize 7 

# Evaluation: 1000
EP=0.01927726950150102 NHV=0.03181825087982204 | --algorithmResult externalArchive --populationSizeWithArchive 109 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8361569565354429 --crossoverRepairStrategy round --sbxDistributionIndex 45.30979623604544 --mutation nonUniform --mutationProbabilityFactor 0.827625289559768 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9956534400102138 --selection tournament --selectionTournamentSize 7 

# Evaluation: 1050
EP=0.01709699903029919 NHV=0.0297505444317012 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7640482933084405 --crossoverRepairStrategy bounds --sbxDistributionIndex 47.60605716327214 --mutation nonUniform --mutationProbabilityFactor 0.8320218822813638 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.1374538115184407 --selection tournament --selectionTournamentSize 7 

# Evaluation: 1100
EP=0.01709699903029919 NHV=0.0297505444317012 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7640482933084405 --crossoverRepairStrategy bounds --sbxDistributionIndex 47.60605716327214 --mutation nonUniform --mutationProbabilityFactor 0.8320218822813638 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.1374538115184407 --selection tournament --selectionTournamentSize 7 

# Evaluation: 1150
EP=0.01520989043934114 NHV=0.01580982328787308 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8344405454288435 --crossoverRepairStrategy bounds --sbxDistributionIndex 46.40624621381956 --mutation nonUniform --mutationProbabilityFactor 0.3873069125490838 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.20422968168417088 --selection tournament --selectionTournamentSize 7 
EP=0.014090452344206545 NHV=0.020645706491917725 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7640482933084405 --crossoverRepairStrategy bounds --sbxDistributionIndex 47.60605716327214 --mutation nonUniform --mutationProbabilityFactor 0.8320218822813638 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.1374538115184407 --selection tournament --selectionTournamentSize 7 

# Evaluation: 1200
EP=0.01520989043934114 NHV=0.01580982328787308 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8344405454288435 --crossoverRepairStrategy bounds --sbxDistributionIndex 46.40624621381956 --mutation nonUniform --mutationProbabilityFactor 0.3873069125490838 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.20422968168417088 --selection tournament --selectionTournamentSize 7 
EP=0.014090452344206545 NHV=0.020645706491917725 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7640482933084405 --crossoverRepairStrategy bounds --sbxDistributionIndex 47.60605716327214 --mutation nonUniform --mutationProbabilityFactor 0.8320218822813638 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.1374538115184407 --selection tournament --selectionTournamentSize 7 

# Evaluation: 1250
EP=0.01520989043934114 NHV=0.01580982328787308 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8344405454288435 --crossoverRepairStrategy bounds --sbxDistributionIndex 46.40624621381956 --mutation nonUniform --mutationProbabilityFactor 0.3873069125490838 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.20422968168417088 --selection tournament --selectionTournamentSize 7 
EP=0.014090452344206545 NHV=0.020645706491917725 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7640482933084405 --crossoverRepairStrategy bounds --sbxDistributionIndex 47.60605716327214 --mutation nonUniform --mutationProbabilityFactor 0.8320218822813638 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.1374538115184407 --selection tournament --selectionTournamentSize 7 

# Evaluation: 1300
EP=0.01520989043934114 NHV=0.01580982328787308 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8344405454288435 --crossoverRepairStrategy bounds --sbxDistributionIndex 46.40624621381956 --mutation nonUniform --mutationProbabilityFactor 0.3873069125490838 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.20422968168417088 --selection tournament --selectionTournamentSize 7 
EP=0.014090452344206545 NHV=0.020645706491917725 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7640482933084405 --crossoverRepairStrategy bounds --sbxDistributionIndex 47.60605716327214 --mutation nonUniform --mutationProbabilityFactor 0.8320218822813638 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.1374538115184407 --selection tournament --selectionTournamentSize 7 

