# Evaluation: 0

# Evaluation: 100
EP=0.15917690131711057 HVMinus=-0.840865675878817 | --algorithmResult population --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8718295381426735 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.35007508638825335 --blxAlphaBetaCrossoverAlpha 0.9267687676957053 --mutation uniform --mutationProbabilityFactor 1.6259546463872006 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.7893428438016513 --selection boltzmann --boltzmannTemperature 6.774786980447936 
EP=0.1560693765996122 HVMinus=-0.837331001260657 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8597390918673786 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9071316489044611 --mutation uniform --mutationProbabilityFactor 1.5489511587276923 --mutationRepairStrategy round --uniformMutationPerturbation 0.23654663666006104 --selection ranking 
EP=0.1558839255581114 HVMinus=-0.8352667734053598 | --algorithmResult externalArchive --populationSizeWithArchive 150 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.9135333463158468 --crossoverRepairStrategy bounds --sbxDistributionIndex 89.71786026656078 --mutation linkedPolynomial --mutationProbabilityFactor 1.883540484567157 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 27.403861361471222 --selection boltzmann --boltzmannTemperature 29.649653816695672 

# Evaluation: 200
EP=0.1560693765996122 HVMinus=-0.837331001260657 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8597390918673786 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9071316489044611 --mutation uniform --mutationProbabilityFactor 1.5489511587276923 --mutationRepairStrategy round --uniformMutationPerturbation 0.23654663666006104 --selection ranking 
EP=0.1558839255581114 HVMinus=-0.8352667734053598 | --algorithmResult externalArchive --populationSizeWithArchive 150 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.9135333463158468 --crossoverRepairStrategy bounds --sbxDistributionIndex 89.71786026656078 --mutation linkedPolynomial --mutationProbabilityFactor 1.883540484567157 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 27.403861361471222 --selection boltzmann --boltzmannTemperature 29.649653816695672 
EP=0.15648026427885928 HVMinus=-0.8407811801542111 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.14314217956596587 --crossoverRepairStrategy round --laplaceCrossoverScale 0.31615288343488773 --mutation levyFlight --mutationProbabilityFactor 0.7948184243503191 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7895686315691433 --levyFlightMutationStepSize 0.4792657526617515 --selection tournament --selectionTournamentSize 9 
EP=0.15889210245791116 HVMinus=-0.8409846160991208 | --algorithmResult population --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.437288224456747 --crossoverRepairStrategy random --mutation levyFlight --mutationProbabilityFactor 1.6686365643377403 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.4026281088891925 --levyFlightMutationStepSize 0.5916138597997143 --selection boltzmann --boltzmannTemperature 44.70334608841846 
EP=0.15906029972162622 HVMinus=-0.8417048255638441 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.5019555879940603 --crossoverRepairStrategy random --mutation levyFlight --mutationProbabilityFactor 1.1273596547815 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1223551814250396 --levyFlightMutationStepSize 0.593281493682221 --selection ranking 
EP=0.1578748201685157 HVMinus=-0.8408084547383393 | --algorithmResult externalArchive --populationSizeWithArchive 64 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.6812787886710294 --crossoverRepairStrategy random --sbxDistributionIndex 218.09268149609778 --mutation levyFlight --mutationProbabilityFactor 1.66022988848209 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3386368947966898 --levyFlightMutationStepSize 0.5650687660646071 --selection random 
EP=0.15622695360518374 HVMinus=-0.8391990425455024 | --algorithmResult externalArchive --populationSizeWithArchive 151 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.8699286464602439 --crossoverRepairStrategy bounds --sbxDistributionIndex 27.840452564710517 --mutation polynomial --mutationProbabilityFactor 1.9497533238902198 --mutationRepairStrategy bounds --polynomialMutationDistributionIndex 12.353320121727712 --selection boltzmann --boltzmannTemperature 2.8091061539656152 

# Evaluation: 300
EP=0.1540426047726606 HVMinus=-0.8439443951148456 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.8679264398581676 --crossoverRepairStrategy random --mutation levyFlight --mutationProbabilityFactor 1.0544701305906916 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1050148490196314 --levyFlightMutationStepSize 0.7947966865023842 --selection random 
EP=0.15740969902521978 HVMinus=-0.8440424763387326 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.8679264398581676 --crossoverRepairStrategy random --mutation levyFlight --mutationProbabilityFactor 1.0592922084419134 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1109965614649682 --levyFlightMutationStepSize 0.8072702256406756 --selection boltzmann --boltzmannTemperature 3.443092270707477 

# Evaluation: 400
EP=0.1540426047726606 HVMinus=-0.8439443951148456 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.8679264398581676 --crossoverRepairStrategy random --mutation levyFlight --mutationProbabilityFactor 1.0544701305906916 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1050148490196314 --levyFlightMutationStepSize 0.7947966865023842 --selection random 
EP=0.15581143553469487 HVMinus=-0.8440845999778112 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8839809005974624 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.35007508638825335 --blxAlphaBetaCrossoverAlpha 0.9764716952171322 --mutation uniform --mutationProbabilityFactor 1.6017635501504277 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.9151895040791621 --selection boltzmann --boltzmannTemperature 6.774786980447936 
EP=0.1527404673829287 HVMinus=-0.8362475539455344 | --algorithmResult externalArchive --populationSizeWithArchive 150 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.9135333463158468 --crossoverRepairStrategy random --sbxDistributionIndex 381.9293351146475 --mutation linkedPolynomial --mutationProbabilityFactor 1.6774230448502934 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 27.403861361471222 --selection boltzmann --boltzmannTemperature 29.649653816695672 
EP=0.15621804471837586 HVMinus=-0.8467622773172757 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8718295381426735 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.35217503330728483 --blxAlphaBetaCrossoverAlpha 0.9267687676957053 --mutation uniform --mutationProbabilityFactor 1.0710041104306955 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.7893428438016513 --selection boltzmann --boltzmannTemperature 6.774786980447936 

# Evaluation: 500
EP=0.1527404673829287 HVMinus=-0.8362475539455344 | --algorithmResult externalArchive --populationSizeWithArchive 150 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.9135333463158468 --crossoverRepairStrategy random --sbxDistributionIndex 381.9293351146475 --mutation linkedPolynomial --mutationProbabilityFactor 1.6774230448502934 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 27.403861361471222 --selection boltzmann --boltzmannTemperature 29.649653816695672 
EP=0.15287689589448297 HVMinus=-0.8468097221030642 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8711861275230303 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.22552514310836436 --blxAlphaBetaCrossoverAlpha 0.7155451364759748 --mutation levyFlight --mutationProbabilityFactor 1.0544701305906916 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1050148490196314 --levyFlightMutationStepSize 0.7947966865023842 --selection random 

# Evaluation: 600
EP=0.15287689589448297 HVMinus=-0.8468097221030642 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8711861275230303 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.22552514310836436 --blxAlphaBetaCrossoverAlpha 0.7155451364759748 --mutation levyFlight --mutationProbabilityFactor 1.0544701305906916 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1050148490196314 --levyFlightMutationStepSize 0.7947966865023842 --selection random 
EP=0.15244629794393716 HVMinus=-0.8443772469817837 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.8706619693630374 --crossoverRepairStrategy random --mutation levyFlight --mutationProbabilityFactor 1.0652824595185024 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0303287465663167 --levyFlightMutationStepSize 0.8088727682694293 --selection random 
EP=0.1523755693787059 HVMinus=-0.8440887443242534 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.8731431365789107 --crossoverRepairStrategy random --mutation levyFlight --mutationProbabilityFactor 1.0592922084419134 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1109965614649682 --levyFlightMutationStepSize 0.825788814410068 --selection boltzmann --boltzmannTemperature 30.09928329349884 
EP=0.1555409272830372 HVMinus=-0.8479659004085655 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9135333463158468 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7535358780887087 --blxAlphaBetaCrossoverAlpha 0.7229847760012422 --mutation levyFlight --mutationProbabilityFactor 1.6694747780623456 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1195874582618037 --levyFlightMutationStepSize 0.16444411347294902 --selection ranking 

# Evaluation: 700
EP=0.1555409272830372 HVMinus=-0.8479659004085655 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9135333463158468 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7535358780887087 --blxAlphaBetaCrossoverAlpha 0.7229847760012422 --mutation levyFlight --mutationProbabilityFactor 1.6694747780623456 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1195874582618037 --levyFlightMutationStepSize 0.16444411347294902 --selection ranking 
EP=0.15161297551474803 HVMinus=-0.847690706173229 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9135333463158468 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.35938395346414004 --blxAlphaBetaCrossoverAlpha 0.7229847760012422 --mutation uniform --mutationProbabilityFactor 1.0943294188568058 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.7876815245626991 --selection boltzmann --boltzmannTemperature 7.405586626759719 
EP=0.15559990347072078 HVMinus=-0.8483029401963227 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9135333463158468 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7535358780887087 --blxAlphaBetaCrossoverAlpha 0.7229847760012422 --mutation levyFlight --mutationProbabilityFactor 1.6694747780623456 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1195874582618037 --levyFlightMutationStepSize 0.16444411347294902 --selection ranking 
EP=0.15570891789525926 HVMinus=-0.8485168520513241 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8711599860397888 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8955413314841849 --blxAlphaBetaCrossoverAlpha 0.9121475214757593 --mutation uniform --mutationProbabilityFactor 1.051624431829055 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.8092847705216787 --selection boltzmann --boltzmannTemperature 5.12838794116455 
EP=0.15547326072393705 HVMinus=-0.8478011148394995 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9133224353369153 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7535358780887087 --blxAlphaBetaCrossoverAlpha 0.6854024423532852 --mutation levyFlight --mutationProbabilityFactor 1.6694747780623456 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.112468317793856 --levyFlightMutationStepSize 0.16444411347294902 --selection ranking 

# Evaluation: 800
