# Evaluation: 0

# Evaluation: 100
EP=0.15374903417026567 HVMinus=-0.8477850054894983 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.8336380826877917 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.47330742129992776 --mutation levyFlight --mutationProbabilityFactor 1.2503395778679216 --mutationRepairStrategy random --levyFlightMutationBeta 1.206204714329035 --levyFlightMutationStepSize 0.986388159979956 --selection boltzmann --boltzmannTemperature 21.215875425292356 
EP=0.1539123596048769 HVMinus=-0.8483537375894363 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.840109132873413 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7394847769862914 --blxAlphaBetaCrossoverAlpha 0.8933046253802828 --mutation uniform --mutationProbabilityFactor 0.18011305932562527 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.40441407162135534 --selection ranking 
EP=0.15208994270206316 HVMinus=-0.8474674891339523 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.22661401980500262 --crossoverRepairStrategy round --pcxCrossoverZeta 0.4846338573565596 --pcxCrossoverEta 0.4778005615078387 --mutation powerLaw --mutationProbabilityFactor 0.8944660863665257 --mutationRepairStrategy round --powerLawMutationDelta 6.67031359370186 --selection boltzmann --boltzmannTemperature 81.90548031672726 

# Evaluation: 200
EP=0.15204222510086687 HVMinus=-0.8488235571848829 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7637971098522078 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7865498475719824 --mutation powerLaw --mutationProbabilityFactor 0.22254284768307753 --mutationRepairStrategy bounds --powerLawMutationDelta 2.706975779969267 --selection stochasticUniversalSampling 
EP=0.1523291296213736 HVMinus=-0.850737130036385 | --algorithmResult externalArchive --populationSizeWithArchive 60 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.5947731814885169 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9440360005215258 --mutation linkedPolynomial --mutationProbabilityFactor 0.7246121158743255 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 379.6891899790487 --selection ranking 
EP=0.1516599760970572 HVMinus=-0.8464180387293713 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7553928954874071 --crossoverRepairStrategy round --pcxCrossoverZeta 0.5020530300907523 --pcxCrossoverEta 0.26779164144854656 --mutation powerLaw --mutationProbabilityFactor 0.8944660863665257 --mutationRepairStrategy bounds --powerLawMutationDelta 6.444303379980643 --selection boltzmann --boltzmannTemperature 81.90548031672726 
EP=0.15198620928199172 HVMinus=-0.8479179405575022 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.22661401980500262 --crossoverRepairStrategy round --pcxCrossoverZeta 0.4846338573565596 --pcxCrossoverEta 0.42111603351854876 --mutation powerLaw --mutationProbabilityFactor 0.8944660863665257 --mutationRepairStrategy round --powerLawMutationDelta 6.67031359370186 --selection boltzmann --boltzmannTemperature 81.90548031672726 

# Evaluation: 300
EP=0.1512775167331566 HVMinus=-0.8499188098940944 | --algorithmResult externalArchive --populationSizeWithArchive 127 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.3832318676885784 --crossoverRepairStrategy round --pcxCrossoverZeta 0.4407723601285696 --pcxCrossoverEta 0.10657329575179231 --mutation powerLaw --mutationProbabilityFactor 0.8922753849150195 --mutationRepairStrategy round --powerLawMutationDelta 5.0759827265971085 --selection random 
EP=0.1517481975394386 HVMinus=-0.8507515847864686 | --algorithmResult externalArchive --populationSizeWithArchive 71 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9591891518166714 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.5718399765522718 --mutation powerLaw --mutationProbabilityFactor 1.15987416778691 --mutationRepairStrategy bounds --powerLawMutationDelta 8.058376182155408 --selection stochasticUniversalSampling 

# Evaluation: 400
EP=0.1517481975394386 HVMinus=-0.8507515847864686 | --algorithmResult externalArchive --populationSizeWithArchive 71 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9591891518166714 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.5718399765522718 --mutation powerLaw --mutationProbabilityFactor 1.15987416778691 --mutationRepairStrategy bounds --powerLawMutationDelta 8.058376182155408 --selection stochasticUniversalSampling 
EP=0.152082088498265 HVMinus=-0.8510090343131589 | --algorithmResult externalArchive --populationSizeWithArchive 60 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.5990407514293162 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.793046342928779 --mutation linkedPolynomial --mutationProbabilityFactor 0.5845202682567348 --mutationRepairStrategy bounds --linkedPolynomialMutationDistributionIndex 378.50520509817534 --selection ranking 
EP=0.15155009996111635 HVMinus=-0.8504017536797223 | --algorithmResult externalArchive --populationSizeWithArchive 11 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.6266297635929635 --crossoverRepairStrategy round --pcxCrossoverZeta 0.4071390017404987 --pcxCrossoverEta 0.4216568226181252 --mutation powerLaw --mutationProbabilityFactor 0.9015662080751783 --mutationRepairStrategy round --powerLawMutationDelta 6.67031359370186 --selection boltzmann --boltzmannTemperature 81.49334250660596 
EP=0.15132337632395926 HVMinus=-0.8501588056776435 | --algorithmResult externalArchive --populationSizeWithArchive 69 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.3527678436027911 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.5717971756425128 --mutation powerLaw --mutationProbabilityFactor 1.15987416778691 --mutationRepairStrategy round --powerLawMutationDelta 8.058376182155408 --selection tournament --selectionTournamentSize 8 
EP=0.15127131986242492 HVMinus=-0.8500843732347779 | --algorithmResult externalArchive --populationSizeWithArchive 69 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.35959747840948264 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.5717908540363098 --mutation powerLaw --mutationProbabilityFactor 1.249625731314397 --mutationRepairStrategy round --powerLawMutationDelta 6.435018817548631 --selection ranking 
EP=0.151745095423337 HVMinus=-0.8504915102269944 | --algorithmResult externalArchive --populationSizeWithArchive 71 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9591891518166714 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.5718399765522718 --mutation powerLaw --mutationProbabilityFactor 0.8982044162951124 --mutationRepairStrategy bounds --powerLawMutationDelta 8.092999799339571 --selection stochasticUniversalSampling 
EP=0.1514842872260574 HVMinus=-0.8502290781322841 | --algorithmResult externalArchive --populationSizeWithArchive 69 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.35959747840948264 --crossoverRepairStrategy round --pcxCrossoverZeta 0.4414454417534627 --pcxCrossoverEta 0.16733719673556402 --mutation powerLaw --mutationProbabilityFactor 1.15987416778691 --mutationRepairStrategy round --powerLawMutationDelta 8.167919216900941 --selection tournament --selectionTournamentSize 8 

# Evaluation: 500
EP=0.15052085331598386 HVMinus=-0.8508132576735664 | --algorithmResult externalArchive --populationSizeWithArchive 131 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9652198005333711 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3647993825677234 --mutation powerLaw --mutationProbabilityFactor 1.1520889303223791 --mutationRepairStrategy round --powerLawMutationDelta 3.320719918802588 --selection tournament --selectionTournamentSize 8 
EP=0.15072598434290857 HVMinus=-0.8512330557903451 | --algorithmResult externalArchive --populationSizeWithArchive 130 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.8659405101742997 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3676946960111074 --mutation levyFlight --mutationProbabilityFactor 0.9526526648732334 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1935418834443225 --levyFlightMutationStepSize 0.9530367795786823 --selection tournament --selectionTournamentSize 8 

# Evaluation: 600
EP=0.15052085331598386 HVMinus=-0.8508132576735664 | --algorithmResult externalArchive --populationSizeWithArchive 131 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9652198005333711 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3647993825677234 --mutation powerLaw --mutationProbabilityFactor 1.1520889303223791 --mutationRepairStrategy round --powerLawMutationDelta 3.320719918802588 --selection tournament --selectionTournamentSize 8 
EP=0.15072598434290857 HVMinus=-0.8512330557903451 | --algorithmResult externalArchive --populationSizeWithArchive 130 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.8659405101742997 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3676946960111074 --mutation levyFlight --mutationProbabilityFactor 0.9526526648732334 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1935418834443225 --levyFlightMutationStepSize 0.9530367795786823 --selection tournament --selectionTournamentSize 8 
EP=0.15168822459311912 HVMinus=-0.8513497517306445 | --algorithmResult externalArchive --populationSizeWithArchive 130 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.860057817654687 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3676946960111074 --mutation levyFlight --mutationProbabilityFactor 0.9526526648732334 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1935418834443225 --levyFlightMutationStepSize 0.9511735498017556 --selection tournament --selectionTournamentSize 8 

# Evaluation: 700
EP=0.15052085331598386 HVMinus=-0.8508132576735664 | --algorithmResult externalArchive --populationSizeWithArchive 131 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9652198005333711 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3647993825677234 --mutation powerLaw --mutationProbabilityFactor 1.1520889303223791 --mutationRepairStrategy round --powerLawMutationDelta 3.320719918802588 --selection tournament --selectionTournamentSize 8 
EP=0.15072598434290857 HVMinus=-0.8512330557903451 | --algorithmResult externalArchive --populationSizeWithArchive 130 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.8659405101742997 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3676946960111074 --mutation levyFlight --mutationProbabilityFactor 0.9526526648732334 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1935418834443225 --levyFlightMutationStepSize 0.9530367795786823 --selection tournament --selectionTournamentSize 8 
EP=0.15026540032651853 HVMinus=-0.8497929672012814 | --algorithmResult externalArchive --populationSizeWithArchive 132 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.40703934466117164 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.36521065855925916 --mutation levyFlight --mutationProbabilityFactor 0.895230657124667 --mutationRepairStrategy round --levyFlightMutationBeta 1.2155211896136204 --levyFlightMutationStepSize 0.956314020335905 --selection stochasticUniversalSampling 
EP=0.1507229396124037 HVMinus=-0.8510560900323902 | --algorithmResult externalArchive --populationSizeWithArchive 60 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.8658246605265789 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3650949769252231 --mutation powerLaw --mutationProbabilityFactor 0.9526526648732334 --mutationRepairStrategy bounds --powerLawMutationDelta 7.664681267112112 --selection ranking 
EP=0.1510369112484761 HVMinus=-0.8512795520139351 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.8658273109982779 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.36521065855925916 --mutation powerLaw --mutationProbabilityFactor 0.9526539358015416 --mutationRepairStrategy bounds --powerLawMutationDelta 3.267047659519667 --selection stochasticUniversalSampling 
