# Evaluation: 0

# Evaluation: 100
EP=0.06314295150653146 HVMinus=-0.8367803546040208 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6310331688215955 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6512385903007871 --blxAlphaBetaCrossoverAlpha 0.5898112162032153 --mutation linkedPolynomial --mutationProbabilityFactor 0.9262037535119327 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 365.9242341169159 --selection stochasticUniversalSampling 
EP=0.043714581483451434 HVMinus=-0.826222860475799 | --algorithmResult externalArchive --populationSizeWithArchive 17 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.25216302334941654 --crossoverRepairStrategy random --sbxDistributionIndex 19.707494750181915 --mutation nonUniform --mutationProbabilityFactor 1.672321984135322 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.8184540165410332 --selection stochasticUniversalSampling 
EP=0.04532159258102501 HVMinus=-0.8354450138091023 | --algorithmResult population --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.10332479439091546 --crossoverRepairStrategy round --mutation levyFlight --mutationProbabilityFactor 0.7843322530800794 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8570725842228657 --levyFlightMutationStepSize 0.7473682780675347 --selection stochasticUniversalSampling 

# Evaluation: 200
EP=0.039579254954157046 HVMinus=-0.8415070512974224 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.629854943136462 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6512385903007871 --blxAlphaBetaCrossoverAlpha 0.5937305347150633 --mutation linkedPolynomial --mutationProbabilityFactor 0.9260916767485455 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 365.9242341169159 --selection tournament --selectionTournamentSize 6 
EP=0.03917088352976483 HVMinus=-0.837567815508095 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.2370972607754866 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.6976368174118007 --blxAlphaBetaCrossoverAlpha 0.8539980054995253 --mutation nonUniform --mutationProbabilityFactor 0.4010535936914563 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.10190053014757439 --selection ranking 
EP=0.035586329543929755 HVMinus=-0.8350653220404701 | --algorithmResult externalArchive --populationSizeWithArchive 146 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.08898739829657543 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.4964851717134051 --pcxCrossoverEta 0.02956443198996006 --mutation nonUniform --mutationProbabilityFactor 1.86293887377385 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.1317945679241615 --selection tournament --selectionTournamentSize 5 

# Evaluation: 300
EP=0.02952292071498196 HVMinus=-0.8449759802673499 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9561935650334328 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.44619525842274277 --blxAlphaBetaCrossoverAlpha 0.8569465809991548 --mutation uniform --mutationProbabilityFactor 0.6171796177784009 --mutationRepairStrategy random --uniformMutationPerturbation 0.159205804400274 --selection ranking 
