# Evaluation: 0

# Evaluation: 100
EP=0.15604321978101215 HVMinus=-0.84133090528408 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9612871938388778 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8847419559096333 --mutation nonUniform --mutationProbabilityFactor 0.9765595106372889 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.6805037979037687 --selection boltzmann --boltzmannTemperature 98.00080304588792 

# Evaluation: 200
EP=0.15548283382088585 HVMinus=-0.8450938512786859 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9387142268182678 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8847419559096333 --mutation nonUniform --mutationProbabilityFactor 0.9765595106372889 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.2803765727800668 --selection boltzmann --boltzmannTemperature 8.15689566359191 

# Evaluation: 300
EP=0.15548283382088585 HVMinus=-0.8450938512786859 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9387142268182678 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8847419559096333 --mutation nonUniform --mutationProbabilityFactor 0.9765595106372889 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.2803765727800668 --selection boltzmann --boltzmannTemperature 8.15689566359191 
EP=0.153462109057299 HVMinus=-0.8430433917224368 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8867176587355825 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.4658603872217793 --mutation nonUniform --mutationProbabilityFactor 0.605043677783768 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.39119397967358427 --selection tournament --selectionTournamentSize 3 
EP=0.1550320296382637 HVMinus=-0.8440992101116518 | --algorithmResult externalArchive --populationSizeWithArchive 29 --archiveType crowdingDistanceArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.4075162823113883 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9016734936556666 --mutation nonUniform --mutationProbabilityFactor 0.6756560536018399 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.6146105023961065 --selection tournament --selectionTournamentSize 3 
EP=0.15619488348641855 HVMinus=-0.846252069566539 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8774684915240143 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8783755906553201 --mutation nonUniform --mutationProbabilityFactor 0.8003681640721816 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.2803765727800668 --selection boltzmann --boltzmannTemperature 8.15689566359191 

# Evaluation: 400
EP=0.153462109057299 HVMinus=-0.8430433917224368 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8867176587355825 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.4658603872217793 --mutation nonUniform --mutationProbabilityFactor 0.605043677783768 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.39119397967358427 --selection tournament --selectionTournamentSize 3 
EP=0.1550320296382637 HVMinus=-0.8440992101116518 | --algorithmResult externalArchive --populationSizeWithArchive 29 --archiveType crowdingDistanceArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.4075162823113883 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9016734936556666 --mutation nonUniform --mutationProbabilityFactor 0.6756560536018399 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.6146105023961065 --selection tournament --selectionTournamentSize 3 
EP=0.15517395325854366 HVMinus=-0.8441653950785445 | --algorithmResult externalArchive --populationSizeWithArchive 64 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8814985304244987 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.611289696174378 --blxAlphaBetaCrossoverAlpha 0.0483736167334583 --mutation powerLaw --mutationProbabilityFactor 1.9421736586538993 --mutationRepairStrategy round --powerLawMutationDelta 5.908406490744084 --selection tournament --selectionTournamentSize 8 
EP=0.15608359583380538 HVMinus=-0.8478058073413403 | --algorithmResult externalArchive --populationSizeWithArchive 30 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9387142268182678 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8847419559096333 --mutation nonUniform --mutationProbabilityFactor 0.9777821591459713 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.032779076358375764 --selection boltzmann --boltzmannTemperature 6.359766423200883 
EP=0.15542423687609935 HVMinus=-0.8453956087782315 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8774684915240143 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9696460368249662 --mutation powerLaw --mutationProbabilityFactor 0.6173735206971254 --mutationRepairStrategy round --powerLawMutationDelta 5.762612471712411 --selection boltzmann --boltzmannTemperature 7.41265377933584 
EP=0.15447237589936247 HVMinus=-0.8432111137864279 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8795495583625282 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8662612729674286 --mutation powerLaw --mutationProbabilityFactor 0.6049479161777498 --mutationRepairStrategy random --powerLawMutationDelta 2.805704416373708 --selection tournament --selectionTournamentSize 3 

# Evaluation: 500
