# Evaluation: 0

# Evaluation: 100
EP=0.15137578773746999 HVMinus=-0.8501095757627768 | --algorithmResult externalArchive --populationSizeWithArchive 135 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.7637481931146936 --crossoverRepairStrategy random --mutation powerLaw --mutationProbabilityFactor 0.8155862501432383 --mutationRepairStrategy bounds --powerLawMutationDelta 9.98045345955114 --selection ranking 

# Evaluation: 200
EP=0.15080046705706343 HVMinus=-0.8497210557276117 | --algorithmResult externalArchive --populationSizeWithArchive 69 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9513819204473474 --crossoverRepairStrategy round --laplaceCrossoverScale 0.41923227505007654 --mutation nonUniform --mutationProbabilityFactor 1.008173768047598 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.03246346276287848 --selection random 
EP=0.15117991473293427 HVMinus=-0.8510922429822024 | --algorithmResult externalArchive --populationSizeWithArchive 28 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5409341807103558 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9521121815569663 --blxAlphaBetaCrossoverAlpha 0.03655021017026727 --mutation powerLaw --mutationProbabilityFactor 1.7457307913086886 --mutationRepairStrategy bounds --powerLawMutationDelta 6.280185711818157 --selection stochasticUniversalSampling 

# Evaluation: 300
EP=0.15080046705706343 HVMinus=-0.8497210557276117 | --algorithmResult externalArchive --populationSizeWithArchive 69 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9513819204473474 --crossoverRepairStrategy round --laplaceCrossoverScale 0.41923227505007654 --mutation nonUniform --mutationProbabilityFactor 1.008173768047598 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.03246346276287848 --selection random 
EP=0.15117991473293427 HVMinus=-0.8510922429822024 | --algorithmResult externalArchive --populationSizeWithArchive 28 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5409341807103558 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9521121815569663 --blxAlphaBetaCrossoverAlpha 0.03655021017026727 --mutation powerLaw --mutationProbabilityFactor 1.7457307913086886 --mutationRepairStrategy bounds --powerLawMutationDelta 6.280185711818157 --selection stochasticUniversalSampling 

# Evaluation: 400
EP=0.15080046705706343 HVMinus=-0.8497210557276117 | --algorithmResult externalArchive --populationSizeWithArchive 69 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9513819204473474 --crossoverRepairStrategy round --laplaceCrossoverScale 0.41923227505007654 --mutation nonUniform --mutationProbabilityFactor 1.008173768047598 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.03246346276287848 --selection random 
EP=0.15117991473293427 HVMinus=-0.8510922429822024 | --algorithmResult externalArchive --populationSizeWithArchive 28 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5409341807103558 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9521121815569663 --blxAlphaBetaCrossoverAlpha 0.03655021017026727 --mutation powerLaw --mutationProbabilityFactor 1.7457307913086886 --mutationRepairStrategy bounds --powerLawMutationDelta 6.280185711818157 --selection stochasticUniversalSampling 
EP=0.15089541408183002 HVMinus=-0.8500513260235706 | --algorithmResult externalArchive --populationSizeWithArchive 146 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.8441123441064184 --crossoverRepairStrategy round --pcxCrossoverZeta 0.49982513386495786 --pcxCrossoverEta 0.44401282691109745 --mutation powerLaw --mutationProbabilityFactor 1.8364620188044865 --mutationRepairStrategy bounds --powerLawMutationDelta 9.977674401513251 --selection ranking 
EP=0.15111805014352073 HVMinus=-0.8502567491890997 | --algorithmResult externalArchive --populationSizeWithArchive 146 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.3822681484573387 --crossoverRepairStrategy round --pcxCrossoverZeta 0.479189960157349 --pcxCrossoverEta 0.5648354557799615 --mutation powerLaw --mutationProbabilityFactor 1.87567025757046 --mutationRepairStrategy round --powerLawMutationDelta 9.884866874514827 --selection boltzmann --boltzmannTemperature 52.76409228923137 

# Evaluation: 500
EP=0.15117991473293427 HVMinus=-0.8510922429822024 | --algorithmResult externalArchive --populationSizeWithArchive 28 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5409341807103558 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9521121815569663 --blxAlphaBetaCrossoverAlpha 0.03655021017026727 --mutation powerLaw --mutationProbabilityFactor 1.7457307913086886 --mutationRepairStrategy bounds --powerLawMutationDelta 6.280185711818157 --selection stochasticUniversalSampling 
EP=0.15245231495737763 HVMinus=-0.851437374526976 | --algorithmResult externalArchive --populationSizeWithArchive 135 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7674750537696743 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.9080514223316424 --blxAlphaBetaCrossoverAlpha 0.9177283781721406 --mutation powerLaw --mutationProbabilityFactor 0.8176933953064549 --mutationRepairStrategy bounds --powerLawMutationDelta 2.3069991818400517 --selection tournament --selectionTournamentSize 7 
EP=0.15117440777353214 HVMinus=-0.8505659612750966 | --algorithmResult externalArchive --populationSizeWithArchive 134 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.2933413652655737 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.9972999120190675 --blxAlphaBetaCrossoverAlpha 0.037662683828672605 --mutation powerLaw --mutationProbabilityFactor 0.7254108049736181 --mutationRepairStrategy round --powerLawMutationDelta 2.5002934066729243 --selection random 
