Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,45.0,1.0,3.0,4.0,0.0,2.0,0.24746469949994332,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.6913905083159473,1.0,NaN,NaN,NaN,NaN,1.295562074235823,0.818177852263052,NaN,2.0,NaN,57.576096320047995
200,0,1.0,45.0,1.0,3.0,4.0,0.0,2.0,0.24746469949994332,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.6913905083159473,1.0,NaN,NaN,NaN,NaN,1.295562074235823,0.818177852263052,NaN,2.0,NaN,57.576096320047995
200,1,1.0,191.0,1.0,2.0,1.0,0.0,3.0,0.47875339979623077,2.0,NaN,NaN,0.6166587511563341,0.5949126394505136,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.28553445148459433,2.0,0.13434973073803924,NaN,NaN,NaN,NaN,NaN,NaN,4.0,NaN,NaN
200,2,1.0,37.0,1.0,5.0,3.0,0.0,3.0,0.19349055468725485,1.0,NaN,NaN,0.23265051724579247,0.8969723286362693,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.6267790598010572,0.0,NaN,NaN,NaN,0.8131540209974925,NaN,NaN,NaN,4.0,NaN,NaN
300,0,1.0,45.0,1.0,2.0,4.0,0.0,2.0,0.24746469949994332,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.6818298441549917,1.0,NaN,NaN,NaN,NaN,1.0604615482024713,0.818177852263052,NaN,3.0,NaN,NaN
300,1,1.0,191.0,1.0,2.0,1.0,0.0,3.0,0.7188895095770056,2.0,NaN,NaN,0.4582918255923695,0.5949126394505136,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.2770565974326453,2.0,NaN,200.05970758225837,NaN,NaN,NaN,NaN,NaN,4.0,NaN,NaN
300,2,1.0,45.0,1.0,3.0,5.0,0.0,2.0,0.25272026672111025,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.6913905083159473,1.0,NaN,NaN,NaN,NaN,1.2974551756003359,0.45689216930735493,NaN,4.0,NaN,NaN
300,3,1.0,38.0,1.0,4.0,1.0,0.0,3.0,0.9848608802837233,1.0,NaN,NaN,0.8663500557438072,0.8981185572206072,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1.586597146241882,1.0,0.631050712426828,NaN,NaN,NaN,NaN,NaN,NaN,3.0,NaN,NaN
300,4,1.0,45.0,1.0,3.0,4.0,0.0,2.0,0.24746469949994332,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.6913905083159473,1.0,NaN,NaN,NaN,NaN,1.295562074235823,0.818177852263052,NaN,2.0,NaN,57.576096320047995
400,0,1.0,38.0,1.0,4.0,1.0,0.0,3.0,0.9848608802837233,1.0,NaN,NaN,0.9062567119558745,0.8981185572206072,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1.586597146241882,1.0,0.631050712426828,NaN,NaN,NaN,NaN,NaN,NaN,4.0,NaN,NaN
