# Evaluation: 0

# Evaluation: 100
EP=0.1900290672546365 HVMinus=-0.5819871831753357 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.49538260592166317 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9836557726215343 --mutation powerLaw --mutationProbabilityFactor 1.7277685314850126 --mutationRepairStrategy round --powerLawMutationDelta 8.768055789471656 --selection boltzmann --boltzmannTemperature 35.259656952377036 
EP=0.18989944684325888 HVMinus=-0.5760786993083865 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.29577101306143627 --crossoverRepairStrategy bounds --mutation nonUniform --mutationProbabilityFactor 1.5758395918682804 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.27106137465308033 --selection tournament --selectionTournamentSize 4 

# Evaluation: 200
EP=0.1817508877912409 HVMinus=-0.5819541035029293 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6962022088913153 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.45080418679167134 --blxAlphaBetaCrossoverAlpha 0.5104503998380483 --mutation nonUniform --mutationProbabilityFactor 1.5758395918682804 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.27106137465308033 --selection tournament --selectionTournamentSize 5 
EP=0.18302955767562543 HVMinus=-0.5829923455411186 | --algorithmResult externalArchive --populationSizeWithArchive 65 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.02221356379483394 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.27392244629832685 --pcxCrossoverEta 0.36213625676984207 --mutation levyFlight --mutationProbabilityFactor 1.5135959262778877 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0863697084670831 --levyFlightMutationStepSize 0.29436964062914894 --selection tournament --selectionTournamentSize 4 

# Evaluation: 300
EP=0.18040730023252202 HVMinus=-0.5840116015201057 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6962022088913153 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.47930319932335286 --blxAlphaBetaCrossoverAlpha 0.5104503998380483 --mutation levyFlight --mutationProbabilityFactor 1.5755513134653014 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7000216398564265 --levyFlightMutationStepSize 0.8853392087224994 --selection tournament --selectionTournamentSize 5 

# Evaluation: 400
EP=0.18006207049400969 HVMinus=-0.5841597541349495 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6962022088913153 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4507067663494649 --blxAlphaBetaCrossoverAlpha 0.4671527339108824 --mutation levyFlight --mutationProbabilityFactor 1.5755505261158063 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7000216398564265 --levyFlightMutationStepSize 0.8853392087224994 --selection tournament --selectionTournamentSize 5 

# Evaluation: 500
EP=0.17991864816406425 HVMinus=-0.5841873067139288 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7126215646550857 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.45031884949542983 --blxAlphaBetaCrossoverAlpha 0.4671527339108824 --mutation levyFlight --mutationProbabilityFactor 1.5755505326398622 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3067306433722568 --levyFlightMutationStepSize 0.8853392087224994 --selection tournament --selectionTournamentSize 5 
EP=0.17981880165355435 HVMinus=-0.5840759934089829 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.960002884356529 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.9660635904669186 --blxAlphaBetaCrossoverAlpha 0.5104489428165105 --mutation levyFlight --mutationProbabilityFactor 1.5755513134653014 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.719499971771701 --levyFlightMutationStepSize 0.8780794140223948 --selection tournament --selectionTournamentSize 5 
EP=0.18337691543219378 HVMinus=-0.5842676599674986 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6998056350781461 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.94115319273904 --mutation powerLaw --mutationProbabilityFactor 1.531838489704127 --mutationRepairStrategy bounds --powerLawMutationDelta 8.786692806848876 --selection boltzmann --boltzmannTemperature 70.02847669160664 

# Evaluation: 600
EP=0.17943595878774032 HVMinus=-0.5843758511931032 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9898496330553679 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.45527779913338556 --blxAlphaBetaCrossoverAlpha 0.4671527339108824 --mutation levyFlight --mutationProbabilityFactor 1.5755505326398622 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3067306433722568 --levyFlightMutationStepSize 0.8758177308374225 --selection tournament --selectionTournamentSize 5 
EP=0.18263419306822193 HVMinus=-0.5843994455890288 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6998056350781461 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9490693110862312 --mutation powerLaw --mutationProbabilityFactor 1.531838489704127 --mutationRepairStrategy bounds --powerLawMutationDelta 8.786692806848876 --selection boltzmann --boltzmannTemperature 70.02847669160664 

# Evaluation: 700
EP=0.18028746564509693 HVMinus=-0.5845367728210745 | --algorithmResult externalArchive --populationSizeWithArchive 39 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7115142195969486 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.36304279816178836 --blxAlphaBetaCrossoverAlpha 0.9393056424204399 --mutation levyFlight --mutationProbabilityFactor 1.5738941024557063 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.682689395339283 --levyFlightMutationStepSize 0.8903413074077147 --selection tournament --selectionTournamentSize 5 
EP=0.18070548962040078 HVMinus=-0.5847809262484888 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6998056350781461 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.94115319273904 --mutation levyFlight --mutationProbabilityFactor 1.5327337965816432 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0938150118694339 --levyFlightMutationStepSize 0.9152450284711526 --selection tournament --selectionTournamentSize 5 
EP=0.18057616832862644 HVMinus=-0.5847116889837619 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7126215646550857 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4500682607960899 --blxAlphaBetaCrossoverAlpha 0.9560335317507063 --mutation levyFlight --mutationProbabilityFactor 1.5755505326398622 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.312586394975669 --levyFlightMutationStepSize 0.8852784858306889 --selection tournament --selectionTournamentSize 5 
EP=0.17936414176767265 HVMinus=-0.5837428420575302 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9606457160248539 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4898188782835648 --blxAlphaBetaCrossoverAlpha 0.4671527339108824 --mutation levyFlight --mutationProbabilityFactor 1.5716173702823104 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0356777955089473 --levyFlightMutationStepSize 0.2845060897947286 --selection tournament --selectionTournamentSize 5 
EP=0.17940390343061238 HVMinus=-0.5843916535135538 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9898496330553679 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.45507303913838687 --blxAlphaBetaCrossoverAlpha 0.4671527339108824 --mutation levyFlight --mutationProbabilityFactor 1.5755505326398622 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.211896370654564 --levyFlightMutationStepSize 0.8758177308374225 --selection tournament --selectionTournamentSize 5 

# Evaluation: 800
EP=0.18070548962040078 HVMinus=-0.5847809262484888 | --algorithmResult externalArchive --populationSizeWithArchive 41 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.6998056350781461 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.94115319273904 --mutation levyFlight --mutationProbabilityFactor 1.5327337965816432 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0938150118694339 --levyFlightMutationStepSize 0.9152450284711526 --selection tournament --selectionTournamentSize 5 
EP=0.18057616832862644 HVMinus=-0.5847116889837619 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7126215646550857 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4500682607960899 --blxAlphaBetaCrossoverAlpha 0.9560335317507063 --mutation levyFlight --mutationProbabilityFactor 1.5755505326398622 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.312586394975669 --levyFlightMutationStepSize 0.8852784858306889 --selection tournament --selectionTournamentSize 5 
EP=0.17956424353713485 HVMinus=-0.5844597800125556 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.957680756618807 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.47844708147317333 --blxAlphaBetaCrossoverAlpha 0.5237215550501396 --mutation levyFlight --mutationProbabilityFactor 1.5881646014465327 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.091096259943821 --levyFlightMutationStepSize 0.6756335166921703 --selection tournament --selectionTournamentSize 5 
