# Evaluation: 0

# Evaluation: 100
EP=0.39373533059648697 HVMinus=-0.5794685459269623 | --algorithmResult externalArchive --populationSizeWithArchive 148 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.49895809281013237 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.596268891886602 --mutation nonUniform --mutationProbabilityFactor 0.8731647560560425 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.09561531935834833 --selection tournament --selectionTournamentSize 2 
EP=0.39377256203661165 HVMinus=-0.5836594539247161 | --algorithmResult externalArchive --populationSizeWithArchive 97 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.9164732094777334 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.016704066612573953 --mutation powerLaw --mutationProbabilityFactor 0.7716195590799917 --mutationRepairStrategy round --powerLawMutationDelta 8.286134050567222 --selection ranking 

# Evaluation: 200
EP=0.39334306636205435 HVMinus=-0.583360692482141 | --algorithmResult externalArchive --populationSizeWithArchive 97 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.9164732094777334 --crossoverRepairStrategy random --fuzzyRecombinationCrossoverAlpha 0.016704066612573953 --mutation powerLaw --mutationProbabilityFactor 0.7716195590799917 --mutationRepairStrategy round --powerLawMutationDelta 8.286134050567222 --selection ranking 
EP=0.3933794019780534 HVMinus=-0.5834434886795858 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.9224721581739173 --crossoverRepairStrategy bounds --undcCrossoverZeta 0.7398672823753236 --undcCrossoverEta 0.2919631547552004 --mutation nonUniform --mutationProbabilityFactor 1.5622151568917744 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.7020453799948457 --selection stochasticUniversalSampling 
EP=0.39292089547173803 HVMinus=-0.5821641154555204 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.8588894076112599 --crossoverRepairStrategy round --mutation powerLaw --mutationProbabilityFactor 1.9005261783594731 --mutationRepairStrategy bounds --powerLawMutationDelta 7.450557812803217 --selection random 
EP=0.3938343226400938 HVMinus=-0.5840508746162912 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9401599772216538 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3708575816693326 --mutation nonUniform --mutationProbabilityFactor 1.562044915858895 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.09928146960543627 --selection stochasticUniversalSampling 

# Evaluation: 300
EP=0.391951463508106 HVMinus=-0.5845900569611812 | --algorithmResult externalArchive --populationSizeWithArchive 22 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.9070931402656687 --crossoverRepairStrategy bounds --undcCrossoverZeta 0.7398672823753236 --undcCrossoverEta 0.28867630309584147 --mutation powerLaw --mutationProbabilityFactor 1.5622151568917744 --mutationRepairStrategy bounds --powerLawMutationDelta 7.6258052671460135 --selection ranking 
