Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,18.0,1.0,0.0,2.0,0.0,0.0,0.6138199631256046,1.0,215.12234010847618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.5714767370357934,1.0,NaN,NaN,33.50297092697118,NaN,NaN,NaN,NaN,2.0,NaN,95.8308528192546
100,1,1.0,69.0,1.0,4.0,4.0,0.0,3.0,0.73490749847723,1.0,NaN,NaN,0.5599168463773291,0.5458634015130545,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.6950345889733331,1.0,NaN,NaN,NaN,NaN,NaN,NaN,8.311978285511184,1.0,NaN,NaN
100,2,1.0,34.0,1.0,2.0,1.0,0.0,5.0,0.13523527905629174,2.0,NaN,NaN,NaN,NaN,0.3151632771067826,NaN,NaN,NaN,NaN,NaN,3.0,0.48698920230115283,1.0,NaN,NaN,NaN,0.5496457930521246,NaN,NaN,NaN,4.0,NaN,NaN
100,3,1.0,100.0,0.0,2.0,1.0,0.0,8.0,0.048681863846873896,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5738931602761583,0.3352689082428155,5.0,1.957350276697539,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.59196569940026,0.0,5.0,NaN
200,0,1.0,18.0,1.0,0.0,2.0,0.0,0.0,0.6138199631256046,1.0,215.12234010847618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.5714767370357934,1.0,NaN,NaN,33.50297092697118,NaN,NaN,NaN,NaN,2.0,NaN,95.8308528192546
200,1,1.0,100.0,0.0,0.0,1.0,0.0,1.0,0.048681863846873896,1.0,NaN,0.4554533302612438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.38181627360441783,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.257517309996555,0.0,5.0,NaN
200,2,1.0,100.0,1.0,0.0,7.0,0.0,8.0,0.8528632012972551,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7540088089191094,0.3352689082428155,5.0,1.838227673482948,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.59196569940026,4.0,NaN,NaN
200,3,1.0,18.0,1.0,0.0,2.0,0.0,0.0,0.6138199631256046,1.0,215.12234010847618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.5714767370357934,1.0,NaN,NaN,33.50297092697118,NaN,NaN,NaN,NaN,2.0,NaN,95.8308528192546
200,4,1.0,34.0,1.0,2.0,3.0,0.0,0.0,0.15823850301321601,2.0,167.35427921579495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.410614502129425,1.0,NaN,NaN,NaN,0.7967041405169959,NaN,NaN,NaN,4.0,NaN,NaN
300,0,1.0,18.0,1.0,0.0,2.0,0.0,0.0,0.6138199631256046,1.0,215.12234010847618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.5714767370357934,1.0,NaN,NaN,33.50297092697118,NaN,NaN,NaN,NaN,2.0,NaN,95.8308528192546
300,1,1.0,34.0,1.0,2.0,1.0,0.0,5.0,0.13523527905629174,2.0,NaN,NaN,NaN,NaN,0.3151632771067826,NaN,NaN,NaN,NaN,NaN,5.0,1.686307052770978,1.0,NaN,NaN,NaN,NaN,NaN,NaN,9.465033325790746,4.0,NaN,NaN
300,2,1.0,104.0,1.0,0.0,6.0,0.0,0.0,0.7256803697797999,1.0,167.03550149037986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.9179890425010004,2.0,NaN,NaN,NaN,NaN,1.136273259776353,0.9498257792093429,NaN,1.0,NaN,NaN
300,3,1.0,69.0,1.0,0.0,7.0,0.0,3.0,0.7303372333165924,1.0,NaN,NaN,0.5599168463773291,0.5458634015130545,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.8301059074921582,1.0,NaN,NaN,NaN,NaN,NaN,NaN,9.542449242766217,4.0,NaN,NaN
