Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,173.0,1.0,1.0,2.0,0.0,8.0,0.6559328006688101,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9815660083716192,0.16777037167979175,5.0,0.7663601430774782,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.208701706299382,0.0,8.0,NaN
200,0,1.0,64.0,1.0,5.0,3.0,0.0,3.0,0.7445828623856782,1.0,NaN,NaN,0.24647384869263445,0.6972924141158586,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5107849670192064,2.0,NaN,NaN,NaN,NaN,1.7444921674252913,0.5847771339550993,NaN,2.0,NaN,84.72152754508124
300,0,1.0,44.0,1.0,0.0,1.0,0.0,5.0,0.7631079758354058,2.0,NaN,NaN,NaN,NaN,0.45057755415416645,NaN,NaN,NaN,NaN,NaN,3.0,0.7383580733539323,2.0,NaN,NaN,NaN,0.98163053095349,NaN,NaN,NaN,2.0,NaN,81.46158275002644
300,1,1.0,44.0,1.0,0.0,1.0,0.0,5.0,0.5243531879743175,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,3.0,1.0731723383589353,2.0,NaN,NaN,NaN,0.20660431887853883,NaN,NaN,NaN,3.0,NaN,NaN
300,2,1.0,109.0,1.0,4.0,3.0,0.0,6.0,0.7445828623856782,1.0,NaN,NaN,NaN,NaN,NaN,0.3102894886301442,NaN,NaN,NaN,NaN,4.0,1.508573124742552,2.0,NaN,NaN,NaN,NaN,1.6976249843210671,0.4168487183200899,NaN,0.0,3.0,NaN
400,0,1.0,44.0,1.0,0.0,1.0,0.0,5.0,0.7631079758354058,2.0,NaN,NaN,NaN,NaN,0.45057755415416645,NaN,NaN,NaN,NaN,NaN,3.0,0.7383580733539323,2.0,NaN,NaN,NaN,0.98163053095349,NaN,NaN,NaN,2.0,NaN,81.46158275002644
400,1,1.0,44.0,1.0,0.0,1.0,0.0,5.0,0.5243531879743175,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,3.0,1.0731723383589353,2.0,NaN,NaN,NaN,0.20660431887853883,NaN,NaN,NaN,3.0,NaN,NaN
400,2,1.0,109.0,1.0,4.0,3.0,0.0,6.0,0.7445828623856782,1.0,NaN,NaN,NaN,NaN,NaN,0.3102894886301442,NaN,NaN,NaN,NaN,4.0,1.508573124742552,2.0,NaN,NaN,NaN,NaN,1.6976249843210671,0.4168487183200899,NaN,0.0,3.0,NaN
400,3,1.0,44.0,1.0,0.0,1.0,0.0,5.0,0.5245235162536518,2.0,NaN,NaN,NaN,NaN,0.48784714490275805,NaN,NaN,NaN,NaN,NaN,3.0,0.5582950066243004,2.0,NaN,NaN,NaN,0.20763391070265022,NaN,NaN,NaN,4.0,NaN,NaN
400,4,1.0,110.0,1.0,5.0,1.0,0.0,5.0,0.7445827048994101,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,3.0,1.0720123779456132,2.0,NaN,NaN,NaN,0.19779491367228996,NaN,NaN,NaN,3.0,NaN,NaN
500,0,1.0,44.0,1.0,0.0,1.0,0.0,5.0,0.5243531879743175,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,3.0,1.0731723383589353,2.0,NaN,NaN,NaN,0.20660431887853883,NaN,NaN,NaN,3.0,NaN,NaN
500,1,1.0,109.0,1.0,5.0,3.0,0.0,6.0,0.7445862004931801,1.0,NaN,NaN,NaN,NaN,NaN,0.31067119784585395,NaN,NaN,NaN,NaN,4.0,1.6100207140773497,2.0,NaN,NaN,NaN,NaN,1.7096648941280135,0.3935303121492364,NaN,0.0,3.0,NaN
500,2,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7389785234426366,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,3.0,1.0731723383589353,2.0,NaN,NaN,NaN,0.20745099089097374,NaN,NaN,NaN,3.0,NaN,NaN
500,3,1.0,84.0,1.0,5.0,3.0,0.0,8.0,0.6553552434408128,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.984469663394671,0.16777037167979175,5.0,0.7663601430774782,2.0,NaN,NaN,NaN,NaN,NaN,NaN,3.8490403506464537,0.0,3.0,NaN
600,0,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7389785234426366,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,3.0,1.0731723383589353,2.0,NaN,NaN,NaN,0.20745099089097374,NaN,NaN,NaN,3.0,NaN,NaN
600,1,1.0,173.0,1.0,0.0,2.0,0.0,8.0,0.6537784801191912,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9673194534678546,0.1693101268143801,5.0,0.7663601430774782,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.213186100801146,0.0,8.0,NaN
600,2,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7389785234426366,2.0,NaN,NaN,NaN,NaN,0.499891438787917,NaN,NaN,NaN,NaN,NaN,3.0,1.0543951639278948,2.0,NaN,NaN,NaN,0.20745099089097374,NaN,NaN,NaN,3.0,NaN,NaN
600,3,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,5.0,1.0731723383589353,2.0,NaN,NaN,NaN,NaN,NaN,NaN,3.4103730910356123,3.0,NaN,NaN
700,0,1.0,173.0,1.0,0.0,2.0,0.0,8.0,0.6537784801191912,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9673194534678546,0.1693101268143801,5.0,0.7663601430774782,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.213186100801146,0.0,8.0,NaN
700,1,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,5.0,1.0731723383589353,2.0,NaN,NaN,NaN,NaN,NaN,NaN,3.4103730910356123,3.0,NaN,NaN
700,2,1.0,44.0,1.0,0.0,3.0,0.0,5.0,0.5243531879743175,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0868652208131346,2.0,NaN,NaN,NaN,NaN,1.6551760861233844,0.3989469980489726,NaN,0.0,2.0,NaN
700,3,1.0,84.0,1.0,5.0,3.0,0.0,8.0,0.6592971352861969,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9908662680594571,0.16777037167979175,5.0,0.7663601430774782,2.0,NaN,NaN,NaN,NaN,NaN,NaN,3.8490403506464537,3.0,NaN,NaN
800,0,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0873183712323207,2.0,NaN,NaN,NaN,NaN,1.6512376866410334,0.8477196607828262,NaN,0.0,2.0,NaN
800,1,1.0,42.0,1.0,5.0,1.0,0.0,5.0,0.7389785234426366,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0731723383589353,2.0,NaN,NaN,NaN,NaN,1.7102514214947193,0.452635588287872,NaN,3.0,NaN,NaN
900,0,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0873183712323207,2.0,NaN,NaN,NaN,NaN,1.6512376866410334,0.8477196607828262,NaN,0.0,2.0,NaN
900,1,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0873183712323207,2.0,NaN,NaN,NaN,NaN,1.6512376866410334,0.39801167388371916,NaN,0.0,2.0,NaN
900,2,1.0,42.0,1.0,5.0,1.0,0.0,5.0,0.7393156726865195,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0871182911156088,2.0,NaN,NaN,NaN,NaN,1.7102514214947193,0.452635588287872,NaN,3.0,NaN,NaN
1000,0,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0873183712323207,2.0,NaN,NaN,NaN,NaN,1.6512376866410334,0.8477196607828262,NaN,0.0,2.0,NaN
1000,1,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,0.9206062598796128,2.0,NaN,NaN,NaN,NaN,1.6512376866410334,0.3972169878144381,NaN,0.0,2.0,NaN
1100,0,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0873183712323207,2.0,NaN,NaN,NaN,NaN,1.6512376866410334,0.8477196607828262,NaN,0.0,2.0,NaN
1100,1,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,0.9206062598796128,2.0,NaN,NaN,NaN,NaN,1.6512376866410334,0.3972169878144381,NaN,0.0,2.0,NaN
1100,2,1.0,42.0,1.0,5.0,1.0,0.0,5.0,0.7393156726865195,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0718145413748585,2.0,NaN,NaN,NaN,NaN,1.6577575850871984,0.452635588287872,NaN,3.0,NaN,NaN
1100,3,1.0,43.0,1.0,0.0,3.0,0.0,5.0,0.7452441434546957,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.073167787951541,2.0,NaN,NaN,NaN,NaN,1.654807154597182,0.3905460025506795,NaN,0.0,2.0,NaN
1200,0,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,0.9206062598796128,2.0,NaN,NaN,NaN,NaN,1.6512376866410334,0.3972169878144381,NaN,0.0,2.0,NaN
1200,1,1.0,42.0,1.0,5.0,1.0,0.0,5.0,0.7393156726865195,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0718145413748585,2.0,NaN,NaN,NaN,NaN,1.6577575850871984,0.452635588287872,NaN,3.0,NaN,NaN
1200,2,1.0,85.0,1.0,5.0,3.0,0.0,5.0,0.7564303556270587,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0868412310464932,2.0,NaN,NaN,NaN,NaN,1.6516519938613174,0.39962006661216853,NaN,3.0,NaN,NaN
1200,3,1.0,45.0,1.0,5.0,1.0,0.0,5.0,0.7439929279107357,2.0,NaN,NaN,NaN,NaN,0.48761246500644784,NaN,NaN,NaN,NaN,NaN,4.0,1.0867318223406044,2.0,NaN,NaN,NaN,NaN,1.6579364078676528,0.3965037005710115,NaN,3.0,NaN,NaN
1300,0,1.0,43.0,1.0,5.0,1.0,0.0,5.0,0.7440176697021433,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,0.9206062598796128,2.0,NaN,NaN,NaN,NaN,1.6512376866410334,0.3972169878144381,NaN,0.0,2.0,NaN
1300,1,1.0,42.0,1.0,5.0,1.0,0.0,5.0,0.7393156726865195,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0718145413748585,2.0,NaN,NaN,NaN,NaN,1.6577575850871984,0.452635588287872,NaN,3.0,NaN,NaN
1300,2,1.0,85.0,1.0,5.0,3.0,0.0,5.0,0.7564303556270587,2.0,NaN,NaN,NaN,NaN,0.4875420074303367,NaN,NaN,NaN,NaN,NaN,4.0,1.0868412310464932,2.0,NaN,NaN,NaN,NaN,1.6516519938613174,0.39962006661216853,NaN,3.0,NaN,NaN
