Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,171.0,1.0,5.0,1.0,0.0,3.0,0.7462655126558876,0.0,NaN,NaN,0.14960710691185997,0.7874973886224362,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.252482706489206,2.0,NaN,NaN,NaN,NaN,1.2889100757781877,0.463905955415911,NaN,4.0,NaN,NaN
200,0,1.0,171.0,1.0,5.0,1.0,0.0,3.0,0.7462655126558876,0.0,NaN,NaN,0.14960710691185997,0.7874973886224362,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.252482706489206,2.0,NaN,NaN,NaN,NaN,1.2889100757781877,0.463905955415911,NaN,4.0,NaN,NaN
200,1,1.0,40.0,1.0,5.0,5.0,0.0,3.0,0.2774380786688285,0.0,NaN,NaN,0.8152498592713443,0.9829636375269619,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.6307718696387685,2.0,NaN,NaN,NaN,0.033657203409395625,NaN,NaN,NaN,0.0,5.0,NaN
300,0,1.0,40.0,1.0,5.0,1.0,0.0,3.0,0.7400791936581179,0.0,NaN,NaN,0.7623196992035619,0.9829636375269619,NaN,NaN,NaN,NaN,NaN,NaN,3.0,0.5898626815093554,2.0,NaN,NaN,NaN,0.033657203409395625,NaN,NaN,NaN,0.0,5.0,NaN
300,1,1.0,171.0,1.0,1.0,1.0,0.0,3.0,0.7524499207414957,0.0,NaN,NaN,0.44607112326625425,0.7874973886224362,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.252482706489206,2.0,NaN,NaN,NaN,NaN,1.2866257002563164,0.4622000043570433,NaN,4.0,NaN,NaN
300,2,1.0,39.0,1.0,2.0,0.0,0.0,3.0,0.2949926029691313,0.0,NaN,NaN,0.9100527673537224,0.9970735289952966,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.5104660590548183,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.966242255564646,1.0,NaN,NaN
300,3,1.0,32.0,1.0,5.0,4.0,0.0,0.0,0.9905290873276351,1.0,274.093254508631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.4073745282405634,2.0,NaN,NaN,NaN,NaN,1.254366361682259,0.46187464497566355,NaN,2.0,NaN,83.84204515306129
300,4,1.0,40.0,1.0,1.0,5.0,0.0,3.0,0.5880900999427531,0.0,NaN,NaN,0.9094286397650465,0.9953408260418666,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.7022848295574533,2.0,NaN,NaN,NaN,NaN,NaN,NaN,1.1419137186409454,0.0,5.0,NaN
400,0,1.0,39.0,1.0,2.0,0.0,0.0,3.0,0.2949926029691313,0.0,NaN,NaN,0.9100527673537224,0.9970735289952966,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.5104660590548183,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.966242255564646,1.0,NaN,NaN
400,1,1.0,38.0,1.0,5.0,5.0,0.0,4.0,0.28923018652632226,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.6331712675150152,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.7654613055760064,2.0,NaN,74.46082001493764
400,2,1.0,39.0,1.0,2.0,1.0,0.0,3.0,0.29148477110780635,0.0,NaN,NaN,0.16599049252820136,0.9998407969627826,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.6307718696387685,2.0,NaN,NaN,NaN,NaN,NaN,NaN,9.325823077281017,4.0,NaN,NaN
400,3,1.0,40.0,1.0,5.0,1.0,0.0,3.0,0.3100764588402742,0.0,NaN,NaN,0.15453162049921854,0.7849838946192721,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.252482706489206,2.0,NaN,NaN,NaN,NaN,1.2283304817481477,0.4718359501687524,NaN,4.0,NaN,NaN
400,4,1.0,92.0,1.0,3.0,2.0,0.0,3.0,0.7462655126558876,0.0,NaN,NaN,0.632183987882003,0.9083904043409317,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.2661382728816517,2.0,NaN,NaN,NaN,NaN,1.3958103911552258,0.463905955415911,NaN,3.0,NaN,NaN
500,0,1.0,92.0,1.0,3.0,2.0,0.0,3.0,0.7462655126558876,0.0,NaN,NaN,0.632183987882003,0.9083904043409317,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.2661382728816517,2.0,NaN,NaN,NaN,NaN,1.3958103911552258,0.463905955415911,NaN,3.0,NaN,NaN
500,1,1.0,167.0,1.0,5.0,6.0,0.0,3.0,0.7462655126558876,1.0,NaN,NaN,0.3106509223474073,0.792716230921772,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5309741251149287,2.0,NaN,NaN,NaN,NaN,1.2889100757781877,0.6170114342355831,NaN,4.0,NaN,NaN
500,2,1.0,41.0,1.0,5.0,5.0,0.0,3.0,0.28923018652632226,1.0,NaN,NaN,0.7119605509258503,0.6047420815137047,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.6331712675150152,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.7654613055760064,2.0,NaN,74.46082001493764
500,3,1.0,164.0,1.0,1.0,6.0,0.0,3.0,0.7521511441136743,0.0,NaN,NaN,0.44331084048242775,0.7874973886224362,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5219000463354893,2.0,NaN,NaN,NaN,NaN,1.2829594006304041,0.7244617681052434,NaN,3.0,NaN,NaN
500,4,1.0,171.0,1.0,5.0,1.0,0.0,3.0,0.7400936978808003,0.0,NaN,NaN,0.8122344031030737,0.7833420814096225,NaN,NaN,NaN,NaN,NaN,NaN,4.0,0.6268778979629377,2.0,NaN,NaN,NaN,NaN,1.288600885060883,0.463905955415911,NaN,3.0,NaN,NaN
500,5,1.0,68.0,1.0,5.0,2.0,0.0,3.0,0.97389166396078,0.0,NaN,NaN,0.6061245894526833,0.792606290413308,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.2608234728372882,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.340219729751667,4.0,NaN,NaN
500,6,1.0,168.0,1.0,5.0,6.0,0.0,3.0,0.7462655126558876,0.0,NaN,NaN,0.14960710691185997,0.792716230921772,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.530273350391252,2.0,NaN,NaN,NaN,NaN,1.2889100757781877,0.4617790481187708,NaN,4.0,NaN,NaN
500,7,1.0,43.0,1.0,5.0,2.0,0.0,3.0,0.295051478094162,1.0,NaN,NaN,0.8800622923088821,0.6372294354092732,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.6445100600646463,1.0,NaN,NaN,NaN,NaN,NaN,NaN,8.453483948320667,0.0,3.0,NaN
500,8,1.0,34.0,1.0,5.0,6.0,0.0,3.0,0.7230597562747854,1.0,NaN,NaN,0.18001717666513306,0.7945857355576749,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5309741251149287,2.0,NaN,NaN,NaN,NaN,1.2889100757781877,0.6525256054643828,NaN,4.0,NaN,NaN
600,0,1.0,92.0,1.0,3.0,2.0,0.0,3.0,0.7462655126558876,0.0,NaN,NaN,0.632183987882003,0.9083904043409317,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.2661382728816517,2.0,NaN,NaN,NaN,NaN,1.3958103911552258,0.463905955415911,NaN,3.0,NaN,NaN
600,1,1.0,167.0,1.0,5.0,6.0,0.0,3.0,0.7462655126558876,1.0,NaN,NaN,0.3106509223474073,0.792716230921772,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5309741251149287,2.0,NaN,NaN,NaN,NaN,1.2889100757781877,0.6170114342355831,NaN,4.0,NaN,NaN
600,2,1.0,164.0,1.0,1.0,6.0,0.0,3.0,0.7521511441136743,0.0,NaN,NaN,0.44331084048242775,0.7874973886224362,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5219000463354893,2.0,NaN,NaN,NaN,NaN,1.2829594006304041,0.7244617681052434,NaN,3.0,NaN,NaN
600,3,1.0,40.0,1.0,5.0,2.0,0.0,3.0,0.295051478094162,1.0,NaN,NaN,0.6754228988332031,0.9969862853471191,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.543220219444085,1.0,NaN,NaN,NaN,NaN,NaN,NaN,8.453483948320667,4.0,NaN,NaN
600,4,1.0,164.0,1.0,2.0,6.0,0.0,3.0,0.28971162891962915,1.0,NaN,NaN,0.920477408358472,0.7903021648738141,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.2966392265880249,1.0,NaN,NaN,NaN,NaN,NaN,NaN,8.48716981171968,0.0,7.0,NaN
600,5,1.0,45.0,1.0,2.0,1.0,0.0,3.0,0.2908309358532727,1.0,NaN,NaN,0.920477408358472,0.8137837684817204,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.875227353606334,2.0,NaN,NaN,NaN,NaN,NaN,NaN,8.48716981171968,3.0,NaN,NaN
600,6,1.0,35.0,1.0,3.0,0.0,0.0,3.0,0.29292899603663314,1.0,NaN,NaN,0.9251209296588643,0.7897652167889834,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.518494763087684,2.0,NaN,NaN,NaN,NaN,NaN,NaN,7.120718587706439,4.0,NaN,NaN
600,7,1.0,167.0,1.0,5.0,2.0,0.0,3.0,0.7462655126558876,1.0,NaN,NaN,0.30533677845764695,0.792716230921772,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.5245005508388878,2.0,NaN,NaN,NaN,NaN,1.2889100757781877,0.6261570608401276,NaN,4.0,NaN,NaN
600,8,1.0,173.0,1.0,1.0,6.0,0.0,3.0,0.7706361739729121,1.0,NaN,NaN,0.920477408358472,0.9911511608514356,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.2407060848178673,2.0,NaN,NaN,NaN,NaN,NaN,NaN,8.453483948320667,3.0,NaN,NaN
600,9,1.0,34.0,1.0,5.0,2.0,0.0,3.0,0.29156709380839385,0.0,NaN,NaN,0.1309094667582555,0.9773155525100939,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.6418582588106356,2.0,NaN,NaN,NaN,NaN,1.2886607412953972,0.7034454901753782,NaN,4.0,NaN,NaN
