# Evaluation: 0

# Evaluation: 100
EP=0.39390564403425193 HVMinus=-0.5817666940122381 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.2467569163719907 --crossoverRepairStrategy round --laplaceCrossoverScale 0.44027450729507767 --mutation levyFlight --mutationProbabilityFactor 1.5667866746519346 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5229679844331976 --levyFlightMutationStepSize 0.745427698723025 --selection tournament --selectionTournamentSize 3 
EP=0.3934797698270381 HVMinus=-0.5801504043481551 | --algorithmResult externalArchive --populationSizeWithArchive 67 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.054255569775425894 --crossoverRepairStrategy bounds --sbxDistributionIndex 222.93006722446407 --mutation levyFlight --mutationProbabilityFactor 1.5257579831924586 --mutationRepairStrategy round --levyFlightMutationBeta 1.059596624834537 --levyFlightMutationStepSize 0.7897797465574389 --selection ranking 

# Evaluation: 200
EP=0.39390564403425193 HVMinus=-0.5817666940122381 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.2467569163719907 --crossoverRepairStrategy round --laplaceCrossoverScale 0.44027450729507767 --mutation levyFlight --mutationProbabilityFactor 1.5667866746519346 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5229679844331976 --levyFlightMutationStepSize 0.745427698723025 --selection tournament --selectionTournamentSize 3 
EP=0.3934797698270381 HVMinus=-0.5801504043481551 | --algorithmResult externalArchive --populationSizeWithArchive 67 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.054255569775425894 --crossoverRepairStrategy bounds --sbxDistributionIndex 222.93006722446407 --mutation levyFlight --mutationProbabilityFactor 1.5257579831924586 --mutationRepairStrategy round --levyFlightMutationBeta 1.059596624834537 --levyFlightMutationStepSize 0.7897797465574389 --selection ranking 
EP=0.3936983227987266 HVMinus=-0.5812896735873728 | --algorithmResult externalArchive --populationSizeWithArchive 67 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7699795739783479 --crossoverRepairStrategy bounds --sbxDistributionIndex 222.93006722446407 --mutation levyFlight --mutationProbabilityFactor 1.5266395910575516 --mutationRepairStrategy round --levyFlightMutationBeta 1.059596624834537 --levyFlightMutationStepSize 0.7897797465574389 --selection ranking 

# Evaluation: 300
EP=0.3930223748240303 HVMinus=-0.5818690819893736 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7608014250413379 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8528169750454175 --mutation levyFlight --mutationProbabilityFactor 1.7250064408943286 --mutationRepairStrategy round --levyFlightMutationBeta 1.0775214399944448 --levyFlightMutationStepSize 0.7490061760751172 --selection tournament --selectionTournamentSize 3 
EP=0.39299209965720894 HVMinus=-0.5806500721003042 | --algorithmResult externalArchive --populationSizeWithArchive 132 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7616144934226873 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9037459841039864 --mutation polynomial --mutationProbabilityFactor 1.085378430949796 --mutationRepairStrategy round --polynomialMutationDistributionIndex 64.54442228216823 --selection boltzmann --boltzmannTemperature 58.077565049485735 

# Evaluation: 400
EP=0.3930223748240303 HVMinus=-0.5818690819893736 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7608014250413379 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8528169750454175 --mutation levyFlight --mutationProbabilityFactor 1.7250064408943286 --mutationRepairStrategy round --levyFlightMutationBeta 1.0775214399944448 --levyFlightMutationStepSize 0.7490061760751172 --selection tournament --selectionTournamentSize 3 
EP=0.39299209965720894 HVMinus=-0.5806500721003042 | --algorithmResult externalArchive --populationSizeWithArchive 132 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7616144934226873 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9037459841039864 --mutation polynomial --mutationProbabilityFactor 1.085378430949796 --mutationRepairStrategy round --polynomialMutationDistributionIndex 64.54442228216823 --selection boltzmann --boltzmannTemperature 58.077565049485735 
EP=0.39287715752675095 HVMinus=-0.5777329833078086 | --algorithmResult externalArchive --populationSizeWithArchive 130 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7616144934226873 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.5754131097598114 --mutation polynomial --mutationProbabilityFactor 0.44622750820346885 --mutationRepairStrategy round --polynomialMutationDistributionIndex 121.00893320318917 --selection boltzmann --boltzmannTemperature 43.01583906735096 
EP=0.3948766844043754 HVMinus=-0.5830871649692143 | --algorithmResult externalArchive --populationSizeWithArchive 22 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.2467569163719907 --crossoverRepairStrategy random --undcCrossoverZeta 0.9837686928420611 --undcCrossoverEta 0.37923495561985054 --mutation levyFlight --mutationProbabilityFactor 1.5667866746519346 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.2335060807868543 --levyFlightMutationStepSize 0.7041500734098254 --selection tournament --selectionTournamentSize 3 
EP=0.39334832205462583 HVMinus=-0.5829837852778788 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.27379930570315236 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.44195505273466285 --mutation levyFlight --mutationProbabilityFactor 1.5257579831924586 --mutationRepairStrategy round --levyFlightMutationBeta 1.0767463055131234 --levyFlightMutationStepSize 0.7567374210838868 --selection ranking 

# Evaluation: 500
EP=0.3931880446964047 HVMinus=-0.5837211418425617 | --algorithmResult externalArchive --populationSizeWithArchive 20 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7753101143545922 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8383115810473902 --mutation levyFlight --mutationProbabilityFactor 1.0894960312160253 --mutationRepairStrategy round --levyFlightMutationBeta 1.0775214399944448 --levyFlightMutationStepSize 0.5598999490402555 --selection boltzmann --boltzmannTemperature 42.48068919192156 
EP=0.39243575362569555 HVMinus=-0.5822248590893729 | --algorithmResult externalArchive --populationSizeWithArchive 67 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7453177839542742 --crossoverRepairStrategy bounds --sbxDistributionIndex 364.21671943061307 --mutation levyFlight --mutationProbabilityFactor 1.5295396046443392 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.4950234702599445 --levyFlightMutationStepSize 0.7929318170619872 --selection ranking 
EP=0.3925868653338935 HVMinus=-0.5833526754065058 | --algorithmResult externalArchive --populationSizeWithArchive 67 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7756185965007785 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.5743279438934261 --mutation levyFlight --mutationProbabilityFactor 1.5310877628741681 --mutationRepairStrategy round --levyFlightMutationBeta 1.0599049671246743 --levyFlightMutationStepSize 0.7970032300249282 --selection ranking 

# Evaluation: 600
EP=0.39243575362569555 HVMinus=-0.5822248590893729 | --algorithmResult externalArchive --populationSizeWithArchive 67 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7453177839542742 --crossoverRepairStrategy bounds --sbxDistributionIndex 364.21671943061307 --mutation levyFlight --mutationProbabilityFactor 1.5295396046443392 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.4950234702599445 --levyFlightMutationStepSize 0.7929318170619872 --selection ranking 
EP=0.39287888114486025 HVMinus=-0.5842831746272857 | --algorithmResult externalArchive --populationSizeWithArchive 125 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7964987197029173 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6368155817309562 --mutation levyFlight --mutationProbabilityFactor 1.7036191814667476 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0772846081564336 --levyFlightMutationStepSize 0.952734431875489 --selection tournament --selectionTournamentSize 5 
EP=0.3921333850339666 HVMinus=-0.5821810326635113 | --algorithmResult externalArchive --populationSizeWithArchive 67 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7453177839542742 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.8436041709067743 --pcxCrossoverEta 0.48179093388959215 --mutation levyFlight --mutationProbabilityFactor 1.5296166287652118 --mutationRepairStrategy round --levyFlightMutationBeta 1.059596624834537 --levyFlightMutationStepSize 0.703232258380042 --selection tournament --selectionTournamentSize 2 
EP=0.39246266654045786 HVMinus=-0.5842047615280683 | --algorithmResult externalArchive --populationSizeWithArchive 22 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7460126389041004 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8513329406554657 --mutation levyFlight --mutationProbabilityFactor 1.52802433454561 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.2292323574079709 --levyFlightMutationStepSize 0.3052941959895891 --selection boltzmann --boltzmannTemperature 5.6565122753764525 

# Evaluation: 700
EP=0.3921333850339666 HVMinus=-0.5821810326635113 | --algorithmResult externalArchive --populationSizeWithArchive 67 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7453177839542742 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.8436041709067743 --pcxCrossoverEta 0.48179093388959215 --mutation levyFlight --mutationProbabilityFactor 1.5296166287652118 --mutationRepairStrategy round --levyFlightMutationBeta 1.059596624834537 --levyFlightMutationStepSize 0.703232258380042 --selection tournament --selectionTournamentSize 2 
