# Evaluation: 0

# Evaluation: 100
EP=0.39367058567535484 HVMinus=-0.5813049125055061 | --algorithmResult externalArchive --populationSizeWithArchive 80 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.36579489565434875 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.3751941657237421 --blxAlphaBetaCrossoverAlpha 0.14254748717181642 --mutation powerLaw --mutationProbabilityFactor 0.7097269113258353 --mutationRepairStrategy bounds --powerLawMutationDelta 6.92768728932819 --selection tournament --selectionTournamentSize 6 
EP=0.3935776922297798 HVMinus=-0.580062160310859 | --algorithmResult externalArchive --populationSizeWithArchive 178 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6228364321185375 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.46724390215896117 --blxAlphaBetaCrossoverAlpha 0.01788858466501364 --mutation powerLaw --mutationProbabilityFactor 0.8457778405926346 --mutationRepairStrategy bounds --powerLawMutationDelta 8.002442455039949 --selection tournament --selectionTournamentSize 7 

# Evaluation: 200
EP=0.393111522235126 HVMinus=-0.5819967820363319 | --algorithmResult externalArchive --populationSizeWithArchive 80 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover UNDC --crossoverProbability 0.36416097316798224 --crossoverRepairStrategy random --undcCrossoverZeta 0.10323131920701488 --undcCrossoverEta 0.3103751965318481 --mutation powerLaw --mutationProbabilityFactor 1.445112575726437 --mutationRepairStrategy bounds --powerLawMutationDelta 6.92768728932819 --selection tournament --selectionTournamentSize 6 

# Evaluation: 300
EP=0.39300555502902873 HVMinus=-0.5820610084446018 | --algorithmResult externalArchive --populationSizeWithArchive 100 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6228364321185375 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.46724390215896117 --blxAlphaBetaCrossoverAlpha 0.01788858466501364 --mutation powerLaw --mutationProbabilityFactor 1.0570281762477167 --mutationRepairStrategy bounds --powerLawMutationDelta 7.905616704041429 --selection tournament --selectionTournamentSize 7 
EP=0.39293037933564384 HVMinus=-0.5814769163989835 | --algorithmResult externalArchive --populationSizeWithArchive 80 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.36579489565434875 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.3715241347657904 --blxAlphaBetaCrossoverAlpha 0.14254748717181642 --mutation powerLaw --mutationProbabilityFactor 0.7118857555957097 --mutationRepairStrategy bounds --powerLawMutationDelta 6.92768728932819 --selection tournament --selectionTournamentSize 6 
EP=0.3932815680985502 HVMinus=-0.5835685860485899 | --algorithmResult externalArchive --populationSizeWithArchive 178 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6390213733695435 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.46724390215896117 --blxAlphaBetaCrossoverAlpha 0.737939096713663 --mutation powerLaw --mutationProbabilityFactor 0.8427870560998733 --mutationRepairStrategy bounds --powerLawMutationDelta 8.002442455039949 --selection tournament --selectionTournamentSize 7 
EP=0.39318144212137174 HVMinus=-0.5826120655941324 | --algorithmResult externalArchive --populationSizeWithArchive 80 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.3542816175599036 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4055120676337608 --blxAlphaBetaCrossoverAlpha 0.31208537535006897 --mutation powerLaw --mutationProbabilityFactor 0.7647555626119469 --mutationRepairStrategy bounds --powerLawMutationDelta 6.92768728932819 --selection tournament --selectionTournamentSize 6 
