scheme,source_family,source_run,source_solution_id,source_config_id,source_config_signature,source_EP,source_HV,target_family,target_run,target_solution_id,target_config_id,target_config_signature,target_EP,target_HV,distance
gower_unweighted,RE3D,27,3,RE3D_run27_solution3,externalArchive|26.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.884574|bounds|nan|0.94112|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|0.638385|round|nan|nan|nan|nan|nan|nan|7.879571|boltzmann|nan|19.088695,0.0160468080885792,0.8514051020616439,RWA3D,15,2,RWA3D_run15_solution2,externalArchive|15.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.294767|bounds|nan|0.711627|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|1.307527|round|nan|nan|nan|nan|nan|nan|6.690013|boltzmann|nan|49.958096,0.1765564618354778,0.5856209253009945,0.057818172611332756
gower_unweighted,RE3D,27,7,RE3D_run27_solution7,externalArchive|19.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.890742|bounds|nan|nan|0.981117|0.727645|nan|nan|nan|nan|nan|nan|powerLaw|0.90738|bounds|nan|nan|nan|nan|nan|nan|9.369668|boltzmann|nan|22.375388,0.0175443570038651,0.8515545049832155,RWA3D,22,6,RWA3D_run22_solution6,externalArchive|10.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.898949|bounds|nan|nan|0.846067|0.764452|nan|nan|nan|nan|nan|nan|powerLaw|1.588016|round|nan|nan|nan|nan|nan|nan|7.565061|boltzmann|nan|19.53982,0.1758840156695613,0.5856078881050372,0.06030263239767902
gower_unweighted,RE3D,8,5,RE3D_run8_solution5,externalArchive|81.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.651789|bounds|nan|nan|0.817511|0.892399|nan|nan|nan|nan|nan|nan|powerLaw|0.472922|round|nan|nan|nan|nan|nan|nan|7.80233|stochasticUniversalSampling|nan|nan,0.0162295922555221,0.8512561976287296,RWA3D,6,11,RWA3D_run6_solution11,externalArchive|20.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.265109|bounds|nan|nan|0.571352|0.750043|nan|nan|nan|nan|nan|nan|powerLaw|1.968778|round|nan|nan|nan|nan|nan|nan|6.997922|stochasticUniversalSampling|nan|nan,0.1773071514015731,0.5858464528237279,0.06582674849172111
gower_unweighted,RE3D,8,9,RE3D_run8_solution9,externalArchive|65.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.496915|bounds|nan|0.885633|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|0.432539|bounds|nan|nan|nan|nan|nan|nan|7.825433|random|nan|nan,0.0160132216593846,0.8512396071604923,RWA3D,16,10,RWA3D_run16_solution10,externalArchive|160.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.247037|bounds|nan|0.616423|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|1.881791|bounds|nan|nan|nan|nan|nan|nan|9.39389|random|nan|nan,0.1761834392773097,0.5857101906140135,0.06774716364361107
gower_unweighted,RE3D,8,1,RE3D_run8_solution1,externalArchive|71.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.566046|bounds|nan|nan|0.815141|0.893784|nan|nan|nan|nan|nan|nan|powerLaw|0.506656|bounds|nan|nan|nan|nan|nan|nan|7.824455|random|nan|nan,0.015995720450607,0.8511290945316976,RWA3D,28,10,RWA3D_run28_solution10,externalArchive|173.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.446528|bounds|nan|nan|0.361469|0.748682|nan|nan|nan|nan|nan|nan|powerLaw|1.930974|bounds|nan|nan|nan|nan|nan|nan|7.281676|random|nan|nan,0.1749085066104359,0.5852809167799887,0.06832704196573361
gower_unweighted,RE3D,27,0,RE3D_run27_solution0,externalArchive|88.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.766639|bounds|nan|0.919916|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|0.644917|bounds|nan|nan|nan|nan|nan|nan|8.146223|random|nan|nan,0.0155774101815619,0.8510757040568339,RWA3D,16,10,RWA3D_run16_solution10,externalArchive|160.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.247037|bounds|nan|0.616423|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|1.881791|bounds|nan|nan|nan|nan|nan|nan|9.39389|random|nan|nan,0.1761834392773097,0.5857101906140135,0.0686780140315122
gower_unweighted,RE3D,8,2,RE3D_run8_solution2,externalArchive|81.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.65082|bounds|nan|nan|0.908852|0.966941|nan|nan|nan|nan|nan|nan|powerLaw|0.452306|round|nan|nan|nan|nan|nan|nan|7.80233|stochasticUniversalSampling|nan|nan,0.0167979092124409,0.8514172597560935,RWA3D,6,11,RWA3D_run6_solution11,externalArchive|20.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.265109|bounds|nan|nan|0.571352|0.750043|nan|nan|nan|nan|nan|nan|powerLaw|1.968778|round|nan|nan|nan|nan|nan|nan|6.997922|stochasticUniversalSampling|nan|nan,0.1773071514015731,0.5858464528237279,0.07197777243988782
gower_unweighted,RE3D,8,7,RE3D_run8_solution7,externalArchive|81.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.65082|bounds|nan|nan|0.908852|0.966941|nan|nan|nan|nan|nan|nan|powerLaw|0.452306|round|nan|nan|nan|nan|nan|nan|7.873063|stochasticUniversalSampling|nan|nan,0.0166449300653955,0.8514084729217236,RWA3D,6,11,RWA3D_run6_solution11,externalArchive|20.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha-beta|0.265109|bounds|nan|nan|0.571352|0.750043|nan|nan|nan|nan|nan|nan|powerLaw|1.968778|round|nan|nan|nan|nan|nan|nan|6.997922|stochasticUniversalSampling|nan|nan,0.1773071514015731,0.5858464528237279,0.0723192398949433
gower_unweighted,RE3D,27,2,RE3D_run27_solution2,externalArchive|92.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha|0.767815|bounds|nan|0.920903|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|0.671711|bounds|nan|nan|nan|nan|nan|nan|3.909667|random|nan|nan,0.0158562784918739,0.8510865074080524,RWA3D,25,17,RWA3D_run25_solution17,externalArchive|95.0|unboundedArchive|cauchy|20|crossoverAndMutationVariation|BLX-alpha|0.146586|bounds|nan|0.318956|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|1.803183|bounds|nan|nan|nan|nan|nan|nan|6.319101|random|nan|nan,0.1750966877807868,0.5851291569274312,0.07665769731808475
gower_unweighted,RE3D,27,5,RE3D_run27_solution5,externalArchive|24.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha-beta|0.884971|bounds|nan|nan|0.975926|0.719584|nan|nan|nan|nan|nan|nan|powerLaw|0.671391|bounds|nan|nan|nan|nan|nan|nan|5.256847|random|nan|nan,0.0160012630477927,0.8512763224184268,RWA3D,28,8,RWA3D_run28_solution8,externalArchive|194.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha-beta|0.450889|bounds|nan|nan|0.49102|0.746708|nan|nan|nan|nan|nan|nan|powerLaw|1.907028|bounds|nan|nan|nan|nan|nan|nan|5.817352|random|nan|nan,0.1746076965355975,0.5850679781179738,0.08274942515885687
