0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.900039013787394926e-01 7.099960986212605629e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.121262718286273108e-01 2.878737281713726337e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.972255286153931420e-01 0.000000000000000000e+00 7.027744713846069136e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.991152200319289745e-01 7.008847799680709700e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.358849592765696168e-01 3.347531422367113763e-01 2.293618984867191180e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.266014118435737412e-01 0.000000000000000000e+00 2.733985881564262588e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.271689787812110062e-01 2.728310212187888828e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.753067681335971684e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.246932318664026651e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.862162210865846212e-01 2.839633918499440135e-01 4.298203870634714208e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.903839381254816332e-01 7.096160618745184223e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.958537526239384263e-01 0.000000000000000000e+00 7.041462473760615737e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.705587658672913620e-01 2.093720993514717466e-01 0.000000000000000000e+00 4.200691347812368082e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.269240355702775824e-01 0.000000000000000000e+00 2.901530378510402963e-01 2.829229265786820657e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.839005702893735661e-01 3.160994297106264894e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.133746550021347055e-01 0.000000000000000000e+00 2.866253449978652390e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.231534111786718233e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.768465888213281767e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.640158505887878482e-01 3.102337958309675514e-01 4.257503535802446559e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.701366517017507185e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.078051463612833660e-01 4.220582019369660265e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.736747677234006582e-01 0.000000000000000000e+00 7.263252322765993974e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.797269652577931143e-01 7.202730347422069412e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.831510883608203688e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.168489116391797422e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.859975550487012241e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.140024449512988314e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.067347684644622929e-01 0.000000000000000000e+00 3.313666647445310254e-01 0.000000000000000000e+00 3.618985667910066262e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.473577865627603400e-01 3.462806858384830933e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.063615275987566222e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.225235955246328667e-01 0.000000000000000000e+00 2.661752811399014096e-01 3.113011233354657237e-01 0.000000000000000000e+00
