0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.469071279407052399e-01 7.530928720592948711e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.935523308064886372e-01 5.064476691935113628e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.440394862870236548e-01 2.559605137129762897e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.548401138373909136e-01 2.516496101917684580e-01 4.935102759708405729e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.561287394111027571e-01 7.438712605888970764e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.566858901243179725e-01 0.000000000000000000e+00 7.433141098756820275e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.037868518811415841e-01 4.962131481188584159e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.122944608347747009e-01 0.000000000000000000e+00 4.877055391652252991e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.516558316470323131e-01 2.483441683529676869e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.462180029156548766e-01 2.564799177739482405e-01 2.525583543381416662e-01 2.447437249722553554e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.488502530621702347e-01 2.560306013148414550e-01 0.000000000000000000e+00 4.951191456229882548e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.489751238399258715e-01 0.000000000000000000e+00 4.968483024535974568e-01 2.541765737064767272e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.490905656029119286e-01 0.000000000000000000e+00 7.509094343970881269e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.499789024050822484e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.500210975949179737e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.545566488487246426e-01 7.454433511512753574e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.915228266693814629e-01 2.496819657960205885e-01 2.587952075345978931e-01 0.000000000000000000e+00
