# Evaluation: 0

# Evaluation: 100
EP=0.19407351643127277 HVMinus=-0.5790598010720625 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.5222685453480603 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.8815613280487948 --pcxCrossoverEta 0.30058038900866013 --mutation powerLaw --mutationProbabilityFactor 1.044859935480187 --mutationRepairStrategy round --powerLawMutationDelta 2.158974665682497 --selection boltzmann --boltzmannTemperature 16.472707567197098 

# Evaluation: 200
EP=0.18868361992723182 HVMinus=-0.5820100007360255 | --algorithmResult externalArchive --populationSizeWithArchive 148 --archiveType crowdingDistanceArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.0212814023344724 --crossoverRepairStrategy bounds --fuzzyRecombinationCrossoverAlpha 0.8487066682612742 --mutation levyFlight --mutationProbabilityFactor 1.8691473521888136 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0927092659236946 --levyFlightMutationStepSize 0.551537030027977 --selection boltzmann --boltzmannTemperature 5.131727168291679 

# Evaluation: 300
EP=0.18868361992723182 HVMinus=-0.5820100007360255 | --algorithmResult externalArchive --populationSizeWithArchive 148 --archiveType crowdingDistanceArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.0212814023344724 --crossoverRepairStrategy bounds --fuzzyRecombinationCrossoverAlpha 0.8487066682612742 --mutation levyFlight --mutationProbabilityFactor 1.8691473521888136 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0927092659236946 --levyFlightMutationStepSize 0.551537030027977 --selection boltzmann --boltzmannTemperature 5.131727168291679 
EP=0.18749868999728933 HVMinus=-0.5798578806603715 | --algorithmResult externalArchive --populationSizeWithArchive 34 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5023113298593384 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.499796603200676 --blxAlphaBetaCrossoverAlpha 0.6147081499020092 --mutation levyFlight --mutationProbabilityFactor 1.4737438275133632 --mutationRepairStrategy round --levyFlightMutationBeta 1.4560825533410506 --levyFlightMutationStepSize 0.17201014626716635 --selection tournament --selectionTournamentSize 5 
EP=0.1882551163001177 HVMinus=-0.5818920477647632 | --algorithmResult externalArchive --populationSizeWithArchive 53 --archiveType crowdingDistanceArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.5868814134076396 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.7924102102943135 --pcxCrossoverEta 0.1238852521671906 --mutation levyFlight --mutationProbabilityFactor 1.5238883884257657 --mutationRepairStrategy round --levyFlightMutationBeta 1.1066016149177091 --levyFlightMutationStepSize 0.8495460975009173 --selection stochasticUniversalSampling 

# Evaluation: 400
EP=0.18314079690991134 HVMinus=-0.5834537999050459 | --algorithmResult externalArchive --populationSizeWithArchive 55 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5063526869511865 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.5072745856471919 --blxAlphaBetaCrossoverAlpha 0.01742109982637169 --mutation powerLaw --mutationProbabilityFactor 1.0227283664752607 --mutationRepairStrategy round --powerLawMutationDelta 6.588363038217692 --selection tournament --selectionTournamentSize 5 
EP=0.18274187668159536 HVMinus=-0.58303828901599 | --algorithmResult externalArchive --populationSizeWithArchive 35 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8130924446814882 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4656331767861599 --blxAlphaBetaCrossoverAlpha 0.6183294227326814 --mutation levyFlight --mutationProbabilityFactor 1.510652526989437 --mutationRepairStrategy round --levyFlightMutationBeta 1.470711374879655 --levyFlightMutationStepSize 0.6580295211739641 --selection ranking 

# Evaluation: 500
EP=0.18220681062546787 HVMinus=-0.5838764450982546 | --algorithmResult externalArchive --populationSizeWithArchive 34 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.801435918050887 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.499796603200676 --blxAlphaBetaCrossoverAlpha 0.600809804787948 --mutation levyFlight --mutationProbabilityFactor 1.4599734806236861 --mutationRepairStrategy round --levyFlightMutationBeta 1.0675604586783132 --levyFlightMutationStepSize 0.7476110316304319 --selection tournament --selectionTournamentSize 5 

# Evaluation: 600
EP=0.1808365968683634 HVMinus=-0.5839210317387092 | --algorithmResult externalArchive --populationSizeWithArchive 34 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5836777719841502 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.5001137015201594 --blxAlphaBetaCrossoverAlpha 0.26804299404147575 --mutation levyFlight --mutationProbabilityFactor 1.4727332663488888 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.102332180449297 --levyFlightMutationStepSize 0.5528160188686574 --selection tournament --selectionTournamentSize 5 
EP=0.18095891337871065 HVMinus=-0.5842159582327675 | --algorithmResult externalArchive --populationSizeWithArchive 65 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5190244617874094 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4995277359242152 --blxAlphaBetaCrossoverAlpha 0.28320680516204777 --mutation levyFlight --mutationProbabilityFactor 1.490626369016554 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0869059100525738 --levyFlightMutationStepSize 0.8553874190365113 --selection tournament --selectionTournamentSize 5 
