# Evaluation: 0

# Evaluation: 100
EP=0.39338961443286397 HVMinus=-0.5823174449133253 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.19192412826976213 --crossoverRepairStrategy bounds --mutation powerLaw --mutationProbabilityFactor 1.3109229254984571 --mutationRepairStrategy round --powerLawMutationDelta 7.061675292559656 --selection random 
EP=0.39415477276425537 HVMinus=-0.5846273705472698 | --algorithmResult externalArchive --populationSizeWithArchive 30 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.3067200851551586 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.03660540379528021 --blxAlphaBetaCrossoverAlpha 0.8374911347485487 --mutation powerLaw --mutationProbabilityFactor 1.4775857321687187 --mutationRepairStrategy round --powerLawMutationDelta 9.979753399064801 --selection tournament --selectionTournamentSize 9 
EP=0.3937109984719047 HVMinus=-0.5826560788890821 | --algorithmResult externalArchive --populationSizeWithArchive 113 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.009637085742593254 --crossoverRepairStrategy random --blxAlphaCrossoverAlpha 0.3315990748971921 --mutation powerLaw --mutationProbabilityFactor 1.8658980616120444 --mutationRepairStrategy bounds --powerLawMutationDelta 2.468105498433288 --selection boltzmann --boltzmannTemperature 43.31434596037869 
EP=0.3927693915843952 HVMinus=-0.5813500710467833 | --algorithmResult externalArchive --populationSizeWithArchive 122 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.362062452573488 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.8629932898529378 --mutation nonUniform --mutationProbabilityFactor 1.047214187278517 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.8354687617813723 --selection ranking 

# Evaluation: 200
EP=0.3933536531162476 HVMinus=-0.5847800958530759 | --algorithmResult externalArchive --populationSizeWithArchive 30 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.3067200851551586 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.029859693890878614 --blxAlphaBetaCrossoverAlpha 0.8590034305775274 --mutation powerLaw --mutationProbabilityFactor 1.4775857321687187 --mutationRepairStrategy round --powerLawMutationDelta 9.979753399064801 --selection tournament --selectionTournamentSize 9 
EP=0.3920356200720465 HVMinus=-0.5847317601643628 | --algorithmResult externalArchive --populationSizeWithArchive 29 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.30938091822173147 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.03660540379528021 --blxAlphaBetaCrossoverAlpha 0.8374911347485487 --mutation powerLaw --mutationProbabilityFactor 1.4775857321687187 --mutationRepairStrategy bounds --powerLawMutationDelta 9.98984810996999 --selection tournament --selectionTournamentSize 9 

# Evaluation: 300
EP=0.3918810788654658 HVMinus=-0.5848807129772304 | --algorithmResult externalArchive --populationSizeWithArchive 19 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5714939937300927 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.1726727682672015 --blxAlphaBetaCrossoverAlpha 0.4207437040869103 --mutation powerLaw --mutationProbabilityFactor 1.3109229254984571 --mutationRepairStrategy round --powerLawMutationDelta 7.061675292559656 --selection random 
