Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,97.0,1.0,2.0,5.0,0.0,3.0,0.8627704391510953,2.0,NaN,NaN,0.9391048898531434,0.9424715035347148,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1.0157602450339949,0.0,0.9440360879449017,NaN,NaN,NaN,NaN,NaN,NaN,4.0,NaN,NaN
100,1,1.0,99.0,0.0,4.0,4.0,0.0,3.0,0.39354734716161943,2.0,NaN,NaN,0.3560659098468717,0.9289441834145402,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.8184732640276644,1.0,NaN,NaN,NaN,NaN,NaN,NaN,3.1303051732697704,0.0,8.0,NaN
200,0,0.0,NaN,NaN,4.0,3.0,0.0,3.0,0.19211867077321199,0.0,NaN,NaN,0.25131834494516136,0.04374521848631652,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.5726274478998468,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.80681080671945,4.0,NaN,NaN
200,1,1.0,97.0,1.0,2.0,4.0,0.0,3.0,0.8545835507858002,2.0,NaN,NaN,0.858781519139429,0.9424715035347148,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1.0157602450339949,0.0,0.5653449772552853,NaN,NaN,NaN,NaN,NaN,NaN,4.0,NaN,NaN
200,2,1.0,53.0,0.0,4.0,4.0,0.0,5.0,0.39385389651865094,2.0,NaN,NaN,NaN,NaN,0.1245659560973746,NaN,NaN,NaN,NaN,NaN,4.0,0.8184732640276644,2.0,NaN,NaN,NaN,NaN,1.677814634431814,0.9005921779337474,NaN,0.0,8.0,NaN
300,0,1.0,98.0,1.0,3.0,0.0,0.0,8.0,0.6691662185735759,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9281381186531431,0.11695051195502187,4.0,1.2398253974221363,2.0,NaN,NaN,NaN,NaN,1.1868191513122834,0.577773099226463,NaN,1.0,NaN,NaN
300,1,1.0,99.0,0.0,4.0,4.0,0.0,3.0,0.39354734716161943,0.0,NaN,NaN,0.6849987771046224,0.9289441834145402,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.8184732640276644,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.968630901913062,0.0,3.0,NaN
300,2,0.0,NaN,NaN,4.0,0.0,0.0,5.0,0.4565230240391943,2.0,NaN,NaN,NaN,NaN,0.3381223829360067,NaN,NaN,NaN,NaN,NaN,4.0,1.9937608389795005,2.0,NaN,NaN,NaN,NaN,1.6899971840687584,0.9490588249143584,NaN,0.0,5.0,NaN
300,3,1.0,76.0,1.0,2.0,4.0,0.0,5.0,0.4521065094695863,2.0,NaN,NaN,NaN,NaN,0.4167791882005829,NaN,NaN,NaN,NaN,NaN,4.0,1.9743700788426188,1.0,NaN,NaN,NaN,NaN,1.1816083434298483,0.5854705624644632,NaN,0.0,4.0,NaN
400,0,1.0,102.0,1.0,4.0,4.0,0.0,3.0,0.8768813557349558,1.0,NaN,NaN,0.4882331842363901,0.8936602206012092,NaN,NaN,NaN,NaN,NaN,NaN,5.0,0.7924448804509787,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.963252846817789,3.0,NaN,NaN
