# Evaluation: 0

# Evaluation: 100
EP=0.022174574096444823 HVMinus=-0.8485910493387437 | --algorithmResult externalArchive --populationSizeWithArchive 31 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.050760421213871254 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.35253239062527963 --mutation nonUniform --mutationProbabilityFactor 1.6433063180394327 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.548241246298848 --selection boltzmann --boltzmannTemperature 48.82446600596901 

# Evaluation: 200
EP=0.018199865242152415 HVMinus=-0.8503062128460169 | --algorithmResult externalArchive --populationSizeWithArchive 27 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7329590369896446 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.35253239062527963 --mutation nonUniform --mutationProbabilityFactor 0.3784725230295606 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.039475617988422196 --selection ranking 

# Evaluation: 300
EP=0.01751812531641717 HVMinus=-0.850476594217907 | --algorithmResult externalArchive --populationSizeWithArchive 27 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7329590369896446 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.35264535279967874 --mutation nonUniform --mutationProbabilityFactor 0.37885874314374274 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.039475617988422196 --selection ranking 
EP=0.01674236996270181 HVMinus=-0.8502073128396374 | --algorithmResult externalArchive --populationSizeWithArchive 124 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.20430695017641196 --crossoverRepairStrategy round --mutation levyFlight --mutationProbabilityFactor 0.6646868495136071 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.157419973813198 --levyFlightMutationStepSize 0.4505858340725655 --selection ranking 
EP=0.018602982070456527 HVMinus=-0.8506724837873012 | --algorithmResult externalArchive --populationSizeWithArchive 194 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7510632677426395 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7626879459066107 --blxAlphaBetaCrossoverAlpha 0.8054887662404699 --mutation levyFlight --mutationProbabilityFactor 0.346866523205725 --mutationRepairStrategy round --levyFlightMutationBeta 1.679130775256466 --levyFlightMutationStepSize 0.14638585581325475 --selection stochasticUniversalSampling 

# Evaluation: 400
EP=0.01674236996270181 HVMinus=-0.8502073128396374 | --algorithmResult externalArchive --populationSizeWithArchive 124 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.20430695017641196 --crossoverRepairStrategy round --mutation levyFlight --mutationProbabilityFactor 0.6646868495136071 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.157419973813198 --levyFlightMutationStepSize 0.4505858340725655 --selection ranking 
EP=0.01692702497855202 HVMinus=-0.8511532580367487 | --algorithmResult externalArchive --populationSizeWithArchive 57 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8835728467123273 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.5929264947056238 --blxAlphaBetaCrossoverAlpha 0.8646275342653557 --mutation levyFlight --mutationProbabilityFactor 0.36348794085055997 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.409340330358633 --levyFlightMutationStepSize 0.9730356083774586 --selection boltzmann --boltzmannTemperature 62.38135114391552 
EP=0.016801914736711217 HVMinus=-0.8505374895188843 | --algorithmResult externalArchive --populationSizeWithArchive 124 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.20430695017641196 --crossoverRepairStrategy round --mutation levyFlight --mutationProbabilityFactor 0.6646868495136071 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.157419973813198 --levyFlightMutationStepSize 0.4505858340725655 --selection ranking 

# Evaluation: 500
EP=0.01674236996270181 HVMinus=-0.8502073128396374 | --algorithmResult externalArchive --populationSizeWithArchive 124 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover wholeArithmetic --crossoverProbability 0.20430695017641196 --crossoverRepairStrategy round --mutation levyFlight --mutationProbabilityFactor 0.6646868495136071 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.157419973813198 --levyFlightMutationStepSize 0.4505858340725655 --selection ranking 
EP=0.01692702497855202 HVMinus=-0.8511532580367487 | --algorithmResult externalArchive --populationSizeWithArchive 57 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8835728467123273 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.5929264947056238 --blxAlphaBetaCrossoverAlpha 0.8646275342653557 --mutation levyFlight --mutationProbabilityFactor 0.36348794085055997 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.409340330358633 --levyFlightMutationStepSize 0.9730356083774586 --selection boltzmann --boltzmannTemperature 62.38135114391552 
EP=0.01675910873018666 HVMinus=-0.850541380752808 | --algorithmResult externalArchive --populationSizeWithArchive 24 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7444970817934329 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.664405726820911 --mutation nonUniform --mutationProbabilityFactor 0.37155557479574686 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.04136885170041733 --selection boltzmann --boltzmannTemperature 48.337812204587316 

# Evaluation: 600
