Evaluation,SolutionId,algorithmResult,populationSizeWithArchive,archiveType,createInitialSolutions,offspringPopulationSize,variation,crossover,crossoverProbability,crossoverRepairStrategy,sbxDistributionIndex,blxAlphaCrossoverAlpha,blxAlphaBetaCrossoverBeta,blxAlphaBetaCrossoverAlpha,laplaceCrossoverScale,fuzzyRecombinationCrossoverAlpha,pcxCrossoverZeta,pcxCrossoverEta,undcCrossoverZeta,undcCrossoverEta,mutation,mutationProbabilityFactor,mutationRepairStrategy,uniformMutationPerturbation,polynomialMutationDistributionIndex,linkedPolynomialMutationDistributionIndex,nonUniformMutationPerturbation,levyFlightMutationBeta,levyFlightMutationStepSize,powerLawMutationDelta,selection,selectionTournamentSize,boltzmannTemperature
100,0,1.0,12.0,1.0,0.0,5.0,0.0,4.0,0.041007674058091914,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.9018596117634006,1.0,NaN,NaN,NaN,0.6012233662900757,NaN,NaN,NaN,2.0,NaN,28.71110694234645
200,0,1.0,44.0,1.0,0.0,3.0,0.0,4.0,0.049217080975948846,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.0102183781764018,1.0,NaN,NaN,NaN,NaN,1.1557891290378994,0.4432627072048061,NaN,1.0,NaN,NaN
200,1,1.0,97.0,1.0,2.0,3.0,0.0,0.0,0.6789136495369563,1.0,274.86129048500675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.9645812441644996,0.0,NaN,NaN,NaN,0.856874137756264,NaN,NaN,NaN,0.0,9.0,NaN
200,2,1.0,44.0,1.0,0.0,6.0,0.0,4.0,0.11843772771281491,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.012148583681434,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.806006176964114,1.0,NaN,NaN
200,3,1.0,24.0,1.0,3.0,6.0,0.0,2.0,0.10842342123522254,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.411215937111024,1.0,NaN,NaN,NaN,NaN,NaN,NaN,8.007505776986466,2.0,NaN,35.490856662267994
300,0,1.0,44.0,1.0,0.0,6.0,0.0,4.0,0.11843772771281491,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.012148583681434,1.0,NaN,NaN,NaN,NaN,NaN,NaN,7.806006176964114,1.0,NaN,NaN
300,1,1.0,24.0,1.0,3.0,6.0,0.0,2.0,0.10842342123522254,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.411215937111024,1.0,NaN,NaN,NaN,NaN,NaN,NaN,8.007505776986466,2.0,NaN,35.490856662267994
300,2,1.0,24.0,1.0,5.0,2.0,0.0,6.0,0.0409074876374658,2.0,NaN,NaN,NaN,NaN,NaN,0.7219960270557538,NaN,NaN,NaN,NaN,4.0,1.9066264772250507,2.0,NaN,NaN,NaN,NaN,1.5919473104166642,0.4221538106683726,NaN,2.0,NaN,21.814654739895783
300,3,1.0,12.0,1.0,1.0,5.0,0.0,4.0,0.041007674058091914,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.9083691324862626,1.0,NaN,NaN,NaN,NaN,NaN,NaN,9.041663191304927,2.0,NaN,23.271363214225953
300,4,1.0,26.0,1.0,3.0,6.0,0.0,2.0,0.13051648749985423,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.404425036344151,1.0,NaN,NaN,NaN,NaN,NaN,NaN,6.901385841724962,4.0,NaN,NaN
