scheme,source_family,source_run,source_solution_id,source_config_id,source_config_signature,source_EP,source_HV,target_family,target_run,target_solution_id,target_config_id,target_config_signature,target_EP,target_HV,distance
gower_unweighted,RE3D,19,4,RE3D_run19_solution4,externalArchive|28.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha-beta|0.989487|random|nan|nan|0.872859|0.861109|nan|nan|nan|nan|nan|nan|powerLaw|0.895933|bounds|nan|nan|nan|nan|nan|nan|9.45688|ranking|nan|nan,0.1515211735076303,0.8513309056057168,RWA3D,26,3,RWA3D_run26_solution3,externalArchive|37.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha-beta|0.318563|random|nan|nan|0.960922|0.992308|nan|nan|nan|nan|nan|nan|powerLaw|1.71207|bounds|nan|nan|nan|nan|nan|nan|9.678845|ranking|nan|nan,0.3918131934444827,0.5858544321200975,0.04419534101220593
gower_unweighted,RE3D,28,12,RE3D_run28_solution12,externalArchive|19.0|unboundedArchive|latinHypercubeSampling|50|crossoverAndMutationVariation|BLX-alpha-beta|0.997134|round|nan|nan|0.97342|0.797403|nan|nan|nan|nan|nan|nan|powerLaw|0.691159|round|nan|nan|nan|nan|nan|nan|6.156341|boltzmann|nan|52.5728,0.1517188250462164,0.8513362507440302,RWA3D,22,1,RWA3D_run22_solution1,externalArchive|16.0|unboundedArchive|latinHypercubeSampling|50|crossoverAndMutationVariation|BLX-alpha-beta|0.597042|round|nan|nan|0.821867|0.730591|nan|nan|nan|nan|nan|nan|powerLaw|1.798568|round|nan|nan|nan|nan|nan|nan|7.347794|boltzmann|nan|57.227481,0.3915511743211247,0.5856277248633072,0.044250333886558704
gower_unweighted,RE3D,19,7,RE3D_run19_solution7,externalArchive|28.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha-beta|0.989487|random|nan|nan|0.873307|0.854876|nan|nan|nan|nan|nan|nan|powerLaw|0.896463|bounds|nan|nan|nan|nan|nan|nan|8.496954|ranking|nan|nan,0.1514648280773609,0.8512933618775255,RWA3D,26,3,RWA3D_run26_solution3,externalArchive|37.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha-beta|0.318563|random|nan|nan|0.960922|0.992308|nan|nan|nan|nan|nan|nan|powerLaw|1.71207|bounds|nan|nan|nan|nan|nan|nan|9.678845|ranking|nan|nan,0.3918131934444827,0.5858544321200975,0.047790528450807765
gower_unweighted,RE3D,28,11,RE3D_run28_solution11,externalArchive|19.0|unboundedArchive|latinHypercubeSampling|50|crossoverAndMutationVariation|BLX-alpha-beta|0.994641|round|nan|nan|0.971928|0.786994|nan|nan|nan|nan|nan|nan|powerLaw|0.609258|round|nan|nan|nan|nan|nan|nan|9.081232|boltzmann|nan|49.619968,0.1511286419154505,0.8512089444429198,RWA3D,22,1,RWA3D_run22_solution1,externalArchive|16.0|unboundedArchive|latinHypercubeSampling|50|crossoverAndMutationVariation|BLX-alpha-beta|0.597042|round|nan|nan|0.821867|0.730591|nan|nan|nan|nan|nan|nan|powerLaw|1.798568|round|nan|nan|nan|nan|nan|nan|7.347794|boltzmann|nan|57.227481,0.3915511743211247,0.5856277248633072,0.04796526867424366
gower_unweighted,RE3D,12,3,RE3D_run12_solution3,externalArchive|57.0|unboundedArchive|latinHypercubeSampling|10|crossoverAndMutationVariation|BLX-alpha-beta|0.856865|round|nan|nan|0.969416|0.859956|nan|nan|nan|nan|nan|nan|powerLaw|0.554221|round|nan|nan|nan|nan|nan|nan|7.827297|random|nan|nan,0.1505983547274727,0.8508096221780728,RWA3D,4,4,RWA3D_run4_solution4,externalArchive|25.0|unboundedArchive|latinHypercubeSampling|10|crossoverAndMutationVariation|BLX-alpha-beta|0.410655|round|nan|nan|0.825372|0.858988|nan|nan|nan|nan|nan|nan|powerLaw|1.771428|round|nan|nan|nan|nan|nan|nan|9.65045|random|nan|nan,0.3907583658147431,0.5856740396579011,0.05014376007770154
gower_unweighted,RE3D,12,5,RE3D_run12_solution5,externalArchive|57.0|unboundedArchive|cauchy|50|crossoverAndMutationVariation|BLX-alpha-beta|0.869861|bounds|nan|nan|0.960608|0.860672|nan|nan|nan|nan|nan|nan|powerLaw|0.554944|round|nan|nan|nan|nan|nan|nan|7.740283|ranking|nan|nan,0.1519940581432285,0.851286501176859,RWA3D,8,5,RWA3D_run8_solution5,externalArchive|51.0|unboundedArchive|cauchy|50|crossoverAndMutationVariation|BLX-alpha-beta|0.315154|bounds|nan|nan|0.820659|0.921187|nan|nan|nan|nan|nan|nan|powerLaw|1.839117|round|nan|nan|nan|nan|nan|nan|9.006323|ranking|nan|nan,0.3921773898888084,0.5858203777521674,0.050385486932402135
gower_unweighted,RE3D,15,7,RE3D_run15_solution7,externalArchive|31.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.896933|bounds|nan|0.874898|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|0.543066|bounds|nan|nan|nan|nan|nan|nan|7.732375|ranking|nan|nan,0.1514787638469946,0.8512936975450496,RWA3D,2,7,RWA3D_run2_solution7,externalArchive|70.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.221311|bounds|nan|0.95875|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|1.64081|bounds|nan|nan|nan|nan|nan|nan|7.882863|ranking|nan|nan,0.39147803711221,0.5854647218676808,0.050859365893174135
gower_unweighted,RE3D,15,0,RE3D_run15_solution0,externalArchive|21.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.88196|bounds|nan|0.874903|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|0.566242|bounds|nan|nan|nan|nan|nan|nan|7.717644|ranking|nan|nan,0.1515128315866911,0.8513951511939278,RWA3D,2,7,RWA3D_run2_solution7,externalArchive|70.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.221311|bounds|nan|0.95875|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|1.64081|bounds|nan|nan|nan|nan|nan|nan|7.882863|ranking|nan|nan,0.39147803711221,0.5854647218676808,0.051729108790362514
gower_unweighted,RE3D,15,1,RE3D_run15_solution1,externalArchive|21.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.896933|bounds|nan|0.874898|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|0.542716|bounds|nan|nan|nan|nan|nan|nan|7.717644|ranking|nan|nan,0.1508527368008337,0.8510916465078913,RWA3D,2,7,RWA3D_run2_solution7,externalArchive|70.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.221311|bounds|nan|0.95875|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|1.64081|bounds|nan|nan|nan|nan|nan|nan|7.882863|ranking|nan|nan,0.39147803711221,0.5854647218676808,0.05257035978402844
gower_unweighted,RE3D,15,6,RE3D_run15_solution6,externalArchive|21.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.913638|bounds|nan|0.85674|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|0.543048|bounds|nan|nan|nan|nan|nan|nan|7.733083|ranking|nan|nan,0.1509623986389098,0.8512166414790346,RWA3D,2,7,RWA3D_run2_solution7,externalArchive|70.0|unboundedArchive|cauchy|10|crossoverAndMutationVariation|BLX-alpha|0.221311|bounds|nan|0.95875|nan|nan|nan|nan|nan|nan|nan|nan|powerLaw|1.64081|bounds|nan|nan|nan|nan|nan|nan|7.882863|ranking|nan|nan,0.39147803711221,0.5854647218676808,0.054196312164426226
