# Evaluation: 0

# Evaluation: 100
EP=0.3930455637738726 HVMinus=-0.5819244501697098 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9952119823630927 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4940677445926772 --mutation powerLaw --mutationProbabilityFactor 0.779491686370898 --mutationRepairStrategy round --powerLawMutationDelta 5.779669999265779 --selection ranking 
EP=0.39362608040078206 HVMinus=-0.5830418963691057 | --algorithmResult externalArchive --populationSizeWithArchive 103 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6815945164330098 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7785495924717695 --blxAlphaBetaCrossoverAlpha 0.952723622854879 --mutation powerLaw --mutationProbabilityFactor 1.7752864819381606 --mutationRepairStrategy random --powerLawMutationDelta 5.062538349667174 --selection random 
EP=0.393354883407502 HVMinus=-0.5829055403221691 | --algorithmResult externalArchive --populationSizeWithArchive 147 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.6127956544811236 --crossoverRepairStrategy random --mutation powerLaw --mutationProbabilityFactor 0.5409884032588583 --mutationRepairStrategy round --powerLawMutationDelta 6.231763486245571 --selection random 

# Evaluation: 200
EP=0.39331316203131067 HVMinus=-0.583225383597625 | --algorithmResult externalArchive --populationSizeWithArchive 103 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6815945164330098 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7785495924717695 --blxAlphaBetaCrossoverAlpha 0.952723622854879 --mutation powerLaw --mutationProbabilityFactor 1.7752864819381606 --mutationRepairStrategy random --powerLawMutationDelta 5.062538349667174 --selection random 
EP=0.39226390749951134 HVMinus=-0.5820616484802829 | --algorithmResult externalArchive --populationSizeWithArchive 186 --archiveType crowdingDistanceArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7046812234378205 --crossoverRepairStrategy bounds --sbxDistributionIndex 330.7389709721412 --mutation powerLaw --mutationProbabilityFactor 0.4084506844835847 --mutationRepairStrategy round --powerLawMutationDelta 9.59595976268572 --selection stochasticUniversalSampling 
EP=0.39314919799517273 HVMinus=-0.5829616699532559 | --algorithmResult population --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6815945164330098 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7785495924717695 --blxAlphaBetaCrossoverAlpha 0.952723622854879 --mutation powerLaw --mutationProbabilityFactor 1.7212719909894276 --mutationRepairStrategy round --powerLawMutationDelta 9.775426678037514 --selection tournament --selectionTournamentSize 9 
EP=0.3934078112157926 HVMinus=-0.5833373220047321 | --algorithmResult externalArchive --populationSizeWithArchive 149 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.6127956544811236 --crossoverRepairStrategy random --mutation powerLaw --mutationProbabilityFactor 0.5245790087658251 --mutationRepairStrategy round --powerLawMutationDelta 6.248593105554458 --selection boltzmann --boltzmannTemperature 45.405740437956496 
EP=0.3930930988762538 HVMinus=-0.5827091260801028 | --algorithmResult population --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9239301501804527 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4940677445926772 --mutation powerLaw --mutationProbabilityFactor 1.2735607809745864 --mutationRepairStrategy round --powerLawMutationDelta 5.779669999265779 --selection tournament --selectionTournamentSize 3 
EP=0.39345846031300197 HVMinus=-0.5851037153244972 | --algorithmResult externalArchive --populationSizeWithArchive 147 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6127956544811236 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4824960245021074 --mutation powerLaw --mutationProbabilityFactor 0.5409884032588583 --mutationRepairStrategy round --powerLawMutationDelta 6.231763486245571 --selection ranking 
