# Evaluation: 0

# Evaluation: 100
EP=0.19000648222505545 HVMinus=-0.5811387397813531 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.4649035273529539 --crossoverRepairStrategy round --fuzzyRecombinationCrossoverAlpha 0.7844208831607166 --mutation powerLaw --mutationProbabilityFactor 1.9593569067460392 --mutationRepairStrategy bounds --powerLawMutationDelta 9.833422302970488 --selection tournament --selectionTournamentSize 8 
EP=0.18807354467005277 HVMinus=-0.5810247429797628 | --algorithmResult externalArchive --populationSizeWithArchive 36 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.8551270605636777 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.24603163019246238 --mutation nonUniform --mutationProbabilityFactor 1.1513278327622043 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.7115833298305445 --selection tournament --selectionTournamentSize 6 

# Evaluation: 200
EP=0.18200551579353194 HVMinus=-0.5837094495657766 | --algorithmResult externalArchive --populationSizeWithArchive 34 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.4026896160358764 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9209476968113942 --blxAlphaBetaCrossoverAlpha 0.9501081359503684 --mutation levyFlight --mutationProbabilityFactor 1.3977800624134042 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0944208344544164 --levyFlightMutationStepSize 0.49321394981402383 --selection ranking 

# Evaluation: 300
EP=0.18200551579353194 HVMinus=-0.5837094495657766 | --algorithmResult externalArchive --populationSizeWithArchive 34 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.4026896160358764 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9209476968113942 --blxAlphaBetaCrossoverAlpha 0.9501081359503684 --mutation levyFlight --mutationProbabilityFactor 1.3977800624134042 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0944208344544164 --levyFlightMutationStepSize 0.49321394981402383 --selection ranking 

# Evaluation: 400
EP=0.1819813192564055 HVMinus=-0.5839619668420688 | --algorithmResult externalArchive --populationSizeWithArchive 34 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.4024901410116459 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9867029056941061 --blxAlphaBetaCrossoverAlpha 0.937129457530501 --mutation levyFlight --mutationProbabilityFactor 1.4096692232662213 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1060885391489377 --levyFlightMutationStepSize 0.4457434383989742 --selection ranking 
