# Evaluation: 0

# Evaluation: 100
EP=0.03337924275397002 HVMinus=-0.8472504206891686 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover fuzzyRecombination --crossoverProbability 0.33570618306318234 --crossoverRepairStrategy round --fuzzyRecombinationCrossoverAlpha 0.35240689937635217 --mutation levyFlight --mutationProbabilityFactor 0.7985829411953806 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0417941653920164 --levyFlightMutationStepSize 0.6013447387011753 --selection boltzmann --boltzmannTemperature 55.53076476435185 
EP=0.031126905923425357 HVMinus=-0.8422495530671859 | --algorithmResult externalArchive --populationSizeWithArchive 186 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 400 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7492122174959098 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.3171390025099272 --mutation nonUniform --mutationProbabilityFactor 0.4940107943047214 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.9943322716851434 --selection ranking 
EP=0.03213964507392806 HVMinus=-0.8457898514203759 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7098610946922614 --crossoverRepairStrategy round --blxAlphaCrossoverAlpha 0.8873812594920253 --mutation levyFlight --mutationProbabilityFactor 0.4749833389509326 --mutationRepairStrategy round --levyFlightMutationBeta 1.2031505270011755 --levyFlightMutationStepSize 0.6169778213995395 --selection ranking 

# Evaluation: 200
EP=0.02540659841337351 HVMinus=-0.8480959041429459 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.664555090101018 --crossoverRepairStrategy bounds --sbxDistributionIndex 335.38380596977396 --mutation nonUniform --mutationProbabilityFactor 1.2024063993797052 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.6726845306937963 --selection ranking 
EP=0.023436619834824278 HVMinus=-0.8469130633413304 | --algorithmResult externalArchive --populationSizeWithArchive 116 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.1390869960628453 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.975729187527222 --pcxCrossoverEta 0.19884930161889913 --mutation nonUniform --mutationProbabilityFactor 0.7247117346535692 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.5937257971098929 --selection ranking 

# Evaluation: 300
EP=0.020590115816637177 HVMinus=-0.8483229926163112 | --algorithmResult externalArchive --populationSizeWithArchive 111 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.17596486650490445 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9763534309643073 --pcxCrossoverEta 0.5383376537147933 --mutation nonUniform --mutationProbabilityFactor 0.7247117346535692 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.5937257971098929 --selection ranking 
EP=0.02063325722484532 HVMinus=-0.8487497431650006 | --algorithmResult externalArchive --populationSizeWithArchive 114 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7337505699150896 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.975729187527222 --pcxCrossoverEta 0.19884930161889913 --mutation nonUniform --mutationProbabilityFactor 1.5891616830381001 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.1970687924275056 --selection ranking 

# Evaluation: 400
EP=0.019728258874166276 HVMinus=-0.8486269691603757 | --algorithmResult externalArchive --populationSizeWithArchive 187 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7492122174959098 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.06545768765472704 --pcxCrossoverEta 0.7454056309956814 --mutation nonUniform --mutationProbabilityFactor 0.4940107943047214 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.9943322716851434 --selection ranking 
EP=0.020614664206280133 HVMinus=-0.8501067228787156 | --algorithmResult externalArchive --populationSizeWithArchive 110 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7828249687170739 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9507763893717793 --pcxCrossoverEta 0.6765190451362009 --mutation nonUniform --mutationProbabilityFactor 0.7261720362082125 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.3955076847096044 --selection ranking 
EP=0.01985595273732525 HVMinus=-0.8498471846792183 | --algorithmResult externalArchive --populationSizeWithArchive 110 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7828249687170739 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.976396368628829 --pcxCrossoverEta 0.6765190451362009 --mutation nonUniform --mutationProbabilityFactor 0.72469122065841 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.3955076847096044 --selection ranking 

# Evaluation: 500
EP=0.020614664206280133 HVMinus=-0.8501067228787156 | --algorithmResult externalArchive --populationSizeWithArchive 110 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7828249687170739 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9507763893717793 --pcxCrossoverEta 0.6765190451362009 --mutation nonUniform --mutationProbabilityFactor 0.7261720362082125 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.3955076847096044 --selection ranking 
EP=0.018856058172082968 HVMinus=-0.8497922840441666 | --algorithmResult externalArchive --populationSizeWithArchive 111 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7828249687170739 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9507763893717793 --pcxCrossoverEta 0.6765383954002512 --mutation nonUniform --mutationProbabilityFactor 0.7261720362082125 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.3955076847096044 --selection ranking 
EP=0.020076270591894065 HVMinus=-0.8500798332162389 | --algorithmResult externalArchive --populationSizeWithArchive 110 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.7883480518920235 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9507763893717793 --pcxCrossoverEta 0.6765190451362009 --mutation nonUniform --mutationProbabilityFactor 0.7965177011493276 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.3979115023936731 --selection ranking 
EP=0.01971317716090013 HVMinus=-0.8500771855522362 | --algorithmResult externalArchive --populationSizeWithArchive 193 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.32767573317227616 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.49109026762850116 --pcxCrossoverEta 0.24899458511853378 --mutation levyFlight --mutationProbabilityFactor 1.4027058193205815 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6346983289883044 --levyFlightMutationStepSize 0.6000302207953251 --selection tournament --selectionTournamentSize 4 
EP=0.018582982079456103 HVMinus=-0.8496349091736236 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.8920282002967727 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.8120846396554957 --pcxCrossoverEta 0.3409690102328987 --mutation nonUniform --mutationProbabilityFactor 1.2061128503582892 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.6731837681197514 --selection random 

# Evaluation: 600
