# Evaluation: 0

# Evaluation: 100
EP=0.15745642873201549 HVMinus=-0.843714976377349 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6594694735735536 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4663489117243985 --blxAlphaBetaCrossoverAlpha 0.6844606355942168 --mutation levyFlight --mutationProbabilityFactor 1.166729397642449 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.4931602345667572 --levyFlightMutationStepSize 0.20545059931004248 --selection boltzmann --boltzmannTemperature 37.063932642338784 
EP=0.15696566097874423 HVMinus=-0.8367767633588267 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.7355462840910478 --crossoverRepairStrategy round --sbxDistributionIndex 267.1280304160448 --mutation nonUniform --mutationProbabilityFactor 0.7121742145259531 --mutationRepairStrategy round --nonUniformMutationPerturbation 0.7023761941748263 --selection tournament --selectionTournamentSize 8 

# Evaluation: 200
EP=0.15577241680410975 HVMinus=-0.8409122212810481 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover SBX --crossoverProbability 0.395568981078283 --crossoverRepairStrategy random --sbxDistributionIndex 267.1280304160448 --mutation levyFlight --mutationProbabilityFactor 0.7133995944219995 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8348304302343807 --levyFlightMutationStepSize 0.3917178299174468 --selection boltzmann --boltzmannTemperature 7.014654496386692 
EP=0.15581125581106453 HVMinus=-0.8443550541547652 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6594694735735536 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4663805113630536 --blxAlphaBetaCrossoverAlpha 0.6855534463482436 --mutation levyFlight --mutationProbabilityFactor 1.166729397642449 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0403130551608815 --levyFlightMutationStepSize 0.20545059931004248 --selection boltzmann --boltzmannTemperature 37.063932642338784 

# Evaluation: 300
EP=0.1543516427361958 HVMinus=-0.8402573896654432 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6594694735735536 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.5126713391554898 --blxAlphaBetaCrossoverAlpha 0.7828521219582845 --mutation linkedPolynomial --mutationProbabilityFactor 1.166729397642449 --mutationRepairStrategy bounds --linkedPolynomialMutationDistributionIndex 126.09967389836986 --selection boltzmann --boltzmannTemperature 38.667967653499765 
EP=0.154826955542461 HVMinus=-0.8466870745898528 | --algorithmResult externalArchive --populationSizeWithArchive 61 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7444004126971876 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.5003533656895339 --blxAlphaBetaCrossoverAlpha 0.9253348598430046 --mutation levyFlight --mutationProbabilityFactor 0.7093252688301152 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.636652469185815 --levyFlightMutationStepSize 0.727055729204317 --selection boltzmann --boltzmannTemperature 56.13012600894435 

# Evaluation: 400
EP=0.154826955542461 HVMinus=-0.8466870745898528 | --algorithmResult externalArchive --populationSizeWithArchive 61 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7444004126971876 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.5003533656895339 --blxAlphaBetaCrossoverAlpha 0.9253348598430046 --mutation levyFlight --mutationProbabilityFactor 0.7093252688301152 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.636652469185815 --levyFlightMutationStepSize 0.727055729204317 --selection boltzmann --boltzmannTemperature 56.13012600894435 
EP=0.15271197596887798 HVMinus=-0.8449503064714811 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8039488298109388 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.5112932134751562 --blxAlphaBetaCrossoverAlpha 0.7820104761627584 --mutation linkedPolynomial --mutationProbabilityFactor 1.149955143220135 --mutationRepairStrategy round --linkedPolynomialMutationDistributionIndex 267.96898692133254 --selection tournament --selectionTournamentSize 5 

# Evaluation: 500
EP=0.1515239666491162 HVMinus=-0.8464280310068639 | --algorithmResult externalArchive --populationSizeWithArchive 61 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.738405598584182 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4715261324061676 --blxAlphaBetaCrossoverAlpha 0.6853626373077575 --mutation levyFlight --mutationProbabilityFactor 0.7017614276783891 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.841513890647005 --levyFlightMutationStepSize 0.727055729204317 --selection boltzmann --boltzmannTemperature 58.49739744851854 
EP=0.1538360778432945 HVMinus=-0.8477367755784765 | --algorithmResult externalArchive --populationSizeWithArchive 61 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7424865258897894 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.5003533656895339 --blxAlphaBetaCrossoverAlpha 0.6781953658588189 --mutation levyFlight --mutationProbabilityFactor 0.7088953226813308 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6367834960823164 --levyFlightMutationStepSize 0.7410075344973795 --selection boltzmann --boltzmannTemperature 8.25918697339883 

# Evaluation: 600
EP=0.1515239666491162 HVMinus=-0.8464280310068639 | --algorithmResult externalArchive --populationSizeWithArchive 61 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.738405598584182 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4715261324061676 --blxAlphaBetaCrossoverAlpha 0.6853626373077575 --mutation levyFlight --mutationProbabilityFactor 0.7017614276783891 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.841513890647005 --levyFlightMutationStepSize 0.727055729204317 --selection boltzmann --boltzmannTemperature 58.49739744851854 
EP=0.1522628010563659 HVMinus=-0.8485870408953301 | --algorithmResult externalArchive --populationSizeWithArchive 15 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7424865258897894 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.5003533656895339 --blxAlphaBetaCrossoverAlpha 0.6788192667058424 --mutation levyFlight --mutationProbabilityFactor 0.7178211054064283 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8262785368204908 --levyFlightMutationStepSize 0.7410075344973795 --selection random 
EP=0.1523445100861219 HVMinus=-0.848815513638839 | --algorithmResult externalArchive --populationSizeWithArchive 15 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8289595538430983 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.6584978781190944 --blxAlphaBetaCrossoverAlpha 0.6788192667058424 --mutation levyFlight --mutationProbabilityFactor 0.7178211054064283 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8262785368204908 --levyFlightMutationStepSize 0.7410075344973795 --selection random 

# Evaluation: 700
EP=0.1515239666491162 HVMinus=-0.8464280310068639 | --algorithmResult externalArchive --populationSizeWithArchive 61 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.738405598584182 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.4715261324061676 --blxAlphaBetaCrossoverAlpha 0.6853626373077575 --mutation levyFlight --mutationProbabilityFactor 0.7017614276783891 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.841513890647005 --levyFlightMutationStepSize 0.727055729204317 --selection boltzmann --boltzmannTemperature 58.49739744851854 
EP=0.1522628010563659 HVMinus=-0.8485870408953301 | --algorithmResult externalArchive --populationSizeWithArchive 15 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7424865258897894 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.5003533656895339 --blxAlphaBetaCrossoverAlpha 0.6788192667058424 --mutation levyFlight --mutationProbabilityFactor 0.7178211054064283 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8262785368204908 --levyFlightMutationStepSize 0.7410075344973795 --selection random 
