# Evaluation: 0

# Evaluation: 100
EP=0.15528134727141366 HVMinus=-0.8437387976145617 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8821874797979855 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7972544557256848 --blxAlphaBetaCrossoverAlpha 0.7551008195725302 --mutation linkedPolynomial --mutationProbabilityFactor 0.24944834690415396 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 118.19282850797745 --selection ranking 

# Evaluation: 200
EP=0.15528134727141366 HVMinus=-0.8437387976145617 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8821874797979855 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7972544557256848 --blxAlphaBetaCrossoverAlpha 0.7551008195725302 --mutation linkedPolynomial --mutationProbabilityFactor 0.24944834690415396 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 118.19282850797745 --selection ranking 

# Evaluation: 300
EP=0.15528134727141366 HVMinus=-0.8437387976145617 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8821874797979855 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7972544557256848 --blxAlphaBetaCrossoverAlpha 0.7551008195725302 --mutation linkedPolynomial --mutationProbabilityFactor 0.24944834690415396 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 118.19282850797745 --selection ranking 
EP=0.1541894482877492 HVMinus=-0.8421536432752589 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8821874797979855 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7972544557256848 --blxAlphaBetaCrossoverAlpha 0.7551008195725302 --mutation linkedPolynomial --mutationProbabilityFactor 0.24944834690415396 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 118.19282850797745 --selection ranking 
EP=0.15657578699292093 HVMinus=-0.8449292454528419 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8821874797979855 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7972544557256848 --blxAlphaBetaCrossoverAlpha 0.7551008195725302 --mutation linkedPolynomial --mutationProbabilityFactor 0.24944834690415396 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 116.60107560700999 --selection stochasticUniversalSampling 

# Evaluation: 400
EP=0.15519321310630824 HVMinus=-0.8452569993652862 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8908218287454664 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7972544557256848 --blxAlphaBetaCrossoverAlpha 0.9756760813147786 --mutation powerLaw --mutationProbabilityFactor 0.26758833607092475 --mutationRepairStrategy round --powerLawMutationDelta 5.698325856356365 --selection ranking 
EP=0.15623246648380526 HVMinus=-0.8455330441091505 | --algorithmResult externalArchive --populationSizeWithArchive 13 --archiveType crowdingDistanceArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.8014945257901807 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.7424462726875718 --pcxCrossoverEta 0.6617328889416803 --mutation levyFlight --mutationProbabilityFactor 0.609369155684844 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.2224653599482158 --levyFlightMutationStepSize 0.9816408940915531 --selection stochasticUniversalSampling 
EP=0.15245239428062943 HVMinus=-0.8447175037285902 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8821874797979855 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7972544557256848 --blxAlphaBetaCrossoverAlpha 0.7637272221863305 --mutation linkedPolynomial --mutationProbabilityFactor 0.2440751932348988 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 118.17438085170778 --selection stochasticUniversalSampling 
EP=0.15174035684580486 HVMinus=-0.8432959053749649 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8906265962343034 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7969694029436896 --blxAlphaBetaCrossoverAlpha 0.7406965337044016 --mutation nonUniform --mutationProbabilityFactor 0.22447668994524794 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.13231947380659653 --selection ranking 
EP=0.15248063688962343 HVMinus=-0.8451118387102261 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8821874797979855 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7972544557256848 --blxAlphaBetaCrossoverAlpha 0.7551008195725302 --mutation linkedPolynomial --mutationProbabilityFactor 0.24944834690415396 --mutationRepairStrategy bounds --linkedPolynomialMutationDistributionIndex 116.60107560700999 --selection stochasticUniversalSampling 
EP=0.1570667065473483 HVMinus=-0.8461238065342789 | --algorithmResult externalArchive --populationSizeWithArchive 14 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.8130904033022337 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.8992806487747367 --pcxCrossoverEta 0.16341460992256418 --mutation levyFlight --mutationProbabilityFactor 0.6333822595124097 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.2776397125116168 --levyFlightMutationStepSize 0.8009997805319424 --selection stochasticUniversalSampling 

# Evaluation: 500
EP=0.15245239428062943 HVMinus=-0.8447175037285902 | --algorithmResult population --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8821874797979855 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7972544557256848 --blxAlphaBetaCrossoverAlpha 0.7637272221863305 --mutation linkedPolynomial --mutationProbabilityFactor 0.2440751932348988 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 118.17438085170778 --selection stochasticUniversalSampling 
